Place,pay frac_2013,pay frac_2014,pay frac_2015
UC - Santa Barbara,0.423226482882,0.425395861938,0.43591151078
UC - Santa Cruz,0.326939501139,0.323250474496,0.348167025801
UC - Berkeley,0.317207595584,0.305649875169,0.315075960424
UC - Riverside,0.357493192512,0.364654803733,0.397529277484
