Place,pay frac_2013,pay frac_2014,pay frac_2015
UC - Santa Barbara,0.308580496124,0.310172293078,0.311440164211
UC - Santa Cruz,0.245469134434,0.247629230085,0.259100539058
UC - Berkeley,0.255279236889,0.249728623202,0.252232332598
UC - Riverside,0.258165437762,0.26474405506,0.284475183828
