,Ovhd,Inst,Res,Non-inst,Bus/Fin,Comp/Eng/Sci,Mgnt,Admin/Off,Stdt,Aux,Prv/Stdt,Prv/Aux
University of Michigan-Ann Arbor,1.66,361629,0,640774,98094,139906,144961,69967,45621,39258,0,0
Pacific Lutheran Theological Seminary,1.66,505,0,850,85,0,224,244,0,0,152,10
Seattle Central College,1.66,8616,0,18249,1429,1689,7142,4390,3880,3879,0,0
Sinte Gleska University,1.66,1689,32,2855,371,170,737,515,0,0,620,0
Fortis College-Phoenix,1.66,368,0,611,0,0,398,94,0,0,0,0
Saint Joseph's University,1.67,27397,0,46896,5329,4864,9359,4449,0,0,13683,1001
Coffeyville Community College,1.67,1948,0,3336,80,79,661,1907,1743,76,0,0
Newschool of Architecture and Design,1.67,1941,0,3257,403,0,1918,336,0,0,0,0
Atlantic Cape Community College,1.67,6101,115,10409,1174,1059,2610,2498,3347,0,0,0
Piedmont International University,1.67,553,0,954,34,23,355,310,0,0,229,28
Clovis Community College,1.67,2353,0,3936,291,289,1742,829,877,0,0,0
York College,1.67,1288,0,2297,127,86,475,134,0,0,1074,138
Allen County Community College,1.67,1600,0,2839,107,0,1032,422,1046,158,0,0
Galveston College,1.67,3044,0,5208,484,482,1622,1012,1547,109,0,0
Abraham Baldwin Agricultural College,1.67,4115,0,8082,208,559,2948,2027,1237,1199,0,0
Georgia Perimeter College,1.67,21267,0,36634,1122,4083,13153,7460,9260,967,0,0
Career Networks Institute,1.67,1264,0,2113,0,0,550,1500,0,0,0,0
Coyne College,1.67,1202,0,2013,263,0,425,44,0,0,0,0
College of St Joseph,1.67,524,0,975,78,35,312,48,0,0,375,97
Miller-Motte Technical College-Madison,1.67,612,0,1024,170,0,405,151,0,0,0,0
Pennsylvania State University-Penn State Beaver,1.67,2325,0,3902,177,399,939,592,0,0,0,0
Sarah Lawrence College,1.67,9002,0,15124,513,971,8836,1786,0,0,4619,68
Richland College,1.67,10377,0,18229,649,1290,6636,2540,5141,818,0,0
Harcum College,1.67,3252,0,5535,194,84,1767,1890,0,0,1743,82
Biblical Theological Seminary,1.67,537,0,910,126,52,539,70,0,0,291,9
Casa Loma College-Van Nuys,1.68,1613,0,2718,269,150,1131,1093,0,0,1199,0
Moberly Area Community College,1.68,3405,0,5901,142,358,2053,1084,1503,177,0,0
Williston State College,1.68,2194,0,4245,389,211,1247,681,423,553,0,0
Advertising Art Educational Services DBA School of Advertising Art,1.68,410,0,690,96,0,280,27,0,0,0,0
St Charles Community College,1.68,5835,0,11399,657,1354,2373,2139,2110,1568,0,0
Asher College,1.68,1169,0,1967,207,96,655,306,0,0,0,0
Chicago State University,1.68,20846,0,36390,3313,2113,5977,6704,5741,1172,0,0
Herkimer County Community College,1.68,3295,0,5549,54,572,1697,1354,1577,0,0,0
South Puget Sound Community College,1.68,5130,0,9516,542,792,4318,2038,2315,867,0,0
Technical College of the Lowcountry,1.68,2278,0,3997,186,226,1333,982,1757,151,0,0
University of Illinois at Urbana-Champaign,1.68,231420,5406,464737,40492,82726,108388,54187,44782,66890,0,0
SAE Institute of Technology-Nashville,1.68,215,0,362,0,0,160,172,0,0,0,0
Luther Seminary,1.68,2505,0,4894,913,0,1209,1904,0,0,1010,674
Chicago Theological Seminary,1.68,834,0,1492,112,129,521,210,0,0,159,89
Broadview University-Layton,1.68,282,0,476,0,0,207,21,0,0,0,0
Lawrence Technological University,1.68,7364,0,12644,994,1308,6034,1956,0,0,3379,204
El Centro College,1.68,8227,0,14152,949,956,4937,2110,3244,317,0,0
Alcorn State University,1.68,10058,362,19887,488,1519,4190,5474,2741,2404,0,0
Anna Maria College,1.68,2131,0,3681,0,138,1998,979,0,0,2086,81
University of South Carolina-Salkehatchie,1.68,988,0,1702,0,0,544,451,935,40,0,0
Agnes Scott College,1.68,5655,0,10722,1308,643,3230,1122,0,0,2515,1179
Bucks County Community College,1.68,9803,0,16909,970,1203,6325,3585,2716,372,0,0
Louisiana State University and Agricultural & Mechanical College,1.68,105477,30378,270419,17132,48050,47191,38092,12871,45022,0,0
Hamilton Technical College,1.68,555,0,937,70,0,529,129,0,0,0,0
Laboure College,1.69,1474,0,2502,262,145,1063,305,0,0,662,0
University of Alaska Southeast,1.69,6959,160,12801,705,1221,3150,3798,2458,722,0,0
Vermont Technical College,1.69,4830,0,8653,392,435,5292,648,609,477,0,0
Claremont School of Theology,1.69,1682,0,2857,272,266,662,365,0,0,865,0
Stillman College,1.69,2760,0,5190,592,146,1408,431,0,0,1567,518
Globe University–Wausau,1.69,326,0,551,0,0,322,78,0,0,0,0
College of the Ouachitas,1.69,1398,0,2431,138,194,1048,585,627,58,0,0
Laramie County Community College,1.69,6765,0,12292,1798,853,2462,1444,1937,850,0,0
Philander Smith College,1.69,2138,0,3869,406,317,1193,970,0,0,1145,235
Kalamazoo College,1.69,7407,0,12834,1470,722,4823,1752,0,0,2995,271
Mid Michigan Community College,1.69,3050,0,5387,414,249,2656,954,1774,225,0,0
Troy University,1.69,30391,0,52893,2503,3305,18270,9208,11732,1370,0,0
Rust College,1.69,2007,0,3974,449,228,1092,661,0,0,1110,567
Eastern Gateway Community College,1.69,2178,0,3702,150,224,1701,560,2518,18,0,0
Maryland University of Integrative Health,1.69,1555,0,2790,367,206,1538,134,0,0,358,162
Globe University-Sioux Falls,1.7,288,0,491,0,0,236,24,0,0,0,0
Johnson State College,1.7,2697,0,5144,121,245,1785,715,1074,539,0,0
La Roche College,1.7,3473,0,6035,442,409,2036,987,0,0,1817,119
Essex County College,1.7,12602,0,21871,1174,777,8750,4139,5855,399,0,0
Elgin Community College,1.7,11889,0,22612,452,2400,10264,3709,5672,2325,0,0
The Southern Baptist Theological Seminary,1.7,3738,0,7769,547,294,2847,1456,0,0,1572,1384
MedTech College-Greenwood Campus,1.7,830,0,1413,350,0,677,84,0,0,0,0
Concorde Career College-North Hollywood,1.7,1222,0,2081,272,0,930,292,0,0,0,0
Herzing University-Atlanta,1.7,580,0,988,0,70,207,62,0,0,0,0
Santa Barbara Business College-Bakersfield,1.7,741,0,1267,368,0,256,144,0,0,0,0
Santa Barbara Business College-Santa Maria,1.7,273,0,465,131,0,182,68,0,0,0,0
Centralia College,1.7,3800,0,7032,451,342,2958,1349,2346,548,0,0
Berklee College of Music,1.7,21159,0,43479,5199,6050,18717,5067,0,0,7747,7346
Corning Community College,1.7,5116,0,9395,0,0,4256,3700,1525,676,0,0
Universal College of Healing Arts,1.7,50,0,85,35,0,50,0,0,0,0,0
Pacific College,1.7,349,0,595,0,0,300,30,0,0,0,0
Pepperdine University,1.7,40157,0,72532,8957,5993,30723,9840,0,0,17498,3948
Nicolet Area Technical College,1.7,3978,0,6871,344,690,2275,1430,2021,92,0,0
Lorain County Community College,1.71,8679,0,16827,3051,1378,4404,4610,4659,1944,0,0
Birmingham Southern College,1.71,5815,0,10311,486,620,3171,1535,0,0,3941,328
Wor-Wic Community College,1.71,4242,0,7282,795,790,1043,1690,1125,0,0,0
Virginia College-Jacksonville,1.71,1108,0,1903,169,49,815,173,0,0,0,0
George Washington University,1.71,133252,5967,244703,47875,46800,53505,28257,0,0,45563,7379
Summit Christian College,1.71,107,0,183,0,0,130,22,0,0,35,0
Eastwick College-Hackensack,1.71,622,0,1068,0,0,342,650,0,0,0,0
Le Cordon Bleu College of Culinary Arts-Orlando,1.71,1111,0,1906,278,0,415,125,0,0,0,0
Compass College of Cinematic Arts,1.71,236,0,405,60,0,135,0,0,0,53,0
The Art Institutes International-Minnesota,1.71,2050,0,3524,138,89,1078,2168,0,0,0,0
Cairn University-Langhorne,1.71,2826,0,5000,497,181,1813,805,0,0,1604,167
Florida SouthWestern State College,1.71,9548,0,16654,1776,1849,4316,3013,5505,275,0,0
Averett University,1.71,3271,0,5736,627,288,2149,601,0,0,2449,133
Career Technical College-Monroe,1.71,755,0,1296,114,0,598,199,0,0,0,0
Monroe Community College,1.71,19954,0,34266,4032,3157,9256,6423,9744,0,0,0
Iowa Central Community College,1.71,5559,0,10508,970,506,2760,2233,3101,952,0,0
University of Pikeville,1.71,3470,0,6078,421,513,1814,549,0,0,2550,135
Houghton College,1.71,2632,0,5381,803,355,1883,590,0,0,2164,863
Denver Seminary,1.71,1866,0,3363,409,287,1689,583,0,0,915,167
Ozarks Technical Community College,1.71,8154,0,14666,926,1281,4069,1305,2445,679,0,0
Sanford-Brown College-Dallas,1.71,915,0,1571,136,0,290,57,0,0,0,0
Virginia College-School of Business and Health-Chattanooga,1.72,858,0,1479,117,48,585,168,0,0,0,0
San Francisco Theological Seminary,1.72,911,0,1654,768,144,263,304,0,0,319,87
Heartland Community College,1.72,5536,0,10285,538,769,4706,1141,2085,732,0,0
Empire College,1.72,848,0,1460,0,46,665,553,0,0,0,0
SUNY at Purchase College,1.72,11999,0,26811,2830,2275,6227,3998,3308,6119,0,0
Sauk Valley Community College,1.72,2311,0,4105,517,386,1274,322,1201,118,0,0
Cardinal Stritch University,1.72,6120,0,11415,517,724,5147,3359,0,0,2174,865
Union Presbyterian Seminary,1.72,1798,0,3109,570,175,178,905,0,0,314,0
Ohio Valley College of Technology,1.72,296,0,510,42,0,312,26,0,0,0,0
University of Bridgeport,1.72,8663,0,16584,2994,1198,10371,997,0,0,4245,1624
Siena Heights University,1.72,4137,0,7515,1074,330,3456,840,0,0,2500,397
AI Miami International University of Art and Design,1.72,5315,0,9188,137,362,3295,5237,0,0,0,0
Pennsylvania State University-Main Campus,1.72,247573,56047,592498,41405,124428,129995,72451,0,0,57406,78625
Metropolitan State University,1.72,9437,0,16288,1671,1536,2602,2764,4292,23,0,0
Embry-Riddle Aeronautical University-Prescott,1.72,6038,0,10403,3034,39,3470,858,0,0,0,0
Northeastern Junior College,1.72,2033,0,4271,1034,254,736,415,871,766,0,0
Gordon College,1.72,6514,0,13319,1161,644,3398,1217,0,0,3725,2055
Anne Arundel Community College,1.72,17965,0,36831,3482,6799,6634,7015,5896,5928,0,0
Four-D College,1.73,1520,0,2641,158,34,1212,260,0,0,0,0
Missouri Baptist University,1.73,3668,0,6533,689,328,1732,1171,0,0,2597,182
Remington College-Cleveland Campus,1.73,1066,0,1845,228,73,829,388,0,0,106,0
Florida Gateway College,1.73,3418,0,6009,1428,263,1324,2175,1051,86,0,0
New Mexico State University-Grants,1.73,788,0,1364,101,161,602,200,324,0,0,0
Northern State University,1.73,5461,0,10513,770,931,3812,1169,3193,1020,0,0
Great Bay Community College,1.73,2294,0,3980,177,0,657,1440,1063,0,0,0
Brensten Education,1.73,479,0,832,150,0,332,207,0,0,0,0
College of Central Florida,1.73,5944,0,10480,618,936,4076,2022,2646,164,0,0
Lake Region State College,1.73,1893,0,3738,225,159,1373,816,487,457,0,0
Crossroads College,1.73,340,0,590,115,0,93,159,0,0,200,0
College of the Ozarks,1.73,5195,0,9220,255,430,2942,1117,0,0,1210,214
Musicians Institute,1.74,3695,0,6447,473,238,3002,314,0,0,0,0
Marshalltown Community College,1.74,2494,0,5196,186,600,1546,784,698,844,0,0
California State University-East Bay,1.74,25038,0,44836,8723,6213,6726,8046,12066,1259,0,0
Career Technical College-Shreveport,1.74,499,0,871,106,0,404,114,0,0,0,0
Nightingale College,1.74,536,0,933,82,0,369,137,0,0,0,0
Texas Lutheran University,1.74,4592,0,8186,1657,327,4020,869,0,0,2514,188
Teachers College at Columbia University,1.74,23188,78,45149,26877,2161,7302,3288,0,0,4924,4465
Martin University,1.74,817,0,1482,80,85,616,390,0,0,1247,60
College of Saint Elizabeth,1.74,4131,0,7382,536,808,2450,1116,0,0,2263,171
SUNY College of Agriculture and Technology at Cobleskill,1.74,6438,0,14332,449,1098,3385,2048,2254,3091,0,0
Community Care College,1.75,1455,41,2619,450,67,632,340,0,0,0,0
Trevecca Nazarene University,1.75,5196,0,9402,634,845,3612,1914,0,0,3295,287
Eureka College,1.75,2066,0,3703,357,262,1424,280,0,0,1342,87
Miller-Motte Technical College-Gulfport,1.75,206,0,362,47,0,182,24,0,0,0,0
Cornell University,1.75,225837,45918,493278,52340,65701,105186,70211,0,0,50545,24643
Virginia College-Biloxi,1.75,758,0,1333,143,0,626,100,0,0,0,0
Rogue Community College,1.75,5152,0,9653,567,1437,2636,3190,3418,612,0,0
Mayville State University,1.75,2162,0,4553,152,0,2272,618,697,754,0,0
SUNY College of Optometry,1.75,6661,189,11993,941,94,3612,2748,681,0,0,0
University of Western States,1.75,2773,147,5315,287,372,2857,794,0,0,760,206
Southwestern University,1.75,8417,0,15005,730,878,4347,1865,0,0,4788,239
Neosho County Community College,1.75,2458,0,4437,163,116,1121,1357,2286,129,0,0
Centura College-Columbia,1.75,98,0,172,0,0,172,0,0,0,0,0
Universidad Metropolitana,1.75,6811,974,13876,38,473,4601,6542,0,0,3155,420
Fortis Institute-Scranton,1.75,529,0,930,184,40,315,82,0,0,0,0
Quinsigamond Community College,1.75,8302,0,16862,1082,1312,6622,2643,4921,2325,0,0
Mountain View College,1.75,5153,0,9364,571,578,3171,1338,2607,308,0,0
Kankakee Community College,1.75,4448,0,8412,646,775,2364,1263,1609,586,0,0
Champlain College,1.75,7450,0,14012,1794,1114,5611,2013,0,0,4098,950
University of Arkansas at Pine Bluff,1.75,8646,0,18167,2720,1893,3716,2505,2481,2976,0,0
Hillsborough Community College,1.76,15764,0,28512,3571,2260,5516,4361,9358,716,0,0
Minnesota School of Business-Waite Park,1.76,542,0,958,0,0,350,68,0,0,0,0
University of Chicago,1.76,177267,42966,407572,36985,55455,111812,43550,0,0,31199,28009
Cedar Valley College,1.76,4210,0,7651,359,418,2662,955,2220,230,0,0
Midwestern Baptist Theological Seminary,1.76,1433,0,2659,160,91,1038,588,0,0,537,127
Harrington College of Design,1.76,888,0,1567,220,120,236,113,0,0,0,0
Bucks County School of Beauty Culture Inc,1.76,78,0,138,0,0,119,19,0,0,0,0
Boston Baptist College,1.76,185,0,401,43,0,224,36,0,0,0,75
Reid State Technical College,1.76,1251,0,2244,276,120,553,389,542,36,0,0
Soka University of America,1.76,4451,0,7869,452,660,3352,1269,0,0,754,0
Palmer College of Chiropractic,1.76,10715,443,20030,2017,1009,8107,3423,0,0,3212,450
Texas State Technical College-West Texas,1.76,3095,0,5721,335,280,2658,375,2058,261,0,0
Dodge City Community College,1.76,2889,0,5445,197,201,1466,966,1784,337,0,0
Broadview University-Boise,1.76,272,0,480,0,0,171,68,0,0,0,0
City Colleges of Chicago-Richard J Daley College,1.76,4360,0,8025,1045,187,823,1304,3076,325,0,0
Indiana Wesleyan University-Marion,1.76,15173,0,33119,1282,2417,17349,6712,0,0,14887,6272
Florida National University-Main Campus,1.76,3202,0,5638,0,0,776,4396,0,0,0,0
Bishop State Community College,1.77,4610,0,8199,0,235,1901,3524,3584,0,0,0
John A Gupton College,1.77,118,0,210,123,0,0,41,0,0,166,0
College of Our Lady of the Elms,1.77,3081,0,5532,481,300,2060,690,0,0,1707,77
City Colleges of Chicago-Malcolm X College,1.77,5364,0,10056,1109,353,1641,1108,3706,536,0,0
Klamath Community College,1.77,1614,0,2994,266,250,971,305,616,127,0,0
Tunxis Community College,1.77,4487,0,7952,713,691,2196,1425,1860,0,0,0
Argosy University-The Art Institute of California-Orange County,1.77,2639,0,4697,82,167,1341,2932,0,0,0,0
William Rainey Harper College,1.77,16186,0,30733,2815,5286,4519,3379,9159,1941,0,0
Tarrant County College District,1.77,42637,0,75939,3665,5381,20446,15260,17849,365,0,0
Bloomfield College,1.77,5620,0,10435,0,715,4047,4170,0,0,3436,468
St Petersburg College,1.77,26946,0,47824,1935,5514,11734,11473,11947,68,0,0
Windward Community College,1.77,3122,0,5687,323,414,694,618,2137,133,0,0
University of New Orleans,1.77,19460,262,37541,6709,3111,17007,2394,4515,2620,0,0
Golden Gate University-San Francisco,1.77,8643,0,15345,464,1539,9677,2132,0,0,5445,0
World Mission University,1.77,234,0,415,72,31,211,63,0,0,68,0
Austin Community College District,1.77,39124,0,69447,3623,8628,13980,14214,19643,0,0,0
Chemeketa Community College,1.77,12235,0,22287,0,2406,7213,4742,4385,614,0,0
The Art Institute of Colorado,1.78,2693,0,4799,98,229,1460,2959,0,0,0,0
Ohio State University-Main Campus,1.78,236043,2419,535790,55980,95096,203646,44037,50015,111644,0,0
Edgecombe Community College,1.78,2665,0,4805,702,198,1388,902,1507,47,0,0
Sterling College,1.78,466,0,964,30,40,155,35,0,0,206,131
Belmont Abbey College,1.78,3528,0,6310,1048,472,1805,1120,0,0,2718,0
Bidwell Training Center Inc,1.78,610,0,1251,0,0,676,161,0,0,324,160
University of California-Berkeley,1.78,220616,85386,585535,82967,94610,124713,59702,74157,57062,0,0
Brunswick Community College,1.78,2060,0,4236,249,253,1231,842,656,559,0,0
Saint Edward's University,1.78,15555,0,29360,2357,2446,12482,4204,0,0,6296,1623
Duluth Business University,1.78,389,0,694,96,42,186,86,0,0,0,0
Fortis College-Cutler Bay,1.78,297,0,531,45,0,150,22,0,0,0,0
MacMurray College,1.78,1720,0,3140,224,125,1069,342,0,0,1238,76
Spoon River College,1.78,1821,0,3487,183,435,1380,492,764,236,0,0
Howard Community College,1.78,12992,0,24604,2840,2757,4090,4004,6539,1390,0,0
Southern Wesleyan University,1.78,3044,0,6186,518,358,2169,868,0,0,2614,767
Sullivan County Community College,1.78,2238,0,3994,119,280,1234,972,1436,0,0,0
Universidad del Sagrado Corazon,1.78,4627,36,8673,265,574,2286,3346,0,0,2547,343
Le Cordon Bleu College of Culinary Arts-Dallas,1.78,996,0,1776,289,0,359,62,0,0,0,0
Cossatot Community College of the University of Arkansas,1.78,1704,0,3051,205,138,1117,1204,628,13,0,0
Pittsburgh Theological Seminary,1.78,1479,0,2869,0,97,1496,661,0,0,544,229
Community College of Denver,1.78,6192,0,11174,1134,693,2586,1734,4494,142,0,0
Southern Nazarene University,1.79,4238,0,8249,558,505,2197,1125,0,0,2946,622
Central Texas College,1.79,12965,0,24022,976,1678,7321,5417,6320,749,0,0
Southeastern Bible College,1.79,320,0,585,41,0,205,56,0,0,162,12
Tri-County Community College,1.79,1503,0,2693,136,175,1070,504,278,0,0,0
Albany State University,1.79,8276,0,16476,731,1175,6285,3096,1940,1596,0,0
Housatonic Community College,1.79,4561,0,8191,1049,528,2004,1331,2155,0,0,0
Colorado Mountain College,1.79,8332,0,16658,265,1897,5399,4018,3816,1699,0,0
Stephens College,1.79,2303,0,4569,104,246,1670,697,0,0,1338,435
King's College,1.79,525,0,1524,0,0,397,236,0,0,3330,583
Onondaga Community College,1.79,12075,0,21683,2119,1532,4729,4275,4514,0,0,0
College of the Mainland,1.79,6069,0,11041,1036,1061,2285,1911,3150,157,0,0
Taft University System,1.79,607,0,1088,0,56,560,471,0,0,0,0
J F Drake State Community and Technical College,1.79,1521,0,2726,241,28,1113,692,799,0,0,0
Escuela de Artes Plasticas y Diseno de Puerto Rico,1.79,537,42,1109,79,21,416,301,470,77,0,0
J Sargeant Reynolds Community College,1.79,9098,0,16645,1080,1137,7331,2881,2820,316,0,0
Pima Medical Institute-Colorado Springs,1.79,445,0,800,0,0,185,418,0,0,0,0
Ivy Tech Community College,1.79,58993,0,106498,14638,9008,30818,22309,25455,320,0,0
Argosy University-Schaumburg,1.79,901,0,1614,0,0,813,595,0,0,0,0
ITT Technical Institute-Warrensville Heights,1.8,684,0,1232,0,37,380,736,0,0,0,0
Manor College,1.8,1168,0,2382,270,103,452,299,0,0,1117,271
Central Christian College of the Bible,1.8,444,0,973,90,74,283,345,0,0,405,170
Jamestown Community College,1.8,4631,0,8379,269,1316,2306,2353,3282,0,0,0
Sanford-Brown College-San Antonio,1.8,418,0,753,84,0,149,27,0,0,0,0
University of Minnesota-Twin Cities,1.8,257362,54785,610579,131900,93819,85635,67954,53550,60890,0,0
Harford Community College,1.8,6353,0,12345,1665,1601,2931,1601,3702,881,0,0
Northeastern Illinois University,1.8,23396,0,44000,2300,3089,14954,6775,6544,1710,0,0
Concordia University-Texas,1.8,4006,0,7224,1270,514,2122,1936,0,0,3193,4
Santa Fe University of Art and Design,1.8,2044,0,3686,39,108,2088,445,0,0,0,0
Minnesota School of Business-Moorhead,1.8,328,0,591,0,0,222,113,0,0,0,0
Eastern Florida State College,1.8,13158,0,23716,2033,1872,2760,4556,6667,0,0,0
Calvary Bible College and Theological Seminary,1.8,625,0,1223,74,54,736,186,0,0,267,94
Paine College,1.81,2293,45,5065,709,195,1507,719,0,0,726,834
Brightwood College-Indianapolis,1.81,763,0,1385,40,0,502,30,0,0,0,0
Massachusetts Maritime Academy,1.81,5815,0,11185,355,498,5588,1320,3281,621,0,0
Daymar College-Bowling Green,1.81,497,0,900,0,0,256,60,0,0,0,0
Seminole State College,1.81,1759,0,3434,175,134,1248,508,635,248,0,0
Remington College-Lafayette Campus,1.81,633,0,1151,86,43,614,174,0,0,129,0
Louisburg College,1.81,1215,0,3419,191,166,1085,727,0,0,1049,1213
Christian Theological Seminary,1.81,1422,0,2648,474,0,1389,492,0,0,281,61
The Art Institute of Seattle,1.81,2597,0,4714,75,140,1511,2931,0,0,0,0
Central Baptist Theological Seminary,1.81,360,0,654,221,0,132,254,0,0,207,0
Lincoln Technical Institute-Philadelphia,1.81,663,0,1203,0,0,955,174,0,0,0,0
Cabrini University,1.81,4854,0,9244,1157,129,4002,599,0,0,3919,453
Kehilath Yakov Rabbinical Seminary,1.81,98,0,178,0,0,71,0,0,0,71,0
SUNY Empire State College,1.82,15529,115,28567,2322,1716,5874,13415,3832,40,0,0
Cascadia College,1.82,2195,0,4213,350,606,1962,740,1141,218,0,0
South Georgia State College,1.82,2661,0,5148,173,241,2017,1059,1348,300,0,0
Pasco-Hernando State College,1.82,7235,0,13670,1081,2117,2337,3139,4475,481,0,0
Green River College,1.82,8659,0,16888,1149,1104,7902,3838,4352,1052,0,0
Fort Scott Community College,1.82,1794,0,3380,494,121,1149,484,1089,113,0,0
Cornerstone University,1.82,3471,0,8600,578,481,3245,1105,0,0,2362,2272
ITT Technical Institute-Wichita,1.82,491,0,896,0,52,311,498,0,0,0,0
San Joaquin College of Law,1.82,816,0,1490,111,133,612,279,0,0,222,0
Kishwaukee College,1.82,4014,0,8123,560,848,1112,1660,1636,794,0,0
Walsh College of Accountancy and Business Administration,1.82,3034,0,5556,585,0,2896,578,0,0,1329,33
Mohawk Valley Community College,1.82,7408,0,13487,649,499,4392,2214,2762,0,0,0
Philadelphia University,1.82,8092,0,15399,480,990,7786,2713,0,0,4702,634
Emerson College,1.82,15490,0,30326,3977,1291,14442,2216,0,0,6725,1984
New York Medical College,1.82,4849,0,9134,6388,202,0,1948,0,0,1731,281
East-West University,1.82,997,0,1823,63,159,683,70,0,0,896,0
Jamestown Business College,1.82,356,0,649,52,0,429,102,0,0,0,0
Marist College,1.82,17892,0,33830,1388,2950,12270,5247,0,0,10844,1265
Pratt Community College,1.82,1564,0,3051,362,146,823,534,1000,198,0,0
Valencia College,1.83,24061,0,45563,11930,4191,8294,8315,15823,1296,0,0
Portland Community College,1.83,29699,0,58942,3438,8093,12042,11834,17621,4414,0,0
Northwestern Health Sciences University,1.83,2935,533,6555,1166,242,2663,1381,0,0,1208,319
Hult International Business School,1.83,4382,570,8915,377,278,866,380,0,0,562,0
Wagner College,1.83,7154,144,13791,567,800,3930,1367,0,0,5971,465
Ohio Business College-Hilliard,1.83,270,0,495,162,0,255,31,0,0,0,0
University of Dayton,1.83,43881,0,97695,2323,33066,34233,10740,0,0,10276,17176
Universal Technology College of Puerto Rico,1.83,691,0,1267,42,24,312,533,0,0,164,0
The College of Health Care Professions-Fort Worth,1.83,378,0,695,0,0,170,24,0,0,0,0
Lutheran School of Theology at Chicago,1.84,719,0,1704,0,187,592,195,0,0,218,377
Oklahoma Technical College,1.84,451,0,832,35,67,346,60,0,0,0,0
Thomas Nelson Community College,1.84,6833,0,12699,949,1081,4544,1994,3865,95,0,0
Central State University,1.84,6070,0,13245,974,571,4792,2153,2328,2044,0,0
Technical Career Institutes,1.84,5559,0,10276,650,699,2008,3435,0,0,0,0
O'More College of Design,1.84,488,0,901,60,30,431,109,0,0,234,0
Lamar State College-Orange,1.84,2182,0,4033,242,409,1777,747,921,0,0,0
ITT Technical Institute-Fort Myers,1.84,542,0,1002,0,30,368,532,0,0,0,0
Lake Michigan College,1.84,3921,68,8027,807,730,3085,1617,2168,696,0,0
Cleveland Institute of Art,1.84,2338,0,4409,92,424,2250,379,0,0,985,106
Bunker Hill Community College,1.84,10219,0,18839,519,1777,5622,4807,4515,0,0,0
Clary Sage College,1.84,982,40,1877,45,66,854,160,0,0,0,0
Hope International University,1.84,2573,0,4971,1136,0,805,1136,0,0,2365,226
Institute of Production and Recording,1.84,685,0,1266,0,0,321,94,0,0,0,0
Neumont University,1.84,1174,0,2171,225,195,862,130,0,0,0,0
Vaughn College of Aeronautics and Technology,1.85,3207,0,6270,340,158,3860,402,0,0,2290,324
Spring Arbor University,1.85,5393,0,10450,3789,877,3731,1518,0,0,2827,431
University of California-Santa Cruz,1.85,61106,12866,154220,29933,35820,22322,11942,23337,20972,0,0
DigiPen Institute of Technology,1.85,4273,0,7939,314,1473,2978,275,0,0,0,0
York County Community College,1.85,1081,0,2002,205,81,857,288,879,0,0,0
Lees-McRae College,1.85,1822,0,3382,210,80,541,1874,0,0,1309,6
National Louis University,1.85,8569,0,15934,1559,49,6060,2218,0,0,6770,0
Le Cordon Bleu College of Culinary Arts-Las Vegas,1.85,645,0,1194,258,0,271,72,0,0,0,0
Le Cordon Bleu College of Culinary Arts-Austin,1.85,887,0,1645,307,0,299,64,0,0,0,0
University of California-Los Angeles,1.85,237468,33892,608815,141071,80830,123117,50686,45341,115316,0,0
Miami-Jacobs Career College-Dayton,1.85,425,0,790,81,0,351,77,0,0,0,0
University of California-Davis,1.85,172471,53464,428671,80092,84896,49140,40279,45375,25405,0,0
Consolidated School of Business-York,1.86,236,0,439,140,0,84,58,0,0,0,0
Donnelly College,1.86,808,0,1506,68,80,549,500,0,0,574,0
California State University-Channel Islands,1.86,12676,0,25307,5959,2878,4715,2739,4993,1625,0,0
The National Hispanic University,1.86,897,0,1675,0,0,1110,189,0,0,0,0
Hellenic College-Holy Cross Greek Orthodox School of Theology,1.86,1232,0,2767,166,55,1322,282,0,0,557,472
Morgan State University,1.86,24809,3258,58124,2809,2020,29294,8700,3552,6645,0,0
Chamberlain College of Nursing-Florida,1.86,1484,0,2773,152,50,1190,193,0,0,0,0
University of Northwestern-St Paul,1.86,5913,0,12298,2319,0,3045,1793,0,0,4908,1297
Phillips Community College of the University of Arkansas,1.86,2786,0,5261,724,358,1427,1650,2015,69,0,0
ITT Technical Institute-Hilliard,1.86,550,0,1023,0,49,334,640,0,0,0,0
DeVry University-New Jersey,1.86,3421,0,6381,452,107,2007,209,0,0,0,0
Bryant & Stratton College-Henrietta,1.86,762,0,1423,40,35,458,115,0,0,0,0
Johns Hopkins University,1.86,137988,49633,377022,63708,75826,25031,54153,0,0,38413,42172
Columbia-Greene Community College,1.86,2505,0,4668,0,306,2191,924,962,0,0,0
Vatterott College-Kansas City,1.86,668,0,1248,129,0,635,28,0,0,0,0
Bethany Theological Seminary,1.86,519,0,966,0,84,525,224,0,0,129,0
Pennco Tech-Bristol,1.86,1514,0,2831,0,70,1077,567,0,0,0,0
Marylhurst University,1.86,2444,0,4765,480,489,1781,655,0,0,1168,212
Berea College,1.86,9351,0,18316,1339,719,5735,1800,0,0,4146,919
Miller-Motte College-Greenville,1.86,694,0,1291,122,0,489,217,0,0,0,0
Fontbonne University,1.86,4163,0,7766,0,0,3348,1397,0,0,2422,0
Fuller Theological Seminary in California,1.87,6756,187,14009,1187,1151,3297,1739,0,0,2058,1070
"University of Maryland, Baltimore",1.87,53116,9445,118765,19983,16919,37294,6822,2419,4177,0,0
