,Ovhd,Inst,Res,Non-inst,Bus/Fin,Comp/Eng/Sci,Mgnt,Admin/Off,Stdt,Aux,Prv/Stdt,Prv/Aux
Ross Medical Education Center-Johnson City,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Kentwood,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Knoxville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Kokomo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Lansing,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Madison Heights,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Morgantown,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Muncie,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-New Baltimore,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Niles,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Ontario,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Owensboro,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Port Huron,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Portage,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Roosevelt Park,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Saginaw,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Taylor,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Dayton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Davison,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Cincinnati,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Charleston,-10.0,0,0,0,0,0,0,0,0,0,0,0
River Valley Cosmetology Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
River Valley School of Massage,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rivertown School of Beauty Barber Skin Care and Nails,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rizzieri Aveda School for Beauty and Wellness,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rizzieri Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rob Roy Academy-Fall River,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rob Roy Academy-New Bedford,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rob Roy Academy-Taunton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rob Roy Academy-Worcester,-10.0,0,0,0,0,0,0,0,0,0,0,0
Robert Fiance Beauty Schools-North Plainfield,-10.0,0,0,0,0,0,0,0,0,0,0,0
Robert Fiance Beauty Schools-Perth Amboy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rosslyn Training Academy of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Robert Fiance Beauty Schools-West New York,-10.0,0,0,0,0,0,0,0,0,0,0,0
Roberto-Venn School of Luthiery,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rochester School of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rogers Academy of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Roman Academy of Beauty Culture,-10.0,0,0,0,0,0,0,0,0,0,0,0
Roseburg Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rosel School of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rosemead Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Ann Arbor,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Bowling Green,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Brighton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ross Medical Education Center-Canton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Robert Paul Academy of Cosmetology Arts & Sciences,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ridley-Lowell Business & Technical Institute-Poughkeepsie,-10.0,0,0,0,0,0,0,0,0,0,0,0
Roxborough Memorial Hospital School of Nursing,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rudae's School of Beauty Culture-Ft Wayne,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salter School of Nursing and Allied Health,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salter School-Fall River,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salter School-New Bedford,-10.0,0,0,0,0,0,0,0,0,0,0,0
San Diego College,-10.0,0,0,0,0,0,0,0,0,0,0,0
San Diego Culinary Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
San Francisco College of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
San Francisco Institute of Esthetics & Cosmetology Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
San Francisco School of Digital Filmmaking,-10.0,0,0,0,0,0,0,0,0,0,0,0
San Ignacio College,-10.0,0,0,0,0,0,0,0,0,0,0,0
San Juan Bautista School of Medicine,-10.0,0,0,0,0,0,0,0,0,0,276,0
Sandra Academy of Salon Services,-10.0,0,0,0,0,0,0,0,0,0,0,0
Sanford-Brown Institute-Garden City,-10.0,0,0,0,0,0,0,0,0,0,0,0
Sanford-Brown Institute-Iselin,-10.0,0,0,0,0,0,0,0,0,0,0,0
Sanford-Brown Institute-New York,-10.0,0,0,0,0,0,0,0,0,0,0,0
Sanford-Brown Institute-White Plains,-10.0,0,0,0,0,0,0,0,0,0,0,0
Santa Ana Beauty Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Santa Ana Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Sarasota School of Massage Therapy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Schilling-Douglas School of Hair Design LLC,-10.0,0,0,0,0,0,0,0,0,0,0,0
School District of Indian River County-Technical Center for Career and Adult Education,-10.0,0,0,0,0,0,0,0,0,0,0,0
School for Allied Health Professionals,-10.0,0,0,0,0,0,0,0,0,0,0,0
Scott College of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Seacoast Career School-Manchester Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon Success Academy-Upland,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon Success Academy-Riverside,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon Success Academy-Redlands,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon Success Academy-Fontana,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rudae's School of Beauty Culture-Kokomo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rudolf Steiner College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Rudy & Kelly Academy-A Paul Mitchell Partner School,-10.0,0,0,0,0,0,0,0,0,0,0,0
SAE Institute of Technology-Chicago,-10.0,0,0,0,0,0,0,0,0,0,0,0
SAE Institute of Technology-Los Angeles,-10.0,0,0,0,0,0,0,0,0,0,0,0
SAE Institute of Technology-Miami,-10.0,0,0,0,0,0,0,0,0,0,0,0
SAE Institute of Technology-New York,-10.0,0,0,0,0,0,0,0,0,0,0,0
SOLEX Medical Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
SW School of Business and Technical Careers,-10.0,0,0,0,0,0,0,0,0,0,0,0
SW School of Business and Technical Careers-Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Sage School of Massage,-10.0,0,0,0,0,0,0,0,0,0,0,0
Royale College of Beauty,-10.0,0,0,0,0,0,0,0,0,0,0,0
Saint Anthony College of Nursing - Sauk Valley Community College Campu,-10.0,0,0,0,0,0,0,0,0,0,0,0
Saint Gregory The Great Seminary,-10.0,0,0,0,0,0,0,0,0,0,0,0
Saint Joseph's School of Nursing,-10.0,0,0,0,0,0,0,0,0,0,0,0
Saint Michael College of Allied Health,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salem College of Hairstyling,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salinas Beauty College Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon & Spa Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon 496 Barber Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon Boutique Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon Institute-Toledo Campus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Salon Success Academy-Corona,-10.0,0,0,0,0,0,0,0,0,0,0,0
Saint Elizabeth College of Nursing,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ridley-Lowell Business & Technical Institute-New London,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ridley-Lowell Business & Technical Institute-Danbury,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ridley-Lowell Business & Technical Institute-Binghamton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Crystal Lake,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Cypresswood,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Dallas,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Darien,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Dayton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Detroit Lakeside,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Detroit Southgate,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Duluth,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Durham,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-East Tucson,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Eastgate,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-El Paso,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Elgin,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Evansville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Fairview Heights,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Fayetteville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Flint,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Fort Collins,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Fort Myers,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Gaithersburg,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Grand Rapids,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Greenfield,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Greenwood,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Copperwood,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Columbus,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Columbia,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Cleveland,-10.0,0,0,0,0,0,0,0,0,0,0,0
Raphael's School of Beauty Culture Inc-Alliance,-10.0,0,0,0,0,0,0,0,0,0,0,0
Raphael's School of Beauty Culture Inc-Boardman,-10.0,0,0,0,0,0,0,0,0,0,0,0
Raphael's School of Beauty Culture Inc-Brunswick,-10.0,0,0,0,0,0,0,0,0,0,0,0
Raphael's School of Beauty Culture Inc-Niles,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ravenscroft Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Razzle Dazzle College of Hair Design Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
Real Barbers College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Redondo Beach Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Reflections Academy of Beauty,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Akron,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Arlington,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Hoover,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Aurora,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Avon,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Baltimore Golden Ring,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Blaine,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Burnsville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Canton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Carrollwood,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Castleton,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Champaign,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Charlotte,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Chattanooga,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Clearwater,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Austin,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Independence,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Jacksonville Orange Park,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Jacksonville Regency,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-San Antonio,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Shreveport,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-South Bend,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Spartanburg,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Springfield,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-St Cloud,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-St Peters,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Tinley Park,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Toledo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Tolleson,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Topeka,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-SW Houston,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Tri-County,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Winston-Salem,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regina's College of Beauty,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regina's College of Beauty-Charlotte,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regina's College of Beauty-High Point,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regina's College of Beauty-Monroe,-10.0,0,0,0,0,0,0,0,0,0,0,0
Relay Graduate School of Education-New Orleans,-10.0,0,0,0,0,0,0,0,0,0,0,0
Relay Graduate School of Education-Newark,-10.0,0,0,0,0,0,0,0,0,0,0,0
Remington College-Cleveland West Campus,-10.0,0,0,0,0,0,0,0,0,0,85,0
Renaissance Academie,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ricci's Academy of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ridley-Lowell Business & Technical Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Westminster,-10.0,0,0,0,0,0,0,0,0,0,0,0
Oehrlein School of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Round Rock,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Roanoke,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Joliet,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Knoxville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Lakewood,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Lansing,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Lewisville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Little Rock,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Madison,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Manassas,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Maplewood,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Mehlville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Merrillville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Rockford,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Mesa,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Metro Center,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Nashville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Newport News,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-North Nashville,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-North Olmsted,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-North Tucson,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Olathe,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Pasadena,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Peoria,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Plano,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Ridgedale,-10.0,0,0,0,0,0,0,0,0,0,0,0
Regency Beauty Institute-Mesquite,-10.0,0,0,0,0,0,0,0,0,0,0,0
Donna's Academy of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
ndustrial Technical College-Naguabo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Connecticut Institute of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Academy of Professional Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
American Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Athena Career Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cactus Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Academy of Salon Professionals,-10.0,0,0,0,0,0,0,0,0,0,0,0
Academy of Salon and Spa,-10.0,0,0,0,0,0,0,0,0,0,0,0
Acaydia School of Aesthetics,-10.0,0,0,0,0,0,0,0,0,0,0,0
Celebrity Barber School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cadillac Institute of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cain's Barber College Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
American Institute of Massage Therapy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Catholic Distance University,-10.0,0,0,0,0,0,0,0,0,0,0,0
Catherine Hinds Institute of Esthetics,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ace Computer Training Center,-10.0,0,0,0,0,0,0,0,0,0,0,0
Continental School of Beauty Culture-West Seneca,-10.0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Beauty & Barber Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Access Careers,-10.0,0,0,0,0,0,0,0,0,0,0,0
Celebrity School of Beauty,-10.0,0,0,0,0,0,0,0,0,0,0,0
Corinth Academy of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
BIR Training Center,-10.0,0,0,0,0,0,0,0,0,0,0,0
Academy of Hair Technology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Center for Ultrasound Research & Education,-10.0,0,0,0,0,0,0,0,0,0,0,0
Center for Natural Wellness School of Massage Therapy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cortiva Institute-New Jersey,-10.0,0,0,0,0,0,0,0,0,0,0,0
Center for Massage,-10.0,0,0,0,0,0,0,0,0,0,0,0
Colegio Mayor de Tecnologia Inc,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cortiva Institute-Florida-Texas Center for Massage Therapy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Astrodome Career Centers,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cortiva Institute-Florida,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cortiva Institute-Chicago,-10.0,0,0,0,0,0,0,0,0,0,0,0
BJ's Beauty & Barber College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Atelier Esthetique Institute of Esthetics,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cortiva Institute-Boston,-10.0,0,0,0,0,0,0,0,0,0,0,0
Academy of Massage and Bodywork,-10.0,0,0,0,0,0,0,0,0,0,0,0
Academy of Palm Beach,-10.0,0,0,0,0,0,0,0,0,0,0,0
Appalachian Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Celebrity Stylist Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Azure College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Institute of Music and Media,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ace Cosmetology and Barber Training Center,-10.0,0,0,0,0,0,0,0,0,0,0,0
Continental School of Beauty Culture-Rochester,-10.0,0,0,0,0,0,0,0,0,0,0,0
Adirondack Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cheeks International Academy of Beauty Culture-Greeley,-10.0,0,0,0,0,0,0,0,0,0,0,0
American Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
American Institute of Beauty,-10.0,0,0,0,0,0,0,0,0,0,0,0
California Hair Design Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Atlanta School of Massage,-10.0,0,0,0,0,0,0,0,0,0,0,0
California Healing Arts College,-10.0,0,0,0,0,0,0,0,0,0,0,0
California Institute of Advanced Management,-10.0,0,0,0,0,0,0,0,0,0,0,0
Conservatory of Recording Arts and Sciences,-10.0,0,0,0,0,0,0,0,0,0,0,0
Atlantic Beauty & Spa Academy LLC,-10.0,0,0,0,0,0,0,0,0,0,0,0
Adrian's College of Beauty Turlock,-10.0,0,0,0,0,0,0,0,0,0,0,0
American Broadcasting School-Arlington,-10.0,0,0,0,0,0,0,0,0,0,0,0
Aviation Institute of Maintenance-Philadelphia,-10.0,0,0,0,0,0,0,0,0,0,0,0
Collins School of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Aviation Institute of Maintenance-Orlando,-10.0,0,0,0,0,0,0,0,0,0,0,0
Advance Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Advance Beauty Techs Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Continental Academie of Hair Design-Hudson,-10.0,0,0,0,0,0,0,0,0,0,0,0
CenterPoint Massage and Shiatsu Therapy School and Clinic,-10.0,0,0,0,0,0,0,0,0,0,0,0
Continental School of Beauty Culture-Batavia,-10.0,0,0,0,0,0,0,0,0,0,0,0
Continental School of Beauty Culture-Buffalo,-10.0,0,0,0,0,0,0,0,0,0,0,0
Continental School of Beauty Culture-Olean,-10.0,0,0,0,0,0,0,0,0,0,0,0
Casal Institute of Nevada,-10.0,0,0,0,0,0,0,0,0,0,0,0
Ayers Career College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Colegio Tecnico de Electricidad Galloza,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cheeks International Academy of Beauty Culture-Cheyenne,-10.0,0,0,0,0,0,0,0,0,0,0,0
Citrus Heights Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Continental School of Beauty Culture-Mattydale,-10.0,0,0,0,0,0,0,0,0,0,0,0
Casal Aveda Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
California Barber and Beauty College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Colegio Tecnologico y Comercial de Puerto Rico,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cheeks International Academy of Beauty Culture-Fort Collins,-10.0,0,0,0,0,0,0,0,0,0,0,0
California Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Award Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
California Career College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Carsten Institute of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
American Institute of Interior Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
California Career Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
California Career School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Advance Science Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cortiva Institute-Pennsylvania School of Muscle Therapy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cortiva Institute-Seattle,-10.0,0,0,0,0,0,0,0,0,0,0,0
Baltimore School of Massage-York,-10.0,0,0,0,0,0,0,0,0,0,0,0
Baltimore School of Massage-Linthicum,-10.0,0,0,0,0,0,0,0,0,0,0,0
Burnett International College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Butler Beauty Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Cozmo Beauty School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Baldwin Beauty School-South Austin,-10.0,0,0,0,0,0,0,0,0,0,0,0
Baldwin Beauty School-North Austin,-10.0,0,0,0,0,0,0,0,0,0,0,0
Baltimore Studio of Hair Design,-10.0,0,0,0,0,0,0,0,0,0,0,0
Academy of Career Training,-10.0,0,0,0,0,0,0,0,0,0,0,0
CC's Cosmetology College,-10.0,0,0,0,0,0,0,0,0,0,0,0
American Beauty Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Academy of Cosmetology,-10.0,0,0,0,0,0,0,0,0,0,0,0
CCI Training Center-Arlington,-10.0,0,0,0,0,0,0,0,0,0,0,0
CDA Technical Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
CDE Career Institute,-10.0,0,0,0,0,0,0,0,0,0,0,0
Aparicio-Levy Technical College,-10.0,0,0,0,0,0,0,0,0,0,0,0
CALC Institute of Technology,-10.0,0,0,0,0,0,0,0,0,0,0,0
Central State Beauty and Wellness College,-10.0,0,0,0,0,0,0,0,0,0,0,0
Bancroft School of Massage Therapy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Crave Beauty Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Buchanan Beauty College of Tullahoma,-10.0,0,0,0,0,0,0,0,0,0,0,0
Central Texas Beauty College-Temple,-10.0,0,0,0,0,0,0,0,0,0,0,0
Barber School of Pittsburgh,-10.0,0,0,0,0,0,0,0,0,0,0,0
Buchanan Beauty College-Pleasantview,-10.0,0,0,0,0,0,0,0,0,0,0,0
Buckner Barber School,-10.0,0,0,0,0,0,0,0,0,0,0,0
Barber Institute of Texas,-10.0,0,0,0,0,0,0,0,0,0,0,0
Academy for Salon Professionals,-10.0,0,0,0,0,0,0,0,0,0,0,0
Bar Palma Beauty Careers Academy,-10.0,0,0,0,0,0,0,0,0,0,0,0
Crevier's Academy of Cosmetology Arts,-10.0,0,0,0,0,0,0,0,0,0,0,0
