UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2A19,F2A19,XF2A20,F2A20,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
100690,"R",8543662,"R",12008292,"R",3194663,"R",1809724,"R",8214781,"R",598848,"R",174805,"R",424043,"R",8813629,"R",493719,"R",929994,"R",3881305,"R",846906,"Z",0,"R",6151924,"R",3271512,"R",2880412,"R",0,"R",8550133,"R",8064960,"R",-2500000,"R",-2014827,"R",10828456,"R",0,"R",8813629,"R",894524,"R",16822,"R",0,"R",0,"R",0,"R",661390,"R",1572736,"R",661390,"R",0,"R",6709019,"R",6709019,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16822,"R",16822,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",646941,"R",646941,"R",0,"R",0,"R",646941,"R",646941,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1155434,"R",1142596,"R",12838,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21917,"R",21917,"R",0,"R",0,"R",8550133,"R",8537295,"R",12838,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8550133,"R",8537295,"R",12838,"R",0,"R",2795295,"R",1710774,"R",290086,"R",136772,"R",0,"R",0,"R",657663,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",243553,"R",186141,"R",7110,"R",13026,"R",0,"R",0,"R",37276,"R",793184,"R",602948,"R",80342,"R",35821,"R",0,"R",0,"R",74073,"R",4232928,"R",996204,"R",510128,"R",140028,"R",139849,"R",118216,"R",2328503,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-325647,"R",0,"R",0,"R",325647,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8064960,"R",3496067,"R",887666,"R",0,"R",139849,"R",118216,"R",3423162, 1,"R",174804,"R",174805
100937,"R",61305817,"R",190585869,"R",71715038,"R",42998028,"R",44382667,"R",74488164,"R",62081919,"R",12406245,"R",118870831,"R",25146757,"R",159592588,"R",28333265,"R",0,"R",0,"R",213072610,"R",109669479,"R",103403131,"R",0,"R",42301387,"R",46698916,"R",0,"R",-4397529,"R",123268360,"R",0,"R",118870831,"R",1057526,"R",107726,"R",122685,"R",0,"R",5004324,"R",19015368,"R",25307629,"R",24019692,"R",0,"R",13929733,"R",13929733,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",240267,"R",240267,"R",0,"R",0,"R",12702,"R",12702,"R",0,"R",0,"R",5212,"R",5212,"R",0,"R",0,"R",10223393,"R",5782505,"R",2667168,"R",1773720,"R",9929983,"R",5489095,"R",2667168,"R",1773720,"R",293410,"R",293410,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2638021,"R",713146,"R",2003220,"R",-78345,"R",0,"R",0,"R",14221766,"R",14221766,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1030293,"R",8627510,"R",-7597217,"R",0,"R",42301387,"R",43532841,"R",-2926829,"R",1695375,"R",0,"R",7877316,"R",-7877316,"R",0,"R",42301387,"R",51410157,"R",-10804145,"R",1695375,"R",13956699,"R",8173976,"R",1433274,"R",1504510,"R",986281,"R",667901,"R",1190757,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2722602,"R",690612,"R",130010,"R",293492,"R",192399,"R",130291,"R",1285798,"R",10019239,"R",3857250,"R",528561,"R",1080058,"R",708032,"R",479474,"R",3365864,"R",10011849,"R",3985975,"R",1033959,"R",1079263,"R",689667,"R",467037,"R",2755948,"R",9668250,"R",373516,"R",73842,"R",1042222,"R",683228,"R",462677,"R",7032765,"R",320277,"R",320277,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1206422,"R",216445,"R",-4999545,"R",395991,"R",268162,"R",2912525,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46698916,"R",18287751,"R",3416091,"R",0,"R",3655598,"R",2475542,"R",18863934, 1,"R",60785156,"R",61011062
101073,"R",2083800,"R",15087642,"R",3222053,"R",0,"R",9373483,"R",2492106,"R",1673126,"R",818980,"R",11865589,"R",3199815,"R",14646925,"R",3184285,"Z",0,"Z",0,"R",21031025,"R",10300819,"R",10730206,"R",0,"R",9739938,"R",11817318,"R",0,"R",-2077380,"R",13942969,"R",0,"R",11865589,"R",2151708,"Z",0,"R",114313,"Z",0,"R",0,"R",1151454,"R",3417475,"R",1151454,"Z",0,"R",3483392,"R",3483392,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1556263,"R",0,"R",1556263,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2550755,"R",2259225,"R",281415,"R",10115,"R",2550755,"R",2259225,"R",281415,"R",10115,"R",0,"R",0,"R",0,"R",0,"R",15322,"R",15322,"Z",0,"Z",0,"R",1309,"R",-6605,"R",10484,"R",-2570,"Z",0,"Z",0,"R",2122718,"R",2122718,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",10179,"R",1854457,"R",-1844278,"R",0,"R",9739938,"R",9728509,"R",3884,"R",7545,"R",0,"R",0,"Z",0,"Z",0,"R",9739938,"R",9728509,"R",3884,"R",7545,"R",3092385,"R",1163417,"R",269343,"R",354463,"R",49586,"Z",0,"R",1255576,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",467459,"R",188648,"R",38788,"R",70893,"Z",0,"Z",0,"R",169130,"R",878244,"R",614283,"R",124035,"R",50638,"Z",0,"Z",0,"R",89288,"R",4027597,"R",552465,"R",147068,"R",293698,"R",25752,"Z",0,"R",3008614,"R",3351633,"R",252855,"R",63842,"R",243060,"R",618052,"Z",0,"R",2173824,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1012752,"Z",0,"Z",0,"R",1012752,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",11817318,"R",2771668,"R",643076,"R",0,"R",693390,"Z",0,"R",7709184, 1,"R",1476019,"R",1494048
101189,"R",20462183,"R",90370636,"R",42826440,"R",32062385,"R",30774309,"R",16769887,"R",11638228,"R",5131659,"R",47544196,"R",5397044,"R",61751551,"R",25202918,"R",51204,"Z",0,"R",92402717,"R",39990128,"R",52412589,"R",1078378,"R",43898314,"R",43302272,"R",0,"R",596042,"R",46948154,"R",0,"R",47544196,"R",7370103,"R",542481,"R",477835,"Z",0,"R",479410,"R",11413705,"R",20283534,"R",11146793,"R",1027511,"R",35163700,"R",35163700,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1277297,"R",42676,"R",1234621,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2341021,"R",1813674,"R",509105,"R",18242,"R",2341021,"R",1813674,"R",509105,"R",18242,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",635540,"R",214050,"R",119515,"R",301975,"Z",0,"Z",0,"R",3442021,"R",3442021,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1038735,"R",1038735,"R",0,"R",0,"R",43898314,"R",41714856,"R",1863241,"R",320217,"R",0,"R",2129396,"R",-2129396,"Z",0,"R",43898314,"R",43844252,"R",-266155,"R",320217,"R",18119083,"R",11273833,"R",1995958,"R",1611645,"R",903330,"R",404637,"R",1929680,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3218814,"R",1362614,"R",226810,"R",357584,"R",200426,"R",89779,"R",981601,"R",9185811,"R",3339969,"R",548634,"R",1072751,"R",601279,"R",269336,"R",3353842,"R",8110484,"R",2651557,"R",443863,"R",770568,"R",431905,"R",193467,"R",3619124,"R",4668080,"R",451313,"R",70685,"R",1223844,"R",685966,"R",307271,"R",1929001,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-5036392,"Z",0,"Z",0,"R",5036392,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43302272,"R",19079286,"R",3285950,"R",0,"R",2822906,"R",1264490,"R",16849640, 1,"R",19111352,"R",18222279
101435,"R",48319354,"R",84633145,"R",26677801,"R",23063482,"R",7279432,"R",50675912,"R",48286186,"R",2389726,"R",57955344,"R",1503698,"R",39102113,"R",11139211,"R",1615879,"R",0,"R",53360901,"R",24803471,"R",28557430,"Z",0,"R",24809140,"R",20715387,"R",0,"R",4093753,"R",53861591,"R",0,"R",57955344,"R",2216142,"R",129988,"R",251398,"R",0,"R",4068156,"R",6130783,"R",12796467,"R",10198939,"R",0,"R",10909207,"R",10909207,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",177739,"R",177739,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7351565,"R",6021769,"R",471655,"R",858141,"R",7351565,"R",6021769,"R",471655,"R",858141,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1642211,"R",1221582,"R",360692,"R",59937,"Z",0,"Z",0,"R",4136324,"R",4136324,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",592094,"R",145394,"R",0,"R",446700,"R",24809140,"R",22612015,"R",832347,"R",1364778,"R",0,"R",0,"Z",0,"Z",0,"R",24809140,"R",22612015,"R",832347,"R",1364778,"R",6524527,"R",4059437,"R",633679,"R",409373,"R",449828,"R",197290,"R",774920,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1313642,"R",782167,"R",128911,"R",147374,"R",161938,"R",71024,"R",22228,"R",6409455,"R",2916181,"R",462036,"R",343874,"R",377855,"R",165723,"R",2143786,"R",3423177,"R",1708705,"R",279252,"R",147374,"R",161938,"R",71024,"R",1054884,"R",3044586,"Z",0,"Z",0,"R",589498,"R",647752,"R",284097,"R",1523239,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1637493,"Z",0,"Z",0,"R",1637493,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20715387,"R",9466490,"R",1503878,"R",0,"R",1799311,"R",789158,"R",7156550, 1,"R",46921408,"R",48278643
101453,"R",10413433,"R",14043699,"R",2320070,"R",1403735,"R",3095898,"R",8627731,"R",5821102,"R",2806629,"R",11723629,"R",988216,"R",2516561,"R",3320141,"R",0,"R",0,"R",6824918,"R",3873761,"R",2951157,"R",0,"R",3622037,"R",3080143,"R",0,"R",541894,"R",11181735,"R",0,"R",11723629,"R",104349,"R",11062,"R",0,"R",0,"R",328177,"R",0,"R",443588,"R",1945,"R",0,"R",581286,"R",581286,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2816183,"R",2036211,"R",6325,"R",773647,"R",2816183,"R",2036211,"R",6325,"R",773647,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",79885,"R",4490,"R",74361,"R",1034,"Z",0,"Z",0,"R",82679,"R",82679,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",62004,"R",62004,"R",0,"R",0,"R",3622037,"R",2766670,"R",80686,"R",774681,"R",0,"R",239446,"R",-239446,"Z",0,"R",3622037,"R",3006116,"R",-158760,"R",774681,"R",499364,"R",401509,"Z",0,"R",60752,"Z",0,"Z",0,"R",37103,"R",56094,"R",48053,"Z",0,"R",7769,"Z",0,"Z",0,"R",272,"R",56010,"Z",0,"Z",0,"R",6814,"Z",0,"Z",0,"R",49196,"R",124770,"R",40030,"R",6292,"R",15179,"Z",0,"Z",0,"R",63269,"R",371472,"R",243304,"Z",0,"R",45192,"Z",0,"Z",0,"R",82976,"R",1448096,"R",538440,"R",221679,"R",330307,"Z",0,"R",37548,"R",320122,"R",105398,"R",25056,"Z",0,"R",17031,"Z",0,"Z",0,"R",63311,"R",328177,"R",328177,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-483044,"R",200070,"Z",0,"R",282974,"R",90762,"R",0,"R",0,"R",0,"R",0,"R",0,"R",90762,"R",3080143,"R",1296392,"R",227971,"R",0,"R",200070,"R",37548,"R",1318162, 1,"R",9141335,"R",9673420
101541,"R",16413270,"R",33013776,"R",15856467,"R",14460721,"R",3582753,"R",13574556,"R",11452063,"R",2122493,"R",17157309,"R",3292396,"R",19337258,"R",5767465,"R",0,"R",0,"R",28397119,"R",15548169,"R",12848950,"R",193850,"R",10220000,"R",9724333,"R",-2264722,"R",-1769055,"R",18926364,"R",0,"R",17157309,"R",628516,"R",76094,"R",109781,"R",0,"R",875921,"R",1462818,"R",3153130,"R",2338739,"R",0,"R",2480141,"R",2480141,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2372606,"R",2158999,"R",134518,"R",79089,"R",2372606,"R",2158999,"R",134518,"R",79089,"R",0,"R",0,"R",0,"R",0,"R",907763,"R",422027,"R",485736,"R",0,"R",-79600,"R",-47681,"R",-110425,"R",78506,"R",0,"R",0,"R",2099386,"R",2099386,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2439704,"R",2439704,"R",0,"R",0,"R",10220000,"R",9552576,"R",509829,"R",157595,"R",0,"R",1511318,"R",-1511318,"Z",0,"R",10220000,"R",11063894,"R",-1001489,"R",157595,"R",3072365,"R",2221995,"R",306028,"R",291156,"R",0,"R",253186,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",76601,"R",55967,"R",7698,"R",6919,"R",0,"R",6017,"R",0,"R",566231,"R",398322,"R",54762,"R",60520,"R",0,"R",52627,"R",0,"R",1022808,"R",711748,"R",97850,"R",114041,"R",0,"R",99169,"R",0,"R",984733,"R",778669,"R",107221,"R",52869,"R",0,"R",45974,"R",0,"R",931410,"R",318366,"R",43126,"R",304836,"R",0,"R",265082,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",-830341,"Z",0,"Z",0,"R",830341,"R",3070185,"R",0,"R",0,"R",0,"R",675245,"R",0,"R",2394940,"R",9724333,"R",4485067,"R",616685,"R",0,"R",675245,"R",722055,"R",3225281, 1,"R",16646068,"R",15369581
101675,"R",19080999,"R",96140639,"R",39928045,"R",37452767,"R",50154111,"R",6058483,"R",2182071,"R",3876412,"R",56212594,"R",5687086,"R",69665912,"R",17584417,"R",2399551,"R",0,"R",95336966,"R",44066870,"R",51270096,"R",0,"R",29568650,"R",28787609,"R",0,"R",781041,"R",55431553,"R",0,"R",56212594,"R",7840005,"R",3602626,"R",303393,"R",0,"R",1573549,"R",3473637,"R",16793210,"R",4174878,"R",0,"R",8439251,"R",8439251,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11442631,"R",11442631,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2048272,"R",2048272,"R",0,"R",0,"R",2048272,"R",2048272,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",402833,"R",402833,"R",0,"R",0,"R",0,"R",0,"R",6180816,"R",6180816,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1054847,"R",1054847,"R",0,"R",0,"R",29568650,"R",29568650,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",29568650,"R",29568650,"R",0,"R",0,"R",8203934,"R",4948809,"R",714203,"R",1476091,"R",477415,"R",35682,"R",551734,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",482381,"R",200704,"R",33140,"R",86792,"R",27978,"R",0,"R",133767,"R",2204024,"R",1286927,"R",202957,"R",396558,"R",127832,"R",0,"R",189750,"R",3194107,"R",1525770,"R",250783,"R",574699,"R",183663,"R",0,"R",659192,"R",7364183,"R",1840921,"R",285314,"R",1324998,"R",427118,"R",79417,"R",3406415,"R",7338980,"R",1461156,"R",171950,"R",1320464,"R",425656,"R",1333784,"R",2625970,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-5179602,"R",0,"R",0,"R",5179602,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28787609,"R",11264287,"R",1658347,"R",0,"R",1669662,"R",1448883,"R",12746430, 1,"R",18354136,"R",19080999
101693,"R",20031583,"R",64575309,"R",31835674,"R",26172547,"R",8808513,"R",23931122,"R",18815075,"R",5116047,"R",32739635,"R",812038,"R",53578364,"R",10255579,"R",0,"R",1027407,"R",65673388,"R",27077013,"R",38596375,"R",0,"R",26733419,"R",29100111,"R",0,"R",-2366692,"R",35106327,"R",0,"R",32739635,"R",2917576,"R",187421,"R",403734,"R",0,"R",2618658,"R",10169096,"R",16296485,"R",13273621,"R",0,"R",13986371,"R",13986371,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",187421,"R",187421,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5519727,"R",1379157,"R",4038240,"R",102330,"R",3255018,"R",1379157,"R",1773531,"R",102330,"R",2264709,"R",0,"R",2264709,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65859,"R",6236,"R",69310,"R",-9687,"R",0,"R",0,"R",6834881,"R",6834881,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",139160,"R",136238,"R",2922,"R",0,"R",26733419,"R",22530304,"R",4110472,"R",92643,"R",0,"R",4375180,"R",-4375180,"R",0,"R",26733419,"R",26905484,"R",-264708,"R",92643,"R",9683330,"R",5634443,"R",1745499,"R",969821,"R",628784,"R",253300,"R",451483,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",957227,"R",452928,"R",136921,"R",101883,"R",66056,"R",26610,"R",172829,"R",2265490,"R",1080659,"R",308647,"R",292529,"R",189661,"R",76927,"R",317067,"R",7253068,"R",2511570,"R",769977,"R",406375,"R",263474,"R",106138,"R",3195534,"R",8940996,"R",1155000,"R",322438,"R",2088608,"R",1354151,"R",544983,"R",3475816,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-3859216,"R",0,"R",0,"R",3859216,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29100111,"R",10834600,"R",3283482,"R",0,"R",2502126,"R",1007958,"R",11471945, 1,"R",22102795,"R",21797072
