,Ovhd,Inst,Res,Non-inst,Bus/Fin,Comp/Eng/Sci,Mgnt,Admin/Off,Stdt,Aux,Prv/Stdt,Prv/Aux
Salem International University,4.05,1031,0,4177,284,207,1316,262,0,0,0,0
Westwood College-Anaheim,4.05,544,0,2205,0,43,1166,46,0,0,0,0
ITT Technical Institute-Troy,4.05,388,0,1572,93,40,546,805,0,0,0,0
College of Biblical Studies-Houston,4.05,707,0,3115,132,255,1415,454,0,0,1115,249
Digital Media Arts College,4.06,443,0,1801,0,210,991,229,0,0,0,0
Rasmussen College-Minnesota,4.06,4803,0,19546,1185,0,7736,1089,0,0,0,0
ITT Technical Institute-Orange,4.07,507,0,2067,132,38,560,1254,0,0,0,0
Everest Institute-Pittsburgh,4.07,384,0,1566,0,0,631,934,0,0,0,0
ITT Technical Institute-Richmond,4.07,339,0,1380,35,36,419,812,0,0,0,0
Prism Career Institute-Upper Darby,4.1,265,0,1088,182,0,166,232,0,0,0,0
Pinnacle College,4.1,197,0,808,183,0,264,118,0,0,0,0
Tribeca Flashpoint College,4.11,1013,0,4164,525,0,1272,42,0,0,0,0
Brightwood College-Dayton,4.12,277,0,1143,0,0,530,0,0,0,0,0
The Art Institute of Salt Lake City,4.13,391,0,1617,0,0,753,817,0,0,0,0
Ottawa University-Milwaukee,4.13,130,0,538,85,0,233,28,0,0,0,0
City University of Seattle,4.14,2368,0,9812,809,675,4989,1281,0,0,3005,0
Northwood University-Michigan,4.14,2801,0,12689,1802,1178,4394,1315,0,0,8554,1065
Tennessee Temple University,4.15,395,0,1754,97,71,778,71,0,0,1093,113
University of the Potomac-Washington DC Campus,4.15,295,0,1226,185,51,437,0,0,0,0,0
Miller-Motte Technical College-Gulfport,4.16,139,0,579,37,0,335,108,0,0,0,0
Brightwood College-Sacramento,4.17,373,0,1559,73,0,610,0,0,0,0,0
College of Business and Technology-Cutler Bay,4.17,144,0,601,0,63,166,60,0,0,0,0
Messenger College,4.18,71,0,297,0,0,84,45,0,0,129,0
Lansdale School of Business,4.19,223,0,935,0,41,247,128,0,0,0,0
Argosy University-Orange County,4.2,460,0,1935,0,0,768,1017,0,0,0,0
Thomas Jefferson University,4.2,12256,0,93084,4604,18301,34144,13119,0,0,5436,41584
Interactive College of Technology,4.22,71,0,300,72,0,162,0,0,0,0,0
Northeast Ohio Medical University,4.22,2404,193,10987,2350,1611,1547,1082,991,632,0,0
White Earth Tribal and Community College,4.22,171,83,805,175,53,150,88,0,0,271,0
Westwood College-Atlanta Peachtree Center Campus,4.23,419,0,1775,0,51,916,57,0,0,0,0
University of Mississippi,4.23,85887,0,385914,40879,34146,50739,33010,8779,22438,0,0
Everest Institute-Cross Lanes,4.24,121,0,514,36,31,286,160,0,0,0,0
DeVry University-Washington,4.25,449,0,1910,68,131,558,0,0,0,0,0
L'Ecole Culinaire-Kansas City,4.25,120,0,511,50,0,112,24,0,0,0,0
The Art Institute of Michigan,4.25,755,0,3214,66,0,878,2177,0,0,0,0
Vatterott College-Des Moines,4.26,173,0,737,45,0,140,28,0,0,0,0
Pinnacle Career Institute-South Kansas City,4.27,697,0,2977,571,65,555,142,0,0,0,0
Strayer University-Texas,4.28,646,0,2769,0,0,1089,692,0,0,0,0
Keweenaw Bay Ojibwa Community College,4.28,160,0,686,119,0,71,102,130,0,0,0
Globe Institute of Technology,4.3,479,80,2144,219,79,681,42,0,0,0,0
Northcentral University,4.3,6489,228,28136,2838,3715,6146,12787,0,0,0,0
DeVry University-Nevada,4.31,190,0,820,0,45,50,0,0,0,0,0
Jarvis Christian College,4.31,1473,0,6671,395,226,2223,250,0,0,1108,322
Stone Child College,4.31,405,51,1992,301,45,351,94,630,194,0,0
Clinton College,4.31,259,0,1131,40,0,364,156,0,0,326,14
Ilisagvik College,4.32,871,0,4170,390,142,1566,717,828,403,0,0
Vatterott College-Springfield,4.33,218,0,945,134,0,180,23,0,0,0,0
Shorter College,4.33,197,0,984,43,0,102,489,0,0,61,130
University of Florida-Online,4.33,324,0,1403,286,429,164,0,0,0,0,0
Pacific Oaks College,4.34,1042,0,4532,206,114,2074,222,0,0,1567,0
Bellevue University,4.34,5987,0,26032,2032,3023,9928,1792,0,0,10299,0
Argosy University-Phoenix Online Division,4.38,4877,0,21401,95,0,3603,17593,0,0,0,0
Carlos Albizu University-San Juan,4.39,765,0,3361,133,193,2174,618,0,0,318,0
Caribbean University-Bayamon,4.39,1035,105,4649,321,390,1873,997,0,0,1180,0
Mildred Elley School-Albany Campus,4.4,451,0,1988,0,124,731,135,0,0,0,0
ITT Technical Institute-Hialeah,4.41,334,0,1474,45,47,478,821,0,0,0,0
Paul Quinn College,4.41,458,0,2131,220,101,1478,163,0,0,226,111
American College of Financial Services,4.43,2512,78,11230,723,1410,2286,645,0,0,1007,0
ITT Technical Institute-Norwood,4.43,316,0,1400,87,34,396,839,0,0,0,0
Schiller International University,4.45,160,0,713,0,40,182,24,0,0,0,0
Grace School of Theology,4.49,187,0,841,101,83,337,12,0,0,326,0
Sanford-Brown College-Online,4.5,461,0,2079,488,0,661,0,0,0,0,0
Florida Polytechnic University,4.5,1673,170,7710,319,867,4317,661,593,0,0,0
CollegeAmerica-Phoenix,4.5,285,0,1283,0,0,75,113,0,0,88,0
Franciscan School of Theology,4.5,67,0,302,122,0,0,0,0,0,351,0
Brown Mackie College-Phoenix,4.5,456,0,2054,0,0,934,996,0,0,0,0
Baker College of Cadillac,4.52,387,0,1753,0,0,1037,128,0,0,0,0
ITT Technical Institute-National City,4.53,444,0,2012,147,48,488,1241,0,0,0,0
Bank Street College of Education,4.53,3332,487,16581,1536,434,4324,1972,0,0,990,993
Saint Vincent Seminary,4.53,66,0,299,0,0,237,62,0,0,0,0
University of Phoenix-California,4.54,4667,0,21196,1102,402,11804,5487,0,0,0,0
Brightwood College-Brownsville,4.54,190,0,864,30,0,343,0,0,0,0,0
Vatterott College-Appling Farms,4.56,165,0,754,81,0,65,23,0,0,0,0
Brightwood Career Institute-Philadelphia,4.56,391,0,1783,54,0,531,47,0,0,0,0
Brandman University,4.58,6149,0,28190,1918,1699,14653,1002,0,0,9581,0
Millennia Atlantic University,4.59,114,0,524,97,0,175,22,0,0,0,0
Valley College-Beckley,4.59,115,0,529,0,0,125,49,0,0,0,0
South University-Montgomery,4.6,541,0,2494,0,0,1406,971,0,0,0,0
Erikson Institute,4.62,1426,273,6869,142,305,2867,865,0,0,394,0
ITT Technical Institute-Hanover,4.64,201,0,933,45,35,353,498,0,0,0,0
Dean College,4.65,1911,0,9008,2237,537,4306,488,0,0,2530,113
American Baptist College,4.66,181,0,844,117,0,311,196,0,0,85,0
Court Reporting Institute of Dallas,4.67,40,0,187,55,0,80,0,0,0,0,0
Lackawanna College,4.68,1196,0,5758,579,390,2114,1710,0,0,2476,159
National University College-Bayamon,4.69,1709,0,8030,293,185,3230,1407,0,0,0,0
Heald College-Roseville,4.71,669,0,3155,100,54,1242,1705,0,0,0,0
The Art Institutes International–Kansas City,4.73,374,0,1771,0,0,648,1077,0,0,0,0
Bryant & Stratton College-Online,4.74,985,0,4678,260,306,934,501,0,0,0,0
ASA College,4.77,3018,0,14401,5663,425,4740,1159,0,0,0,0
Universidad Pentecostal Mizpa,4.78,84,0,402,62,0,135,19,0,0,132,0
Bramson ORT College,4.8,427,0,2053,249,116,939,147,0,0,1512,0
ITT Technical Institute-Kennesaw,4.81,237,0,1142,0,42,367,651,0,0,0,0
Heritage Christian University,4.81,234,0,1152,218,28,564,227,0,0,231,25
Everest College-Springfield,4.82,193,0,931,0,0,481,407,0,0,0,0
City College-Fort Lauderdale,4.82,441,0,2130,184,27,1000,208,0,0,3042,0
Columbia Central University-Caguas,4.84,381,0,1846,20,69,913,147,0,0,0,0
University of Phoenix-Michigan,4.85,436,0,2115,0,0,1415,518,0,0,0,0
ITT Technical Institute-Cary,4.85,174,0,845,0,45,256,463,0,0,0,0
Everest Institute-Rochester,4.86,347,0,1687,0,50,905,687,0,0,0,0
National American University-Independence,4.86,171,0,832,0,0,215,76,0,0,0,0
Vatterott College-ex'treme Institute by Nelly-St Louis,4.88,162,0,791,138,0,358,0,0,0,0,0
DeVry University-Oregon,4.88,80,0,391,0,0,87,41,0,0,0,0
Oregon Health & Science University,4.89,37439,7992,195532,12016,49005,40013,15464,2472,4408,0,0
Capella University,4.91,19361,0,95078,38157,11691,22679,4498,0,0,0,0
Midwest College of Oriental Medicine-Racine,4.91,60,0,295,0,0,163,0,0,0,0,0
United States Sports Academy,4.92,467,0,2300,190,172,1140,343,0,0,459,0
Kaplan University-Des Moines Campus,4.92,506,0,2492,94,40,803,34,0,0,0,0
Strayer University-Florida,4.93,790,0,3901,0,0,1626,806,0,0,0,0
Global Health College,4.95,280,0,1387,80,0,783,157,0,0,0,0
Southern California Institute of Technology,4.95,270,0,1339,107,150,594,54,0,0,0,0
University of Phoenix-Florida,4.96,891,0,4423,228,49,2412,1113,0,0,0,0
Career Training Academy-Lower Burrell,4.99,125,0,624,142,0,140,25,0,0,0,0
The Art Institute of Virginia Beach,5.0,392,0,1960,66,0,685,1158,0,0,0,0
The Robert B Miller College,5.01,192,0,962,157,0,772,32,0,0,288,0
Bryant & Stratton College-Bayshore,5.01,300,0,1503,58,38,456,197,0,0,0,0
Brightwood College-Palm Springs,5.04,181,0,914,0,0,404,0,0,0,0,0
Florida College of Natural Health-Pompano Beach,5.04,74,0,373,66,0,75,28,0,0,0,0
Brightwood College-Fort Worth,5.05,121,0,612,0,0,175,0,0,0,0,0
West Virginia Junior College-Charleston,5.05,127,0,642,47,0,306,36,0,0,0,0
Graduate Theological Union,5.05,489,0,2470,130,327,1148,422,0,0,484,0
Baker College Center for Graduate Studies,5.06,880,0,4459,69,0,2279,524,0,0,0,0
Brown Mackie College-Merrillville,5.06,337,0,1708,0,0,746,855,0,0,0,0
Union Institute & University,5.07,1335,0,6778,518,392,3216,715,0,0,1427,0
Everest College-Mesa,5.08,259,0,1316,101,0,617,598,0,0,0,0
Brown Mackie College-Indianapolis,5.08,554,0,2819,0,0,1160,1536,0,0,0,0
Ashdown College of Health Sciences,5.09,40,0,204,48,0,60,0,0,0,0,0
International Academy of Design and Technology-Sacramento,5.09,66,0,336,66,68,92,0,0,0,0,0
Wayne County Community College District,5.09,4485,0,22848,2191,603,3556,5670,9269,0,0,0
ITT Technical Institute-Levittown,5.11,244,0,1249,96,44,487,590,0,0,0,0
Brightwood Career Institute-Philadelphia Mills,5.12,391,0,2004,42,0,556,0,0,0,0,0
Kaplan University-Cedar Rapids Campus,5.13,362,0,1860,61,0,688,31,0,0,0,0
University of Phoenix-New Mexico,5.13,358,0,1837,64,0,978,472,0,0,0,0
ITT Technical Institute-Tucson,5.15,184,0,949,31,42,364,448,0,0,0,0
Kaplan University-Lincoln Campus,5.17,392,0,2028,211,50,634,32,0,0,0,0
Saint Meinrad School of Theology,5.18,836,0,4334,0,85,1687,1233,0,0,548,0
Atlanta Institute of Music and Media,5.18,153,0,793,135,60,86,512,0,0,0,0
Herzing University-Madison,5.2,2748,0,14295,1191,1200,2723,223,0,0,0,0
Westwood College-River Oaks,5.21,284,0,1482,0,71,659,42,0,0,0,0
Louisiana State University Health Sciences Center-Shreveport,5.27,2263,0,13056,2704,1180,5858,1148,1007,1108,0,0
ITT Technical Institute-Owings Mills,5.27,298,0,1572,94,51,513,813,0,0,0,0
Everest College-Thornton,5.28,180,0,951,0,0,711,240,0,0,0,0
Los Angeles ORT College-Los Angeles Campus,5.29,167,167,1051,0,0,0,607,0,0,277,0
Church Divinity School of the Pacific,5.29,225,0,1227,313,0,265,270,0,0,285,35
University of Phoenix-Utah,5.3,380,0,2017,95,116,1097,442,0,0,0,0
University of Phoenix-Georgia,5.31,604,0,3212,132,0,1782,765,0,0,0,0
Allegheny Wesleyan College,5.33,30,0,203,16,16,74,16,0,0,43,43
Florida College of Natural Health-Bradenton,5.33,45,0,240,70,0,65,0,0,0,0,0
DeVry University-Illinois,5.34,15906,0,85066,5812,2687,11684,2632,0,0,0,0
ITT Technical Institute-Seattle,5.35,226,0,1210,37,44,379,684,0,0,0,0
Orion College,5.35,344,0,1842,0,65,1000,777,0,0,0,0
ITT Technical Institute-Wilmington,5.37,214,0,1151,0,45,518,587,0,0,0,0
Westwood College-Annandale,5.42,229,0,1242,0,54,507,0,0,0,0,0
Westwood College-Aurora Campus,5.43,197,0,1071,0,42,579,51,0,0,0,0
Brown Mackie College-Akron,5.44,327,0,1781,0,0,892,803,0,0,0,0
Huertas College,5.47,355,0,1943,66,118,854,515,0,0,0,0
University of Phoenix-Washington DC,5.48,43,0,236,0,0,128,107,0,0,0,0
Ecumenical Theological Seminary,5.49,91,0,500,35,0,236,155,0,0,26,0
Sage College,5.5,313,0,1722,0,85,1299,266,0,0,0,0
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,5.53,100,0,553,112,0,355,38,0,0,0,0
Mueller College,5.56,75,0,417,0,0,180,37,0,0,0,0
SIT Graduate Institute,5.58,1477,0,8276,1235,1189,2788,674,0,0,921,22
Brown Mackie College-Tucson,5.59,327,0,1831,57,0,956,604,0,0,0,0
ITT Technical Institute-San Bernardino,5.6,385,0,2159,105,63,548,1368,0,0,0,0
ITT Technical Institute-San Dimas,5.61,308,0,1728,136,39,583,887,0,0,0,0
National College-Nashville,5.64,368,0,2078,0,0,285,938,0,0,0,0
ITT Technical Institute-Clovis,5.65,204,0,1154,38,42,440,597,0,0,0,0
Northwest Indian College,5.68,946,34,5414,83,155,2276,1171,365,0,0,0
LIM College,5.68,1544,0,8784,387,502,4806,594,0,0,0,0
Post University,5.69,3834,0,21824,792,996,4863,339,0,0,0,0
Mountain State College,5.69,126,0,718,56,60,171,46,0,0,0,0
Cambridge Junior College-Yuba City,5.7,80,0,456,98,0,129,124,0,0,0,0
South University-High Point,5.71,329,0,1881,0,0,1161,682,0,0,0,0
Brown Mackie College-St Louis,5.73,351,0,2014,0,0,756,949,0,0,0,0
SAE Institute of Technology-Nashville,5.74,105,0,603,48,0,150,270,0,0,0,0
National American University-Roseville,5.76,101,0,582,0,0,179,62,0,0,0,0
National American University-Burnsville,5.8,60,0,348,0,0,49,26,0,0,0,0
Argosy University-Dallas,5.81,257,0,1494,0,0,810,683,0,0,0,0
Wood Tobe-Coburn School,5.82,266,0,1550,59,0,616,127,0,0,0,0
University of Maryland-University College,5.83,12796,0,75201,11558,8731,35997,3730,31473,579,0,0
Plaza College,5.84,653,0,3817,0,299,1414,1945,0,0,0,0
Phoenix Institute of Herbal Medicine & Acupuncture,5.84,79,40,502,40,0,135,50,0,0,0,0
ITT Technical Institute-Cordova,5.85,281,0,1646,94,41,439,1002,0,0,0,0
ITT Technical Institute-Duluth,5.85,246,0,1440,46,40,404,870,0,0,0,0
New York Academy of Art,5.85,263,0,1540,172,73,560,0,0,0,34,0
ITT Technical Institute-Arnold,5.85,141,0,826,0,36,278,467,0,0,0,0
Brown Mackie College-Findlay,5.87,276,0,1622,36,0,812,567,0,0,0,0
Virginia Tech Carilion School of Medicine,5.87,624,122,3786,31,0,1087,0,0,0,1107,0
ITT Technical Institute-Tempe,5.89,250,0,1473,114,38,590,651,0,0,0,0
University of California-San Francisco,5.91,36251,12859,241863,70016,32705,64204,15429,10518,14667,0,0
ITT Technical Institute-Columbia,5.93,186,0,1103,54,32,409,567,0,0,0,0
ITT Technical Institute-Greenfield,5.95,265,0,1577,89,57,508,847,0,0,0,0
Midwest College of Oriental Medicine-Chicago,5.95,41,0,244,0,0,163,0,0,0,0,0
ITT Technical Institute-Las Vegas,5.96,202,0,1205,90,39,446,564,0,0,0,0
California Christian College,5.96,25,0,149,0,0,40,0,0,0,100,0
ITT Technical Institute-Henderson,5.97,211,0,1260,36,33,498,626,0,0,0,0
ITT Technical Institute-Lathrop,6.02,215,0,1296,82,31,460,685,0,0,0,0
ITT Technical Institute-Getzville,6.02,175,0,1055,38,34,371,572,0,0,0,0
Brightwood College-Fresno,6.02,143,0,862,41,0,361,0,0,0,0,0
ITT Technical Institute-Marlton,6.03,180,0,1086,44,35,385,588,0,0,0,0
South University-Cleveland,6.04,361,0,2183,0,0,1382,749,0,0,0,0
Ashford University,6.11,18745,0,114537,4211,0,9596,783,0,0,0,0
ITT Technical Institute-Austin,6.12,204,0,1249,86,42,420,634,0,0,0,0
ITT Technical Institute-Torrance,6.13,210,0,1288,0,43,343,827,0,0,0,0
Pinchot University,6.14,127,0,780,153,0,285,0,0,0,239,0
Everest College-Colorado Springs,6.2,168,0,1042,40,0,551,411,0,0,0,0
Pennsylvania Academy of the Fine Arts,6.26,578,0,3620,794,150,1237,129,0,0,672,0
DeVry University-Oklahoma,6.26,76,0,476,0,0,112,92,0,0,0,0
Virginia College-Lubbock,6.29,177,0,1115,99,45,421,129,0,0,0,0
Northland International University,6.3,255,0,1667,164,23,738,76,0,0,433,60
Charter College-Canyon Country,6.33,583,0,3693,421,94,1739,394,0,0,0,0
DeVry University-Tennessee,6.33,206,0,1304,0,39,196,81,0,0,0,0
ITT Technical Institute-Sylmar,6.37,265,0,1689,90,38,557,1004,0,0,0,0
Carrington College-Tucson,6.46,182,0,1176,46,0,646,37,0,0,0,0
Brown Mackie College-Louisville,6.49,486,0,3157,75,0,1333,1649,0,0,0,0
City College-Altamonte Springs,6.52,217,0,1415,173,41,672,135,0,0,946,0
Carrington College-Mesa,6.53,348,0,2274,50,26,1201,136,0,0,0,0
Strayer University-Delaware,6.55,70,0,459,0,0,231,73,0,0,0,0
Cleary University,6.55,285,68,2095,220,53,887,74,0,0,156,160
National Institute of Massotherapy,6.57,19,0,125,0,0,125,0,0,0,0,0
Ottawa University-Ottawa,6.63,1020,0,7015,2032,281,2742,314,0,0,4487,251
ITT Technical Institute-Houston West,6.67,256,0,1708,81,40,436,1071,0,0,0,0
Rasmussen College-Illinois,6.7,1560,0,10454,1684,0,4629,607,0,0,0,0
Argosy University-Seattle,6.72,147,0,988,0,0,576,411,0,0,0,0
ITT Technical Institute-Culver City,6.74,153,0,1032,0,38,359,634,0,0,0,0
Westwood College-South Bay,6.74,258,0,1740,0,39,812,41,0,0,0,0
Trinity International University-Florida,6.74,122,0,823,159,0,164,0,0,0,428,0
Everest College-Ontario Metro,6.75,392,0,2649,45,55,2096,414,0,0,0,0
Colorado Technical University-Greenwood Village,6.77,289,0,1959,516,31,227,151,0,0,0,0
ITT Technical Institute-Tarentum,6.77,75,0,508,0,45,202,229,0,0,0,0
Westwood College-Denver North,6.78,235,0,1594,0,0,765,40,0,0,0,0
Azure College,6.82,129,0,880,42,0,425,67,0,0,0,0
Fashion Institute of Design & Merchandising-Los Angeles,6.85,2612,0,17900,1320,3361,4486,5905,0,0,0,0
ITT Technical Institute-Everett,6.86,130,0,893,0,46,379,434,0,0,0,0
Globe University-Minneapolis,6.87,80,0,550,0,0,356,29,0,0,0,0
ITT Technical Institute-San Antonio,6.96,182,0,1268,43,42,380,720,0,0,0,0
West Coast University-Miami,7.0,177,0,1240,0,0,768,374,0,0,0,0
Athenaeum of Ohio,7.0,161,0,1358,0,0,669,163,0,0,298,230
Kaplan University-Omaha Campus,7.04,324,0,2281,87,0,726,123,0,0,0,0
Miller-Motte College-Wilmington,7.04,842,0,5935,712,0,1496,578,0,0,0,0
Colegio de Cinematografía Artes y Television,7.05,100,0,705,0,0,360,120,0,0,0,0
ITT Technical Institute-Baton Rouge,7.07,216,0,1529,126,43,432,858,0,0,0,0
New England School of Acupuncture,7.1,129,126,1105,0,0,621,249,0,0,199,62
Fashion Institute of Design & Merchandising-San Francisco,7.12,332,0,2365,161,172,583,1016,0,0,0,0
ITT Technical Institute-Saint Rose,7.13,203,0,1448,41,44,468,857,0,0,0,0
Everest College-Salt Lake City,7.17,123,0,883,0,40,325,450,0,0,0,0
University of Phoenix-Nevada,7.2,354,0,2549,0,0,1380,612,0,0,0,0
University of Phoenix-Washington,7.21,111,0,801,0,0,406,283,0,0,0,0
MedTech College-Lexington Campus,7.23,109,0,789,77,0,504,18,0,0,0,0
Westwood College-Arlington Ballston,7.23,231,0,1671,0,56,855,0,0,0,0,0
Brown Mackie College-San Antonio,7.24,206,0,1492,0,0,822,616,0,0,0,0
University of California-System Administration Central Office,7.25,27301,2766,201041,53366,36496,56104,18736,3332,172,0,0
The Art Institute of St Louis,7.28,183,0,1333,0,0,561,735,0,0,0,0
Comanche Nation College,7.35,80,0,588,80,55,85,35,54,0,0,0
Brown Mackie College-Miami,7.36,348,0,2563,138,0,1146,1179,0,0,0,0
ITT Technical Institute-Clive,7.44,79,0,588,0,42,217,297,0,0,0,0
ITT Technical Institute-Plymouth Meeting,7.47,143,0,1069,35,39,435,523,0,0,0,0
Florida Career College-Miami,7.47,2127,0,15901,526,0,5892,1579,0,0,0,0
Rasmussen College-Kansas,7.49,131,0,982,0,0,517,66,0,0,0,0
City College-Gainesville,7.56,167,0,1263,99,46,673,56,0,0,0,0
ITT Technical Institute-Houston North,7.59,248,0,1883,149,59,444,1146,0,0,0,0
ITT Technical Institute-Knoxville,7.64,122,0,933,91,37,224,546,0,0,0,0
Miami-Jacobs Career College-Sharonville,7.65,55,0,421,37,0,186,104,0,0,0,0
Southern New Hampshire University,7.66,11028,0,85674,10574,5788,14762,15387,0,0,20115,1157
University of Phoenix-Texas,7.66,629,0,4823,198,0,2711,1134,0,0,0,0
ITT Technical Institute-Atlanta,7.67,222,0,1704,0,42,469,1100,0,0,0,0
Design Institute of San Diego,7.67,128,0,983,0,0,300,100,0,0,0,0
Remington College-Little Rock Campus,7.69,93,0,716,36,60,360,133,0,0,173,0
ITT Technical Institute-Springfield,7.71,94,0,725,0,37,363,274,0,0,0,0
EDIC College,7.74,335,0,2596,97,103,1227,668,0,0,0,0
American National University-Canton,7.74,39,0,302,0,0,67,141,0,0,0,0
Urban College of Boston,7.75,105,0,814,258,0,195,0,0,0,96,0
IGlobal University,7.8,50,0,390,50,40,100,0,0,0,0,0
Westwood College-Northlake,7.8,241,0,1881,0,50,785,82,0,0,0,0
ITT Technical Institute-Oxnard,7.81,154,0,1203,90,45,486,500,0,0,0,0
Azusa Pacific University College,7.85,447,0,3511,208,568,712,204,0,0,1588,0
ITT Technical Institute-Spokane Valley,7.89,118,0,932,53,40,449,351,0,0,0,0
Centura College-Chesapeake,7.99,107,0,855,0,0,415,439,0,0,0,0
Brightwood College-Bakersfield,8.05,134,0,1079,0,0,468,24,0,0,0,0
ITT Technical Institute-Webster,8.08,168,0,1359,42,36,430,785,0,0,0,0
Interactive College of Technology-Morrow,8.08,35,0,283,48,0,140,24,0,0,0,0
Brown Mackie College-North Canton,8.15,184,0,1500,0,0,782,662,0,0,0,0
Grand Canyon University,8.16,19687,0,160816,11085,10487,36819,6356,0,0,0,0
ITT Technical Institute-Oak Brook,8.19,151,0,1238,40,41,390,720,0,0,0,0
KD Conservatory College of Film and Dramatic Arts,8.19,80,0,656,80,0,358,68,0,0,0,0
University of Phoenix-Oregon,8.2,99,0,812,0,0,326,328,0,0,0,0
Virginia University of Lynchburg,8.24,217,0,1790,30,30,500,0,0,0,0,0
University of Phoenix-Alabama,8.25,24,0,198,0,0,198,0,0,0,0,0
Harrison College-Indianapolis,8.28,2556,0,21188,4077,815,9882,1250,0,0,0,0
The King's University,8.31,446,0,3715,411,57,1872,458,0,0,885,8
Brightwood College-Laredo,8.31,97,0,807,38,0,314,0,0,0,0,0
University of Phoenix-Illinois,8.33,149,0,1242,85,0,780,258,0,0,0,0
New England College of Business and Finance,8.33,395,0,3292,178,0,1679,0,0,0,0,0
Family of Faith College,8.33,6,0,50,7,0,0,0,0,0,11,0
University of West Los Angeles,8.35,164,0,1371,153,0,492,91,0,0,0,0
University of Phoenix-Missouri,8.36,184,0,1540,114,0,1116,309,0,0,0,0
American Musical and Dramatic Academy,8.4,961,0,9027,571,679,1913,1840,0,0,2884,946
Argosy University-Denver,8.4,174,0,1463,0,0,926,456,0,0,0,0
ITT Technical Institute-Arlington,8.52,213,0,1816,100,62,533,1049,0,0,0,0
National American University-Tulsa,8.52,40,0,341,0,0,178,0,0,0,0,0
Kaplan College-Lubbock,8.52,87,0,742,46,0,314,0,0,0,0,0
Fashion Institute of Design & Merchandising-San Diego,8.59,103,0,885,86,0,332,207,0,0,0,0
University of Phoenix-Maryland,8.63,186,0,1606,0,61,280,591,0,0,0,0
ITT Technical Institute-Charlotte South,8.64,117,0,1011,43,42,374,498,0,0,0,0
National American University-Indianapolis,8.67,49,0,425,0,0,150,30,0,0,0,0
Interactive College of Technology-Chamblee,8.67,187,0,1622,280,0,307,235,0,0,0,0
National American University-Bellevue,8.74,50,0,437,0,0,169,0,0,0,0,0
ITT Technical Institute-Swartz Creek,8.8,140,0,1232,91,33,424,647,0,0,0,0
Grantham University,8.85,2091,0,18509,1697,1831,5961,952,0,0,0,0
Colorado Heights University,8.94,240,0,2682,270,50,926,289,0,0,291,536
National American University-Georgetown,8.96,52,0,466,0,0,135,25,0,0,0,0
Rush University,9.0,31471,0,283440,0,0,53350,125790,0,0,1994,0
Christian Life College,9.0,4,0,36,0,0,0,0,0,0,0,0
American InterContinental University-Online,9.04,3379,0,30560,8125,0,4480,1686,0,0,0,0
American Film Institute Conservatory,9.13,887,0,8099,571,270,4377,728,0,0,535,0
American Business and Technology University,9.14,123,0,1125,98,32,445,49,0,0,0,0
Brown Mackie College-Dallas,9.16,137,0,1255,0,0,566,689,0,0,0,0
Florida College of Natural Health-Maitland,9.28,73,0,678,67,0,245,0,0,0,0,0
ITT Technical Institute-Dearborn,9.3,126,0,1173,44,34,429,624,0,0,0,0
University of Phoenix-New Jersey,9.3,76,0,707,0,0,489,93,0,0,0,0
College of Business and Technology-Miami Gardens,9.33,48,0,448,0,0,137,85,0,0,0,0
Brown Mackie College-Quad Cities,9.35,113,0,1057,40,0,572,445,0,0,0,0
ITT Technical Institute-Murray,9.45,130,0,1229,42,44,486,575,0,0,0,0
Polytechnic University of Puerto Rico-Miami,9.52,34,0,324,0,0,134,190,0,0,133,0
ITT Technical Institute-Corona,9.54,138,0,1317,48,47,500,689,0,0,0,0
ITT Technical Institute-Dunmore,9.56,60,0,574,0,40,259,243,0,0,0,0
DeVry University-Minnesota,9.6,73,0,701,0,44,210,0,0,0,0,0
CollegeAmerica-Cheyenne,9.6,30,0,288,0,0,32,64,0,0,48,0
University of the Rockies,9.66,959,0,9272,681,0,2044,87,0,0,0,0
Harrison College-Grove City,9.73,82,0,798,215,0,335,28,0,0,0,0
National American University-Wichita,9.78,42,0,411,0,0,140,30,0,0,0,0
United Education Institute-Huntington Park Campus,9.82,1148,0,11275,510,0,3391,935,0,0,0,0
Northwest College of Art & Design,9.9,91,0,901,52,54,561,56,0,0,0,0
National American University-Colorado Springs,9.93,44,0,437,0,0,139,22,0,0,0,0
Chatfield College,9.93,119,0,1182,17,38,687,141,0,0,389,0
Brightwood College-Chula Vista,9.98,89,0,889,41,0,384,0,0,0,0,0
Brightwood College-Towson,10.22,96,0,982,52,0,398,0,0,0,0,0
Ecclesia College,10.22,96,0,982,236,0,264,200,0,0,297,0
ITT Technical Institute-Columbus,10.29,103,0,1060,45,31,387,530,0,0,0,0
ITT Technical Institute-Charlotte North,10.32,122,0,1260,74,40,377,682,0,0,0,0
South University-Austin,10.36,164,0,1700,0,0,1236,464,0,0,0,0
Baker College of Port Huron,10.37,117,0,1214,29,0,648,135,0,0,0,0
ITT Technical Institute-Johnson City,10.41,48,0,500,0,41,211,218,0,0,0,0
Mount Washington College,10.53,527,0,5554,290,624,2046,0,0,0,0,0
Baker College of Auburn Hills,10.55,298,0,3146,0,0,1848,414,0,0,0,0
DeVry University-Wisconsin,10.85,69,0,749,0,0,195,0,0,0,0,0
Baker College of Clinton Township,10.96,443,0,4856,114,0,2732,477,0,0,0,0
