,Ovhd,Inst,Res,Non-inst,Bus/Fin,Comp/Eng/Sci,Mgnt,Admin/Off,Stdt,Aux,Prv/Stdt,Prv/Aux
Blue Cliff College-Alexandria,1.05,448,0,472,75,0,205,0,0,0,0,0
MidAmerica Nazarene University,1.05,5257,0,7265,707,335,1970,1430,0,0,2050,1694
Honolulu Community College,1.05,9328,0,10033,425,996,1271,1208,2429,199,0,0
Platt College-Moore,1.05,559,0,592,37,0,276,95,0,0,0,0
Willamette University,1.05,18554,0,20901,607,1011,9323,3230,0,0,4661,1356
Texas Health and Science University,1.05,371,0,390,0,0,80,154,0,0,0,0
Southern Maine Community College,1.05,6314,0,6872,649,591,1536,1126,2136,197,0,0
Illinois Institute of Technology,1.06,47536,0,52297,7230,4810,24128,7586,0,0,10841,1817
Concordia University-Wisconsin,1.06,13997,0,15425,1077,675,6181,2934,0,0,4417,460
Glendale Community College,1.06,19186,0,22587,1643,1165,6320,7082,12939,2086,0,0
University of Wisconsin-Stevens Point,1.06,23679,251,31879,3493,3988,6231,4132,9313,6299,0,0
California State University-Long Beach,1.06,78979,0,87864,17515,11533,12566,14406,24514,3448,0,0
University of Minnesota-Duluth,1.06,34204,2618,48267,8822,6605,6489,6516,8624,9241,0,0
Hawaii Community College,1.06,6438,0,6882,382,468,1221,1241,1705,0,0,0
Central Carolina Technical College,1.06,4419,0,4806,394,1697,1221,859,1908,95,0,0
Pellissippi State Community College,1.06,11970,0,12757,158,413,1385,2962,3571,0,0,0
Prairie View A & M University,1.06,26757,2084,35988,2529,1427,7441,5706,4487,5498,0,0
Pennsylvania State University-Dickinson Law,1.06,2327,0,2479,239,62,902,529,0,0,0,0
University of Houston-Clear Lake,1.06,20256,0,24880,4283,3100,7778,4421,2428,3225,0,0
University of Wisconsin-Milwaukee,1.06,84297,6339,108262,16344,16647,22540,11379,29257,12495,0,0
Universal Technical Institute of Arizona Inc,1.06,3846,0,4103,2657,48,1092,152,0,0,0,0
Inter American University of Puerto Rico-School of Law,1.06,2344,0,2496,50,24,895,464,0,0,419,2
University of Memphis,1.06,67827,2755,77524,12455,9993,10819,7633,23410,2800,0,0
Stanly Community College,1.06,4308,0,4826,249,617,1340,1181,944,238,0,0
Claremont Graduate University,1.06,11737,313,13161,3637,872,4461,2142,0,0,1826,300
Rabbinical College Bobover Yeshiva Bnei Zion,1.06,197,0,210,0,0,148,0,0,0,78,0
Shawnee State University,1.06,8634,0,11398,450,693,4454,2235,2200,2178,0,0
H Councill Trenholm State Community College,1.06,3173,0,3378,439,199,1255,824,1150,0,0,0
College of Staten Island CUNY,1.06,33023,0,35278,2075,5722,8243,6491,9733,0,0,0
Oconee Fall Line Technical College,1.06,3477,0,3686,707,294,989,1078,611,0,0,0
Kehilath Yakov Rabbinical Seminary,1.06,99,0,105,0,0,33,0,0,0,90,0
Los Angeles City College,1.06,13998,0,16216,538,407,822,7761,7256,1309,0,0
Southern College of Optometry,1.06,5837,0,6319,0,323,2220,2400,0,0,664,83
Rider University,1.06,25794,0,30994,3871,1988,9218,4503,0,0,8978,3559
SUNY Polytechnic Institute,1.06,12008,136,13814,1815,708,4691,1333,1868,943,0,0
Smith College,1.06,32949,0,41803,7494,4552,9488,5437,0,0,9158,6571
Hartwick College,1.06,8059,0,9142,475,423,3140,1336,0,0,4598,574
Texas A & M University-Kingsville,1.06,35498,0,42979,2506,3808,17478,7255,8208,5326,0,0
Rocky Mountain College,1.06,3888,0,4618,227,314,1369,717,0,0,1790,461
College of Charleston,1.06,39921,0,50435,4946,6394,14145,10739,7587,7948,0,0
Hood College,1.06,6529,0,7218,695,826,2433,1298,0,0,2644,286
National Park Community College,1.06,4477,0,4931,720,593,1551,636,1793,173,0,0
Lane Community College,1.06,17060,68,21083,3482,2614,6045,3672,6467,2779,0,0
Grand Rapids Community College,1.06,19567,0,21707,1731,2214,6917,4451,5585,789,0,0
Georgia Southern University,1.06,50589,1708,75469,3675,6850,24895,12282,13332,19996,0,0
Des Moines Area Community College,1.06,24590,0,27192,98,364,6974,5664,7435,917,0,0
Nashville State Community College,1.07,8188,0,8773,113,303,2191,2106,1847,0,0,0
Fort Hays State University,1.07,19281,0,23008,1781,2278,4228,3936,4693,2354,0,0
Pennsylvania State University-Penn State Schuylkill,1.07,3254,0,3486,175,181,1118,531,0,0,0,0
Cincinnati State Technical and Community College,1.07,16534,0,19529,1047,2231,9509,1904,5086,1691,0,0
High Point University,1.07,16466,0,20556,1921,1760,7120,1451,0,0,3926,2832
Keystone Technical Institute,1.07,669,0,717,0,0,255,150,0,0,0,0
St Mary's University,1.07,18164,0,21478,384,822,10370,4754,0,0,7211,1928
ITT Technical Institute-Wichita,1.07,540,0,582,0,53,267,228,0,0,0,0
Hazelden Betty Ford Graduate School of Addiction Studies,1.07,370,0,397,0,0,185,154,0,0,107,0
Colby Community College,1.07,1812,0,1956,130,108,543,182,570,0,0,0
Washburn University,1.07,18923,0,21367,733,1623,8921,3628,5458,1022,0,0
Pierce College-Puyallup,1.07,3098,0,3584,347,57,688,1227,1889,268,0,0
Remington College-Houston Campus,1.07,609,0,655,89,53,274,99,0,0,234,0
Converse College,1.07,4576,57,5090,613,256,1084,1248,0,0,2055,92
Andrews University,1.07,13801,0,19049,1055,1710,4213,5429,0,0,2569,4251
Lincoln Technical Institute-Allentown,1.07,1509,0,1615,0,75,1219,174,0,0,0,0
Otterbein University,1.07,12124,0,13306,1300,1007,4822,965,0,0,4885,233
Whittier College,1.07,13794,0,15597,998,889,5092,1467,0,0,6106,718
University of Pittsburgh-Bradford,1.07,4545,0,5683,236,462,1384,2225,0,0,2048,815
Southeastern Technical College,1.07,3578,0,3863,215,199,2034,178,1035,0,0,0
College of Saint Benedict,1.07,11170,0,16065,1549,1349,4281,1881,0,0,3679,4033
York Technical College,1.07,5864,0,6293,881,775,984,888,2228,0,0,0
University of Rhode Island,1.07,62311,1767,91000,7518,19680,9087,13438,16972,22560,0,0
Antioch University-Los Angeles,1.07,2280,0,2442,79,0,1256,777,0,0,0,0
Clarke University,1.07,5127,0,6967,524,510,2174,726,0,0,1621,1434
L'Ecole Culinaire-Memphis,1.07,657,0,707,122,0,168,31,0,0,0,0
Western Carolina University,1.07,31411,0,45542,3826,3570,9632,6688,3527,11687,0,0
Sam Houston State University,1.07,45302,0,58646,7827,6708,13701,11101,11471,9974,0,0
University of Southern Mississippi,1.07,48185,740,66335,21218,5572,12502,9682,5437,13689,0,0
College of the Redwoods,1.07,5890,0,6592,483,583,2028,1423,2210,270,0,0
San Jacinto Community College,1.08,33262,0,37371,3179,4430,10419,7193,9602,1264,0,0
St Catherine University,1.08,18473,0,21446,1526,1503,8121,2675,0,0,5954,1443
Cameron University,1.08,9944,0,11988,354,1060,3529,1773,2856,1245,0,0
Eastern Washington University,1.08,33713,0,45012,2546,5511,12222,6507,9755,8269,0,0
Ponce School of Medicine and Health Sciences,1.08,3083,3869,7200,255,182,474,903,0,0,394,0
Dickinson State University,1.08,5415,334,6873,41,217,1874,746,983,654,0,0
New Castle School of Trades,1.08,1109,0,1207,159,36,581,88,0,0,0,0
Western New England University,1.08,20782,0,23033,836,1997,8773,2968,0,0,6543,533
Augustana University,1.08,7909,0,10342,740,611,3599,1274,0,0,750,1747
CUNY Lehman College,1.08,33085,0,36025,1853,5262,8823,6169,7933,0,0,0
Huntington University,1.08,3253,0,3641,520,285,1712,630,0,0,1398,101
Bethel College-Indiana,1.08,4238,0,5997,549,349,2048,842,0,0,1505,1386
Hennepin Technical College,1.08,7903,0,8837,818,858,1464,1539,4004,282,0,0
Frostburg State University,1.08,17818,0,24125,2933,2266,7091,3768,2736,4831,0,0
Pacific Union College,1.08,5394,0,7908,1626,676,2876,732,0,0,1641,2048
AOMA Graduate School of Integrative Medicine,1.08,613,0,666,171,45,0,0,0,0,0,0
Atlanta's John Marshall Law School,1.08,2576,0,2799,112,161,1296,321,0,0,0,0
Western Dakota Technical Institute,1.08,1690,0,1892,135,79,480,238,691,51,0,0
Arkansas State University-Main Campus,1.08,32171,975,42887,9367,3176,13441,4127,6496,7160,0,0
Blue Cliff College-Gulfport,1.08,466,0,507,66,0,80,24,0,0,0,0
University of Minnesota-Morris,1.08,7610,0,10677,1569,536,2210,1975,2652,2423,0,0
Carrington College-Pomona,1.08,646,0,701,0,0,438,31,0,0,0,0
Broadview University-Orem,1.08,336,0,363,0,0,212,0,0,0,0,0
Fortis College-Grand Prairie,1.08,627,0,679,0,0,316,124,0,0,0,0
Saint Cloud State University,1.08,32242,0,41554,3518,5055,4196,6271,13941,6570,0,0
Northern Kentucky University,1.08,41911,0,47111,5324,6940,9451,7332,10953,1585,0,0
Northeastern Oklahoma A&M College,1.08,3133,0,4274,67,199,1528,1057,573,887,0,0
University of Wisconsin-River Falls,1.08,14960,0,18214,2002,2502,4353,2271,6686,2042,0,0
Maysville Community and Technical College,1.08,4791,0,5197,251,224,1353,1086,1665,0,0,0
Fairleigh Dickinson University-College at Florham,1.09,10039,0,10989,1007,613,3216,2638,0,0,0,0
Bluefield State College,1.09,4186,0,5159,220,278,2167,1013,1162,584,0,0
Washington State Community College,1.09,2121,0,2641,55,215,1366,509,614,324,0,0
Wyotech-Laramie,1.09,2840,0,3121,552,116,1001,679,0,0,0,0
Manhattan Area Technical College,1.09,1490,0,1636,212,41,582,186,295,0,0,0
California Western School of Law,1.09,6107,0,6717,845,352,2300,1398,0,0,2341,0
ITT Technical Institute-South Bend,1.09,520,0,567,0,35,162,337,0,0,0,0
Sofia University,1.09,882,0,966,151,0,264,83,0,0,0,0
Northeast Alabama Community College,1.09,3218,0,3647,201,180,740,1226,770,139,0,0
Los Angeles Harbor College,1.09,6644,0,8445,292,425,846,3387,3967,1201,0,0
Jacksonville State University,1.09,20157,0,23720,593,1992,7025,3914,5694,1728,0,0
Bauder College,1.09,1452,0,1594,0,0,677,94,0,0,0,0
Cincinnati College of Mortuary Science,1.09,249,0,273,56,0,130,44,0,0,42,0
Northeast Wisconsin Technical College,1.09,20600,0,23555,2383,1719,7225,6805,7425,991,0,0
Louisiana State University-Eunice,1.09,2713,0,3302,255,181,942,1093,931,322,0,0
Oklahoma State University Institute of Technology,1.09,6691,0,9232,68,334,3934,1596,1291,1922,0,0
State University of New York at New Paltz,1.09,24566,0,34547,4425,2399,8276,5748,5113,7765,0,0
Denison University,1.09,18303,0,21533,351,1866,9530,4337,0,0,7129,1524
Hartnell College,1.09,8904,0,10475,983,777,4177,2744,1960,683,0,0
New England Law-Boston,1.09,4503,0,4914,315,672,2638,161,0,0,1600,0
New York College of Podiatric Medicine,1.09,2887,0,3170,264,298,1380,819,0,0,643,0
New Mexico State University-Dona Ana,1.09,7543,0,8387,481,1361,1735,2065,2081,141,0,0
New Mexico State University-Carlsbad,1.09,2141,0,2515,249,256,622,647,688,166,0,0
Southwest Minnesota State University,1.09,7386,0,9409,935,524,1309,915,4153,1313,0,0
Erie Community College,1.09,20524,0,22426,500,1408,8562,4448,7947,0,0,0
Pennsylvania State University-Penn State Hazleton,1.09,3941,0,4320,133,177,1167,619,0,0,0,0
Mississippi Gulf Coast Community College,1.09,14605,121,16829,935,464,3685,4557,3955,710,0,0
Clemson University,1.09,104687,2780,152149,19522,29869,28108,20883,17052,34976,0,0
SUNY College at Plattsburgh,1.09,19879,0,27424,2326,1747,5983,4742,4974,5566,0,0
Madison Media Institute-Rockford Career College,1.09,903,0,988,172,43,140,371,0,0,0,0
California State University-Los Angeles,1.09,45405,0,52042,10109,5921,8389,9066,11092,2261,0,0
University of North Carolina at Charlotte,1.09,80107,0,114443,10658,18244,22180,19765,12766,27085,0,0
Washington and Lee University,1.09,28255,0,34485,3554,3195,9968,4293,0,0,5278,3417
Mt Hood Community College,1.09,11970,0,13564,726,1812,3599,3519,5087,499,0,0
Community College of Rhode Island,1.09,19554,0,22256,3999,3316,5047,6153,7373,926,0,0
Ogeechee Technical College,1.09,3492,0,3994,941,205,1290,747,888,174,0,0
Delta College of Arts & Technology,1.09,646,0,708,31,0,411,63,0,0,0,0
Calvin Theological Seminary,1.1,1535,0,1733,282,180,489,392,0,0,403,39
College of William and Mary,1.1,65622,1773,87565,7029,16178,29111,9834,5072,13366,0,0
SUNY College at Brockport,1.1,24031,0,34815,2337,2344,6939,6954,5240,8152,0,0
Oklahoma City University,1.1,13460,0,15455,1732,787,4711,2165,0,0,5149,609
California State University-Fullerton,1.1,74228,0,85113,21804,11808,10240,13013,21069,3157,0,0
University of South Carolina-Sumter,1.1,1624,0,1834,0,71,764,476,743,45,0,0
Copiah-Lincoln Community College,1.1,4898,0,6417,372,308,966,894,1738,1017,0,0
Dade Medical College-Jacksonville,1.1,560,0,616,66,0,411,120,0,0,0,0
Fort Lewis College,1.1,9420,0,15259,1542,1782,4048,1083,4969,4809,0,0
SUNY College at Potsdam,1.1,15943,0,22836,1578,1090,5955,4222,3122,5182,0,0
Indiana University-Bloomington,1.1,197684,27711,339259,18860,61435,79635,49462,26297,93232,0,0
Ball State University,1.1,67112,74,102175,12000,12332,12119,16965,7447,27660,0,0
Loyola University Maryland,1.1,30899,0,41168,1308,5191,16324,5975,0,0,11796,6940
Drury University,1.1,8530,0,9704,552,922,1974,1232,0,0,3611,299
Utah State University,1.1,71001,2798,105247,9620,15998,26034,16709,10343,23840,0,0
Bryant & Stratton College-Wauwatosa,1.1,2220,0,2446,60,127,775,301,0,0,0,0
Yeshiva Derech Chaim,1.1,275,0,304,147,0,72,42,0,0,94,0
Fayetteville State University,1.1,18601,0,24646,1582,2389,5684,5218,2689,4108,0,0
West Virginia University,1.1,102445,1900,158933,9908,20134,42343,21819,22473,44000,0,0
Hillsdale Free Will Baptist College,1.1,503,0,694,90,38,245,80,0,0,380,137
West Virginia University at Parkersburg,1.1,4342,0,4911,132,188,1636,1298,804,120,0,0
Western New Mexico University,1.1,5904,0,7283,485,586,2030,1155,1453,771,0,0
Briar Cliff University,1.1,3406,0,4147,387,331,677,491,0,0,2499,369
Middle Georgia State University,1.1,13527,0,16491,316,787,6952,2811,3301,1587,0,0
University of North Georgia,1.1,28722,0,35023,2047,2821,13102,6030,6080,3426,0,0
Northern Arizona University,1.1,76982,823,104382,23052,21368,13439,9101,25527,18360,0,0
Dominican University,1.1,10979,0,13086,778,845,5717,3079,0,0,2594,973
Crowley's Ridge College,1.1,486,0,585,0,0,248,89,0,0,282,49
University of Maryland-College Park,1.1,257687,109672,474671,105301,58177,40751,16206,25527,81453,0,0
Southern Methodist University,1.1,76997,3593,106908,6685,10670,55849,11304,0,0,22593,18251
Wayne State College,1.1,8105,0,10688,881,498,2763,1555,3290,1724,0,0
Coe College,1.1,6816,0,8154,579,239,2644,1359,0,0,1955,612
Wartburg College,1.1,6675,0,9973,1058,573,2664,1062,0,0,4188,2609
Anderson University,1.1,6345,0,7265,624,403,2321,1091,0,0,3723,224
Talmudical Seminary Oholei Torah,1.11,418,0,468,161,0,237,0,0,0,31,0
Brite Divinity School,1.11,1395,0,1655,124,57,668,296,0,0,151,99
California Polytechnic State University-San Luis Obispo,1.11,61942,0,77837,14212,10569,13542,9498,19801,9028,0,0
Stautzenberger College-Brecksville,1.11,454,0,505,77,0,151,58,0,0,0,0
San Francisco State University,1.11,69303,457,85406,31272,11530,9007,4676,19296,7930,0,0
IBMC College,1.11,1295,0,1441,0,0,0,487,0,0,0,0
Mills College,1.11,12013,0,13872,2148,2169,4647,1597,0,0,4922,527
New England Institute of Technology,1.11,9776,0,10908,451,430,4386,2134,0,0,4006,56
YTI Career Institute-York,1.11,4250,0,4727,462,330,1543,825,0,0,0,0
Milligan College,1.11,4036,0,4684,201,165,2315,541,0,0,2037,186
Globe University-Sioux Falls,1.11,292,0,326,0,0,202,25,0,0,0,0
Anoka-Ramsey Community College,1.11,8054,0,9258,806,872,1397,1581,4576,275,0,0
Claflin University,1.11,7129,77,9321,417,661,3157,1698,0,0,1724,1327
SUNY College at Oswego,1.11,23435,334,37435,2763,1524,7772,6778,5992,10992,0,0
Globe University–Green Bay,1.11,422,0,469,0,0,183,26,0,0,0,0
McHenry County College,1.11,8860,0,11189,109,1205,6201,1805,2696,1267,0,0
New England College of Optometry,1.11,5073,57,5724,497,339,1813,973,0,0,799,3
Union Graduate College,1.11,1552,0,1729,161,81,1254,231,0,0,536,0
Henderson Community College,1.12,2546,0,2864,43,257,888,511,688,0,0,0
Eastern Virginia Career College,1.12,462,0,519,105,68,125,175,0,0,0,0
Lincoln College of Technology-Denver,1.12,2477,0,2799,0,51,1953,492,0,0,0,0
Manchester Community College,1.12,3361,0,3765,353,392,478,616,524,0,0,0
Welch College,1.12,585,0,747,59,20,450,81,0,0,284,90
New River Community and Technical College,1.12,3327,0,3735,431,348,1552,325,1087,0,0,0
The University of Texas at El Paso,1.12,53716,1270,74710,9844,8991,26487,8521,10225,12849,0,0
Northshore Technical Community College,1.12,2808,0,3155,367,0,1646,383,695,0,0,0
Harding University,1.12,20369,0,24547,2613,1279,6511,3916,0,0,5160,1617
Virginia Marti College of Art and Design,1.12,340,0,381,95,0,78,46,0,0,0,0
St John's College,1.12,4564,0,5407,270,449,1759,131,0,0,1653,281
University of Southern Indiana,1.12,20991,0,27979,1949,3264,8731,4128,4264,4279,0,0
Gateway Community College,1.12,8797,0,9898,476,597,2934,1657,2871,0,0,0
Southwest Georgia Technical College,1.12,2636,0,2994,583,111,786,804,813,30,0,0
University of Portland,1.12,15971,0,22782,4158,1460,4825,3349,0,0,4160,4885
Florida Memorial University,1.12,4915,0,5873,480,257,2343,874,0,0,1170,348
Adirondack Community College,1.12,5487,0,6304,608,514,2133,1549,1639,149,0,0
Howard University,1.12,64597,6251,87707,2998,6874,25766,15490,0,0,9595,8471
Hinds Community College,1.12,20147,0,25434,442,844,8847,6157,4615,2717,0,0
Northwestern College,1.12,4681,0,5620,114,337,2904,350,0,0,2318,355
University of Oregon,1.12,92091,10961,169912,23157,20925,25752,21771,18899,54907,0,0
Vance-Granville Community College,1.12,6395,0,7345,155,296,2722,1606,1530,121,0,0
Montgomery Community College,1.12,1739,0,1972,263,116,700,473,349,13,0,0
Colgate University,1.12,31861,0,37210,4041,2975,9553,4734,0,0,12199,1232
Arcadia University,1.12,11981,132,14491,2467,1143,5009,2328,0,0,4121,845
Randolph Community College,1.12,4540,0,5305,165,353,2127,1105,788,216,0,0
Vassar College,1.12,28374,0,35608,2401,3432,10324,4659,0,0,6890,3682
Le Cordon Bleu College of Culinary Arts-San Francisco,1.12,791,0,887,137,0,292,0,0,0,0,0
Roger Williams University,1.13,21355,0,31899,1403,2005,11246,3980,0,0,7859,7686
Manhattan College,1.13,19365,0,24094,1968,2647,9209,2757,0,0,7532,2089
Nebraska College of Technical Agriculture,1.13,880,0,1257,105,43,384,106,190,254,0,0
University of Michigan-Flint,1.13,21680,0,27135,3878,2408,8035,3958,4027,2494,0,0
Delta State University,1.13,9740,0,12131,427,138,3269,3198,2973,1055,0,0
Rockhurst University,1.13,8157,0,10309,706,866,3240,1277,0,0,2629,1088
Texas County Technical College,1.13,331,0,375,52,0,168,22,0,0,0,0
King University,1.13,6458,0,7409,284,649,2172,1448,0,0,3212,93
California State University-Chico,1.13,38034,0,47003,8046,5777,6164,7886,12873,3847,0,0
Highline College,1.13,8929,0,11540,318,1382,4585,1923,2417,1380,0,0
University of Wisconsin Colleges,1.13,15966,0,18444,1659,1525,6640,2000,7768,380,0,0
Azusa Pacific University,1.13,40052,0,50691,2567,2152,25695,14358,0,0,20142,5050
Dixie State University,1.13,11474,0,14400,695,966,5607,1546,4762,1391,0,0
Expression College for Digital Arts,1.13,1897,0,2154,80,383,275,85,0,0,0,0
Summit University of Pennsylvania,1.13,1983,0,2675,369,210,734,835,0,0,1260,417
Mars Hill University,1.13,4763,0,6933,271,260,2345,964,0,0,1030,1536
River Parishes Community College,1.13,1506,0,1707,377,0,890,161,563,0,0,0
Holmes Community College,1.13,8389,0,10185,296,563,2072,1510,2044,702,0,0
Du Bois Business College-Du Bois,1.13,440,0,499,138,0,135,81,0,0,0,0
Jefferson State Community College,1.13,7845,0,8927,1060,302,973,2933,3074,0,0,0
Belmont University,1.13,29635,0,35376,2813,1921,13354,4592,0,0,11682,1731
Bevill State Community College,1.13,6288,0,7258,541,252,2126,1486,2513,136,0,0
Brenau University,1.13,7563,0,9326,151,249,3036,2182,0,0,2634,742
New Mexico State University-Alamogordo,1.13,2815,0,3191,257,429,733,824,821,0,0,0
University of Jamestown,1.13,3693,0,4359,66,163,1079,627,0,0,1851,174
University of Scranton,1.13,25305,0,32049,3352,3878,7134,4832,0,0,6215,3359
Houghton College,1.14,4040,0,5445,868,405,1785,654,0,0,2256,811
Robert Morris University,1.14,19557,0,24502,511,787,11928,2043,0,0,7113,2150
Barclay College,1.14,616,0,820,66,0,208,21,0,0,204,117
Cumberland University,1.14,3019,0,3585,447,173,596,381,0,0,2097,126
Dakota State University,1.14,6488,0,7930,475,960,4290,1048,2007,516,0,0
Emporia State University,1.14,14800,0,20059,1135,2765,7261,4194,3321,3080,0,0
Miami University-Middletown,1.14,3740,0,4289,335,395,718,842,1286,0,0,0
Metro Business College-Rolla,1.14,129,0,148,0,0,0,148,0,0,0,0
Ohio Valley University,1.14,1005,0,1544,82,68,458,106,0,0,515,393
West Virginia State University,1.14,6563,0,9153,432,159,2820,2262,1463,1665,0,0
Career Training Academy-Pittsburgh,1.14,144,0,165,0,0,63,22,0,0,0,0
Ponce Paramedical College Inc,1.14,1505,0,1723,3,19,516,900,0,0,0,0
University of Saint Francis-Fort Wayne,1.14,7042,0,8489,691,768,2733,1043,0,0,2690,401
Nyack College,1.14,6481,0,7984,106,402,2712,1503,0,0,4912,563
Northwest Nazarene University,1.14,5695,0,6996,626,766,1629,2037,0,0,3210,466
CUNY LaGuardia Community College,1.14,31817,0,36516,2915,7129,8221,6590,11091,0,0,0
Hobart William Smith Colleges,1.14,17032,0,21132,1861,2529,5748,2324,0,0,8078,1565
Ave Maria School of Law,1.14,1998,0,2339,211,268,981,239,0,0,998,54
ICPR Junior College-Manati,1.14,353,0,403,0,17,49,150,0,0,0,0
Concorde Career College-North Hollywood,1.14,2011,0,2307,235,0,1206,456,0,0,0,0
Colorado State University-Pueblo,1.14,10111,0,14797,805,1748,1565,4921,3749,3184,0,0
Albany College of Pharmacy and Health Sciences,1.14,8548,616,10433,711,680,5124,1111,0,0,2167,0
Remington College-Houston Southeast Campus,1.14,640,0,735,49,0,326,209,0,0,128,0
University of Puerto Rico-Humacao,1.14,11267,419,13338,743,1586,1566,3356,2597,0,0,0
Lincoln College of Technology-Grand Prairie,1.14,2135,0,2441,0,48,1655,460,0,0,0,0
Creighton University,1.14,44332,82,58805,10565,4500,19679,8507,0,0,7172,8094
Westfield State University,1.14,17712,0,22780,1645,1625,5033,4777,6175,2537,0,0
Northwest Kansas Technical College,1.14,1331,0,1525,151,29,478,260,931,0,0,0
Carson-Newman University,1.14,5962,0,7064,900,492,1019,1149,0,0,3476,242
Nazarene Theological Seminary,1.14,714,30,875,123,50,183,104,0,0,114,25
Montclair State University,1.15,59537,0,80015,26772,3725,9940,12535,11372,11162,0,0
DePaul University,1.15,85804,0,110870,19479,13644,28304,13714,0,0,29435,12097
Idaho State University,1.15,35514,810,50199,5121,6350,16340,7146,5113,8247,0,0
The University of Montana,1.15,41362,2934,67046,3348,9579,22777,6006,10222,16424,0,0
Stetson University,1.15,23735,0,27535,2962,1711,8703,2469,0,0,8655,174
University of Hartford,1.15,26242,0,31329,981,206,11259,4107,0,0,6484,1132
Thomas More College of Liberal Arts,1.15,332,0,448,57,0,334,0,0,0,53,65
Lurleen B Wallace Community College,1.15,2968,0,3493,644,207,1095,829,1077,67,0,0
Loyola University New Orleans,1.15,21767,0,26980,1913,2020,9237,4609,0,0,4202,1887
Morgan State University,1.15,35605,2637,50607,3208,2107,22538,8631,3814,6986,0,0
Pennsylvania College of Health Sciences,1.15,4330,0,4992,1134,536,2393,429,0,0,710,0
Xavier University,1.15,26290,0,33021,4088,2831,9530,4084,0,0,10177,2564
Troy University,1.15,36839,0,43924,2635,3078,13522,9027,11989,1349,0,0
Oakton Community College,1.15,13231,0,21093,1748,3111,1744,4433,4696,5850,0,0
Professional Skills Institute,1.15,823,0,951,0,72,511,229,0,0,0,0
Mount Saint Joseph University,1.15,7006,0,9776,752,578,2636,1087,0,0,2573,1686
Visible Music College,1.15,359,0,531,46,0,138,32,0,0,0,117
University of South Florida-Sarasota-Manatee,1.15,5062,0,6128,691,351,2424,1294,1457,267,0,0
Appalachian School of Law,1.15,1229,0,1417,0,0,410,436,0,0,209,0
Coker College,1.15,3414,0,4032,313,155,811,415,0,0,2353,78
St Olaf College,1.15,17282,0,21521,2462,1498,5091,1386,0,0,5345,1573
San Diego Miramar College,1.15,6157,0,7239,784,0,1667,3610,3767,97,0,0
Western Oklahoma State College,1.15,1949,0,2358,213,207,971,268,886,107,0,0
Everest College-Phoenix,1.15,1239,0,1430,101,51,617,598,0,0,0,0
Madison Media Institute,1.15,1162,0,1347,126,202,167,104,0,0,0,0
Arkansas State University-Beebe,1.15,5752,0,7096,926,390,2163,1149,2338,471,0,0
University of St Thomas,1.15,12494,0,14564,1764,1292,4606,2793,0,0,3129,142
Baylor University,1.15,86526,987,102763,9077,12649,42493,9795,0,0,41734,1573
Bowie State University,1.15,16584,0,22681,5166,1921,7985,3268,4083,3459,0,0
Southeastern Oklahoma State University,1.16,8615,0,11513,1231,842,2332,1328,2429,1438,0,0
Suffolk University,1.16,34966,0,43370,10854,3415,11313,6483,0,0,12260,2520
William Paterson University of New Jersey,1.16,42364,0,53598,6983,5901,7494,11200,11732,4229,0,0
Northeast Iowa Community College,1.16,7222,0,9251,1287,662,3193,1580,1420,808,0,0
Mitchell Community College,1.16,4697,0,5660,238,409,2414,1258,1139,184,0,0
The College of Saint Rose,1.16,14835,0,18493,1813,879,4487,2128,0,0,5438,1157
Indian Hills Community College,1.16,8533,0,11104,1419,533,1854,2053,3402,1177,0,0
Lassen Community College,1.16,2750,0,3924,173,290,1646,578,1203,724,0,0
Globe University–Wausau,1.16,328,0,382,0,0,197,24,0,0,0,0
Minneapolis Community and Technical College,1.16,10046,0,12467,838,1340,1758,1975,7170,758,0,0
Worcester State University,1.16,15882,0,19499,1652,1336,7567,4326,4508,1042,0,0
East Tennessee State University,1.16,37591,450,46138,6229,1728,15364,8282,11113,1942,0,0
Rowan-Cabarrus Community College,1.16,9086,0,10569,408,1298,3327,3084,2516,0,0,0
Hudson Valley Community College,1.16,15283,0,17817,1510,2049,3191,4097,3195,0,0,0
Roane State Community College,1.16,7292,0,8520,188,769,970,1777,2446,0,0,0
University of Tulsa,1.16,30577,0,46103,3723,5148,11313,5526,0,0,5395,10442
ICPR Junior College-Mayaguez,1.16,478,0,557,0,15,97,220,0,0,0,0
Monroe College,1.17,19426,0,22821,1600,623,8357,2948,0,0,0,0
Career Technical College-Monroe,1.17,731,0,861,40,0,308,221,0,0,0,0
Baldwin Wallace University,1.17,13266,0,18257,4147,1583,5482,2720,0,0,6389,2623
Michigan State University,1.17,245180,19260,448402,60644,78349,84803,42149,23884,140127,0,0
University at Buffalo,1.17,119587,1779,167612,20785,21717,37377,20622,14317,25680,0,0
Moravian College,1.17,7384,0,9492,363,701,3795,1518,0,0,3540,831
Urshan Graduate School of Theology,1.17,361,0,423,114,0,56,75,0,0,90,0
Pima Medical Institute-Aurora,1.17,384,0,453,0,0,100,353,0,0,0,0
University of Richmond,1.17,41601,48,65168,5732,4655,19896,8050,0,0,10051,16421
University of Massachusetts-Lowell,1.17,55975,1993,70894,6129,8888,29526,8788,15288,2910,0,0
Good Samaritan College of Nursing and Health Science,1.17,1867,0,2189,0,93,1370,307,0,0,762,0
Century College,1.17,11041,0,13401,1298,1373,1957,2235,6532,473,0,0
