UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
101161,"R",96,"R",4532838,"Z",0,"Z",0,"Z",0,"Z",0,"R",96,"R",4532838,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101189,"R",190,"R",8225985,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",1676522,"R",35,"R",2953797,"R",7,"R",288206,"Z",0,"Z",0,"R",50,"R",1821313,"Z",0,"Z",0,"R",5,"R",120739,"Z",0,"Z",0,"R",50,"R",1365408,"Z",0,"Z",0,"Z",0,"Z",0
101240,"R",241,"R",12056014,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",980380,"R",40,"R",3598610,"R",12,"R",623345,"R",24,"R",919130,"R",22,"R",1103303,"R",1,"R",39641,"R",26,"R",943427,"Z",0,"Z",0,"R",79,"R",3172838,"R",16,"R",675340,"Z",0,"Z",0
101286,"R",125,"R",5701481,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1282273,"R",15,"R",1293399,"R",8,"R",305535,"R",8,"R",348733,"R",5,"R",263415,"Z",0,"Z",0,"R",13,"R",519274,"Z",0,"Z",0,"R",39,"R",1317372,"R",8,"R",275179,"R",3,"R",96301
101295,"R",137,"R",6539645,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",457782,"R",28,"R",2344066,"R",1,"R",29822,"R",3,"R",130545,"R",6,"R",200346,"Z",0,"Z",0,"R",4,"R",202898,"Z",0,"Z",0,"R",62,"R",2347487,"R",21,"R",826699,"Z",0,"Z",0
101301,"R",98,"R",4377568,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",851571,"R",14,"R",1172124,"R",5,"R",203572,"R",6,"R",265083,"R",11,"R",466320,"Z",0,"Z",0,"R",15,"R",537521,"R",1,"R",34286,"R",25,"R",797625,"Z",0,"Z",0,"R",1,"R",49466
101365,"R",17,"R",784294,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",142832,"R",1,"R",84380,"R",1,"R",53164,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",297675,"R",1,"R",48000,"R",4,"R",134365,"R",1,"R",23878,"Z",0,"Z",0
101435,"R",114,"R",5117267,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",201724,"R",24,"R",1968265,"R",3,"R",100188,"R",3,"R",132421,"R",43,"R",1827223,"Z",0,"Z",0,"R",28,"R",607267,"Z",0,"Z",0,"R",9,"R",280179,"Z",0,"Z",0,"Z",0,"Z",0
101453,"R",26,"R",1077048,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",32000,"R",9,"R",539715,"R",1,"R",64536,"R",1,"R",57000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",24960,"Z",0,"Z",0,"R",12,"R",334917,"R",1,"R",23920,"Z",0,"Z",0
101462,"R",52,"R",2628884,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",155098,"R",16,"R",1246958,"R",4,"R",207798,"Z",0,"Z",0,"R",7,"R",236610,"Z",0,"Z",0,"R",5,"R",162092,"Z",0,"Z",0,"R",17,"R",620328,"Z",0,"Z",0,"Z",0,"Z",0
101471,"R",84,"R",5080618,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",2357069,"R",10,"R",961045,"R",7,"R",434837,"R",3,"R",184236,"R",3,"R",215601,"Z",0,"Z",0,"R",1,"R",58391,"Z",0,"Z",0,"R",18,"R",756405,"R",1,"R",60000,"R",1,"R",53034
101480,"R",357,"R",16544609,"Z",0,"Z",0,"Z",0,"Z",0,"R",100,"R",3988184,"R",69,"R",5578763,"R",29,"R",1425802,"R",27,"R",1366571,"R",7,"R",241117,"R",5,"R",224195,"Z",0,"Z",0,"Z",0,"Z",0,"R",120,"R",3719977,"Z",0,"Z",0,"Z",0,"Z",0
101499,"R",44,"R",2652605,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",211675,"R",15,"R",1413351,"R",3,"R",211710,"R",2,"R",63569,"R",1,"R",52415,"Z",0,"Z",0,"R",7,"R",261662,"Z",0,"Z",0,"R",12,"R",438223,"Z",0,"Z",0,"Z",0,"Z",0
101505,"R",183,"R",9423732,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1213617,"R",12,"R",1293422,"R",10,"R",630677,"R",11,"R",707820,"R",13,"R",719322,"Z",0,"Z",0,"R",33,"R",1168460,"R",1,"R",72804,"R",76,"R",3428922,"R",4,"R",188688,"Z",0,"Z",0
101514,"R",200,"R",10117841,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",736577,"R",28,"R",2597019,"R",1,"R",43215,"R",19,"R",997426,"R",18,"R",744093,"Z",0,"Z",0,"R",15,"R",616997,"Z",0,"Z",0,"R",88,"R",3768932,"R",13,"R",613582,"Z",0,"Z",0
101541,"R",63,"R",2231248,"Z",0,"Z",0,"R",2,"R",67432,"R",2,"R",88188,"R",13,"R",894732,"R",4,"R",104695,"R",3,"R",95300,"R",1,"R",31000,"R",3,"R",114543,"R",18,"R",391049,"R",5,"R",151084,"R",8,"R",194246,"R",4,"R",98979,"Z",0,"Z",0
101569,"R",145,"R",7172824,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",522277,"R",28,"R",2388556,"R",6,"R",305187,"R",4,"R",250002,"R",8,"R",397292,"Z",0,"Z",0,"R",17,"R",609843,"R",6,"R",289460,"R",60,"R",2165209,"R",5,"R",208032,"R",1,"R",36966
101587,"R",294,"R",11763330,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",265566,"R",37,"R",3097497,"R",31,"R",1356928,"R",12,"R",547389,"R",72,"R",2732806,"Z",0,"Z",0,"R",51,"R",1166589,"Z",0,"Z",0,"R",57,"R",1605540,"R",23,"R",864405,"R",3,"R",126610
101602,"R",70,"R",3605447,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",76059,"R",11,"R",1100037,"R",12,"R",633082,"R",4,"R",204070,"R",10,"R",493291,"Z",0,"Z",0,"R",7,"R",219483,"Z",0,"Z",0,"R",24,"R",849600,"R",1,"R",29825,"Z",0,"Z",0
101648,"R",73,"R",3121042,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",476944,"R",10,"R",772982,"R",7,"R",302244,"R",1,"R",44000,"R",7,"R",302810,"Z",0,"Z",0,"R",16,"R",511511,"R",2,"R",69500,"R",11,"R",364364,"R",5,"R",212175,"R",2,"R",64512
101675,"R",187,"R",6824722,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",168378,"R",22,"R",1741040,"R",10,"R",422146,"R",6,"R",214367,"R",21,"R",819319,"R",3,"R",119000,"R",44,"R",898924,"Z",0,"Z",0,"R",76,"R",2441548,"Z",0,"Z",0,"Z",0,"Z",0
101693,"R",121,"R",4740185,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",164191,"R",39,"R",2008898,"R",9,"R",310583,"R",7,"R",303104,"R",24,"R",895498,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1057911,"Z",0,"Z",0,"Z",0,"Z",0
101709,"R",283,"R",11157415,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",469524,"R",37,"R",1932666,"R",14,"R",589869,"Z",0,"Z",0,"R",83,"R",3772829,"R",3,"R",122072,"R",46,"R",1348945,"Z",0,"Z",0,"R",62,"R",1890314,"R",26,"R",1031196,"Z",0,"Z",0
101736,"R",110,"R",5673610,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",842154,"R",25,"R",2084520,"R",3,"R",114459,"R",5,"R",293790,"R",8,"R",328575,"Z",0,"Z",0,"R",10,"R",327759,"Z",0,"Z",0,"R",38,"R",1542886,"R",2,"R",89107,"R",1,"R",50360
101879,"R",390,"R",16615626,"Z",0,"Z",0,"Z",0,"Z",0,"R",64,"R",2875713,"R",45,"R",4060044,"R",30,"R",1247338,"R",23,"R",1125005,"R",37,"R",1658310,"R",7,"R",251985,"R",77,"R",2021692,"Z",0,"Z",0,"R",79,"R",2343930,"R",22,"R",846254,"R",6,"R",185355
101897,"R",61,"R",3276168,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",357698,"R",6,"R",654239,"R",2,"R",201804,"R",4,"R",192921,"R",2,"R",123878,"Z",0,"Z",0,"R",6,"R",193234,"R",4,"R",238343,"R",27,"R",1138175,"R",4,"R",175876,"Z",0,"Z",0
101912,"R",242,"R",9620141,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",932066,"R",46,"R",2366177,"R",24,"R",949732,"R",24,"R",963849,"R",17,"R",753437,"Z",0,"Z",0,"R",45,"R",1371921,"R",2,"R",49728,"R",55,"R",1880804,"R",8,"R",267927,"R",2,"R",84500
101949,"R",89,"R",4252959,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",1684628,"R",13,"R",1228033,"R",1,"R",73908,"R",1,"R",37854,"R",5,"R",186400,"Z",0,"Z",0,"R",5,"R",198575,"Z",0,"Z",0,"R",25,"R",843561,"Z",0,"Z",0,"Z",0,"Z",0
101958,"R",5,"R",200000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",200000,"Z",0,"Z",0,"Z",0,"Z",0
101994,"R",34,"R",2132605,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",206749,"R",5,"R",549466,"R",3,"R",233596,"R",2,"R",119061,"R",1,"R",45744,"Z",0,"Z",0,"R",4,"R",185359,"Z",0,"Z",0,"R",14,"R",792630,"Z",0,"Z",0,"Z",0,"Z",0
102030,"R",175,"R",8271743,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",755543,"R",20,"R",1820033,"Z",0,"Z",0,"R",3,"R",235771,"R",6,"R",370675,"Z",0,"Z",0,"R",36,"R",1293339,"Z",0,"Z",0,"R",89,"R",3796382,"Z",0,"Z",0,"Z",0,"Z",0
102049,"R",643,"R",31960926,"Z",0,"Z",0,"Z",0,"Z",0,"R",62,"R",2269444,"R",258,"R",16177062,"R",34,"R",1930151,"R",36,"R",1800626,"R",64,"R",3788623,"R",7,"R",280883,"R",19,"R",574593,"R",6,"R",144919,"R",135,"R",4197312,"R",22,"R",797313,"Z",0,"Z",0
102058,"R",7,"R",154700,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",154700,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102067,"R",205,"R",9991801,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",112674,"R",65,"R",4517247,"R",5,"R",202673,"R",11,"R",489318,"R",3,"R",144540,"Z",0,"Z",0,"R",3,"R",95720,"Z",0,"Z",0,"R",93,"R",3725304,"R",22,"R",704325,"Z",0,"Z",0
102076,"R",68,"R",3259519,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",72117,"R",19,"R",1488470,"R",4,"R",150902,"R",3,"R",125795,"R",5,"R",176985,"R",1,"R",51420,"R",14,"R",493437,"Z",0,"Z",0,"R",21,"R",700393,"Z",0,"Z",0,"Z",0,"Z",0
102094,"R",1074,"R",46932908,"Z",0,"Z",0,"Z",0,"Z",0,"R",142,"R",5505700,"R",127,"R",13514985,"R",96,"R",4471243,"R",66,"R",3055045,"R",71,"R",4403881,"R",19,"R",877977,"R",193,"R",4511496,"R",9,"R",199884,"R",242,"R",6959473,"R",98,"R",3090669,"R",11,"R",342555
102234,"R",164,"R",6982904,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",351029,"R",36,"R",2714976,"R",7,"R",311473,"R",10,"R",390018,"R",32,"R",1190022,"R",1,"R",52000,"R",17,"R",502777,"R",2,"R",46143,"R",41,"R",1117004,"R",9,"R",307462,"Z",0,"Z",0
102261,"R",17,"R",613320,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",43320,"R",4,"R",229680,"R",1,"R",33120,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",248880,"R",2,"R",58320,"Z",0,"Z",0
102270,"R",124,"R",4871343,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",155300,"R",39,"R",2050506,"R",5,"R",191650,"R",3,"R",146945,"R",11,"R",709500,"R",2,"R",76750,"R",40,"R",939657,"Z",0,"Z",0,"R",20,"R",601035,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",82,"R",3116494,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",88000,"R",27,"R",1381000,"R",9,"R",334355,"R",4,"R",208500,"R",15,"R",461603,"R",1,"R",30000,"R",11,"R",262360,"Z",0,"Z",0,"R",11,"R",295416,"R",2,"R",55260,"Z",0,"Z",0
102313,"R",68,"R",3640081,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",375815,"R",18,"R",1458250,"R",8,"R",481241,"R",4,"R",196545,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",301975,"Z",0,"Z",0,"R",21,"R",826255,"Z",0,"Z",0,"Z",0,"Z",0
102368,"R",1087,"R",45598956,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",1736434,"R",395,"R",20624523,"R",92,"R",3973310,"R",97,"R",4325052,"R",65,"R",3864633,"R",14,"R",600057,"R",26,"R",820043,"Z",0,"Z",0,"R",355,"R",9543266,"Z",0,"Z",0,"R",3,"R",111638
102377,"R",416,"R",15598851,"R",24,"R",810126,"R",3,"R",119105,"R",95,"R",3207025,"R",21,"R",2495042,"R",56,"R",1866366,"R",22,"R",1098024,"R",57,"R",2620276,"R",3,"R",85823,"R",36,"R",680877,"Z",0,"Z",0,"R",84,"R",1876864,"R",15,"R",739323,"Z",0,"Z",0
102395,"R",34,"R",2033198,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",52691,"R",5,"R",900883,"R",5,"R",209290,"R",7,"R",304321,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",86641,"R",3,"R",115367,"R",11,"R",364005,"Z",0,"Z",0,"Z",0,"Z",0
102429,"R",176,"R",7656590,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",231701,"R",33,"R",2504329,"R",17,"R",629508,"R",4,"R",171237,"R",42,"R",1769125,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",1467465,"R",30,"R",883225,"Z",0,"Z",0
102553,"R",932,"R",52523518,"R",92,"R",5010296,"R",59,"R",2989668,"R",74,"R",5884263,"R",94,"R",8492820,"R",14,"R",873296,"R",65,"R",4032895,"R",72,"R",3752540,"R",2,"R",106994,"R",24,"R",1268788,"R",8,"R",354928,"R",354,"R",16439752,"R",70,"R",3091807,"R",4,"R",225471
102580,"R",9,"R",344568,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",18720,"R",3,"R",114000,"R",1,"R",36000,"R",1,"R",65340,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",94428,"Z",0,"Z",0,"R",1,"R",16080,"Z",0,"Z",0,"Z",0,"Z",0
102614,"R",1649,"R",100165584,"R",574,"R",36906929,"R",129,"R",9027697,"R",70,"R",4565428,"R",129,"R",12224167,"R",64,"R",4047188,"R",74,"R",5065630,"R",70,"R",3825991,"R",9,"R",559865,"R",91,"R",2714726,"R",4,"R",177704,"R",297,"R",14104292,"R",111,"R",5479769,"R",27,"R",1466198
102632,"R",186,"R",10776372,"R",5,"R",211429,"R",4,"R",156239,"R",8,"R",529421,"R",46,"R",3881213,"R",12,"R",708505,"R",21,"R",1152254,"R",13,"R",724061,"Z",0,"Z",0,"R",19,"R",639080,"R",2,"R",101295,"R",41,"R",1966253,"R",15,"R",706622,"Z",0,"Z",0
102669,"R",64,"R",3150244,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",968555,"R",12,"R",452752,"R",8,"R",475208,"R",8,"R",341652,"Z",0,"Z",0,"R",9,"R",272101,"R",1,"R",39520,"R",16,"R",600456,"Z",0,"Z",0,"Z",0,"Z",0
102845,"R",209,"R",7815879,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",1225484,"R",47,"R",2828229,"Z",0,"Z",0,"R",5,"R",244567,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",131168,"R",52,"R",1802955,"R",58,"R",1583476,"Z",0,"Z",0,"Z",0,"Z",0
103361,"R",29,"R",1353559,"Z",0,"Z",0,"R",1,"R",50778,"Z",0,"Z",0,"R",3,"R",202503,"Z",0,"Z",0,"R",1,"R",54932,"R",1,"R",50252,"Z",0,"Z",0,"R",1,"R",30763,"R",1,"R",47798,"R",17,"R",743411,"R",4,"R",173122,"Z",0,"Z",0
103501,"R",26,"R",1277500,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",205000,"R",2,"R",102000,"R",2,"R",106000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",864500,"Z",0,"Z",0,"Z",0,"Z",0
103529,"R",239,"R",19276830,"Z",0,"Z",0,"R",9,"R",550120,"Z",0,"Z",0,"R",62,"R",7300317,"R",40,"R",2790387,"R",57,"R",4349659,"R",13,"R",1108643,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",58,"R",3177704,"Z",0,"Z",0,"Z",0,"Z",0
103644,"R",50,"R",2695410,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",58916,"R",17,"R",1431839,"R",4,"R",225558,"R",1,"R",44054,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",935043,"Z",0,"Z",0,"Z",0,"Z",0
103723,"R",41,"R",2161375,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",470530,"R",6,"R",549323,"R",6,"R",338911,"R",2,"R",71910,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",592332,"R",3,"R",89540,"R",2,"R",48829,"Z",0,"Z",0
103778,"R",218,"R",14938790,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",552852,"R",26,"R",4119311,"R",99,"R",6031898,"R",19,"R",1337633,"R",27,"R",1491411,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",1405685,"Z",0,"Z",0,"Z",0,"Z",0
103787,"R",15,"R",384960,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",23560,"Z",0,"Z",0,"R",4,"R",87000,"Z",0,"Z",0,"R",1,"R",74000,"R",1,"R",34000,"R",2,"R",43200,"R",1,"R",32000,"R",2,"R",48000,"R",2,"R",43200,"Z",0,"Z",0
103893,"R",162,"R",10248298,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",483112,"R",49,"R",5016273,"R",12,"R",706159,"R",19,"R",1200923,"R",10,"R",524497,"Z",0,"Z",0,"R",1,"R",30927,"Z",0,"Z",0,"R",60,"R",2286407,"Z",0,"Z",0,"Z",0,"Z",0
103909,"R",45,"R",2519700,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",579822,"R",17,"R",1185353,"Z",0,"Z",0,"R",1,"R",25210,"R",10,"R",530252,"Z",0,"Z",0,"R",1,"R",31039,"Z",0,"Z",0,"R",5,"R",168024,"Z",0,"Z",0,"Z",0,"Z",0
103927,"R",27,"R",1188881,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",229659,"R",11,"R",563632,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",333953,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",61637,"Z",0,"Z",0,"Z",0,"Z",0
103945,"R",14,"R",560980,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",42800,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",246000,"R",3,"R",129900,"R",4,"R",142280,"Z",0,"Z",0,"Z",0,"Z",0
104090,"R",59,"R",2787188,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",216432,"R",8,"R",776846,"R",6,"R",234811,"R",2,"R",94640,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",32510,"R",19,"R",825578,"R",18,"R",606371,"Z",0,"Z",0,"Z",0,"Z",0
