UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C016,F1C016,XF1C014,F1C014,XF1C017,F1C017,XF1C015,F1C015,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C026,F1C026,XF1C024,F1C024,XF1C027,F1C027,XF1C025,F1C025,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C036,F1C036,XF1C034,F1C034,XF1C037,F1C037,XF1C035,F1C035,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C056,F1C056,XF1C054,F1C054,XF1C057,F1C057,XF1C055,F1C055,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C066,F1C066,XF1C064,F1C064,XF1C067,F1C067,XF1C065,F1C065,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C076,F1C076,XF1C074,F1C074,XF1C077,F1C077,XF1C075,F1C075,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C086,F1C086,XF1C084,F1C084,XF1C087,F1C087,XF1C085,F1C085,XF1C101,F1C101,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C116,F1C116,XF1C114,F1C114,XF1C117,F1C117,XF1C115,F1C115,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C126,F1C126,XF1C124,F1C124,XF1C127,F1C127,XF1C125,F1C125,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C136,F1C136,XF1C134,F1C134,XF1C137,F1C137,XF1C135,F1C135,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C146,F1C146,XF1C144,F1C144,XF1C147,F1C147,XF1C145,F1C145,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C196,F1C196,XF1C194,F1C194,XF1C197,F1C197,XF1C195,F1C195,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
143215,"R",104831182,"R",74980331,"R",7294386,"R",82274717,"R",187105899,"R",3574221,"R",57143563,"R",60717784,"R",17756341,"R",1052680,"R",18809021,"R",79526805,"R",67301106,"R",5297543,"R",0,"R",34980445,"R",107579094,"R",22971643,"R",0,"R",100667883,"R",16820309,"R",778906,"R",141238741,"R",58964024,"R",0,"R",0,"R",27381178,"R",0,"R",0,"R",0,"R",0,"R",0,"R",367044,"A",,"R",0,"A",,"R",2278371,"R",30026593,"R",0,"R",20373633,"R",25967795,"R",20745439,"R",15832277,"R",4531256,"R",0,"R",27872,"R",0,"R",87478272,"R",117504865,"R",0,"R",4352758,"R",0,"R",0,"R",4352758,"R",121857623,"R",38242424,"R",26293134,"R",2112355,"R",3463939,"R",2491255,"R",429998,"R",3451743,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8010807,"R",3948856,"R",783544,"R",725606,"R",521854,"R",90073,"R",1940874,"R",2305286,"R",1579792,"R",107844,"R",208809,"R",150175,"R",25921,"R",232745,"R",9603546,"R",6528174,"R",534212,"R",869874,"R",625611,"R",107982,"R",937693,"R",24691185,"R",6626236,"R",2280850,"R",2236489,"R",1608476,"R",277628,"R",11661506,"R",0,"R",0,"R",0,"R",-7699624,"R",0,"R",0,"R",7699624,"R",17538902,"R",17538902,"R",2151784,"R",644809,"R",64753,"R",194907,"R",140175,"R",24195,"R",1082945,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15832277,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15832277,"R",118376211,"R",45621001,"R",5883558,"R",0,"R",5537546,"R",955797,"R",60378309,"R",121857623,"R",118376211,"R",3481412,"R",104097682,"R",0,"R",107579094,"R",17057600,"R",285431,"R",195871,"R",0,"R",0,"R",2474758,"R",20013660,"R",2474758,"R",0,"R",2474758,"R",17538902,1 ,"R",3241431,"R",3628761
143279,"R",69470701,"R",44658083,"R",8632944,"R",53291027,"R",122761728,"R",5407325,"R",13516300,"R",18923625,"R",22891906,"R",2502461,"R",25394367,"R",44317992,"R",39682320,"R",38761416,"R",0,"R",0,"R",78443736,"R",8406448,"R",0,"R",53781507,"R",7991300,"R",7705480,"R",77884735,"R",24593708,"R",0,"R",0,"R",7624251,"R",0,"R",8068818,"R",0,"R",0,"R",0,"R",2233506,"A",,"R",0,"A",,"R",0,"R",17926575,"R",0,"R",8055260,"R",19462491,"R",9995924,"R",3199218,"R",0,"R",842807,"R",286520,"R",1482016,"R",43324236,"R",61250811,"R",0,"R",1503879,"R",0,"R",0,"R",1503879,"R",62754690,"R",21652635,"R",11139538,"R",2128278,"R",2726015,"R",317058,"R",0,"R",5341746,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2434406,"R",846872,"R",250406,"R",310840,"R",1566,"R",0,"R",1024722,"R",7195245,"R",3279615,"R",824667,"R",918836,"R",3828,"R",0,"R",2168299,"R",4930034,"R",2485174,"R",644903,"R",629903,"R",0,"R",0,"R",1170054,"R",11569749,"R",3675691,"R",1859724,"R",1322063,"R",299308,"R",923106,"R",3489857,"R",0,"R",2327149,"R",692011,"R",-6459288,"R",1112660,"R",0,"R",2327468,"R",2566402,"R",2566402,"R",4323157,"R",610541,"R",123516,"R",551631,"R",5742,"R",0,"R",3031727,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",811656,"R",0,"R",0,"R",0,"R",0,"R",0,"R",811656,"R",55483284,"R",24364580,"R",6523505,"R",0,"R",1740162,"R",923106,"R",21931931,"R",62754690,"R",55483284,"R",7271406,"R",72676209,"R",-1503879,"R",78443736,"R",7899664,"R",365122,"R",1164475,"R",0,"R",0,"R",4070387,"R",13499648,"R",9839921,"R",1093325,"R",10933246,"R",2566402,1 ,"R",4397110,"R",5253579
143613,"R",22634315,"R",21908037,"R",14054589,"R",35962626,"R",58596941,"R",2726851,"R",11115738,"R",13842589,"R",23536967,"R",0,"R",23536967,"R",37379556,"R",9793258,"R",279083,"R",0,"R",11145044,"R",21217385,"R",753977,"R",2420338,"R",33393349,"R",4387723,"R",3040859,"R",43996246,"R",22088209,"R",0,"R",0,"R",4002982,"R",0,"R",0,"R",0,"R",0,"R",0,"R",599619,"A",,"R",0,"A",,"R",0,"R",4602601,"R",0,"R",2566915,"R",9737635,"R",6273895,"R",1345329,"R",19812,"R",0,"R",381802,"R",4041119,"R",24366507,"R",28969108,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28969108,"R",7921717,"R",5345041,"R",596334,"R",519328,"R",460644,"R",337148,"R",663222,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",441592,"R",159641,"R",24258,"R",30549,"R",27096,"R",19832,"R",180216,"R",551993,"R",277457,"R",38828,"R",30549,"R",27097,"R",19833,"R",158229,"R",3345628,"R",1896087,"R",257375,"R",290213,"R",257419,"R",188406,"R",456128,"R",10170997,"R",2347220,"R",4258193,"R",656797,"R",582579,"R",426393,"R",1899815,"R",0,"R",628875,"R",170881,"R",-1527436,"R",0,"R",0,"R",727680,"R",2366356,"R",2366356,"R",1095972,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1095972,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",950172,"R",0,"R",0,"R",0,"R",0,"R",0,"R",950172,"R",26844427,"R",10654321,"R",5345869,"R",0,"R",1354835,"R",991612,"R",8497790,"R",28969108,"R",26844427,"R",2124681,"R",19355967,"R",-263263,"R",21217385,"R",4429522,"R",37025,"R",682778,"R",0,"R",0,"R",0,"R",5149325,"R",2782969,"R",0,"R",2782969,"R",2366356,1 ,"R",9780565,"R",9833181
144005,"R",26049131,"R",149110491,"R",5923080,"R",155033571,"R",181082702,"R",2443223,"R",14097447,"R",16540670,"R",18478165,"R",0,"R",18478165,"R",35018835,"R",134320584,"R",915965,"R",0,"R",10827318,"R",146063867,"R",24616384,"R",0,"R",178767048,"R",32429394,"R",7200089,"R",243012915,"R",94055368,"R",152944,"R",0,"R",24091689,"R",10649241,"R",2600095,"R",7433,"R",0,"R",7433,"R",10599857,"R",0,"R",0,"R",0,"R",2421,"R",47950736,"R",0,"R",80701950,"R",0,"R",12762578,"R",6034575,"R",0,"R",0,"R",49491,"R",0,"R",99548594,"R",147499330,"R",3017640,"R",0,"R",0,"R",7488,"R",3025128,"R",150524458,"R",68761213,"R",31886848,"R",19797029,"R",8360125,"R",2730893,"R",0,"R",5986318,"R",2583864,"R",648297,"R",339205,"R",314152,"R",102620,"R",0,"R",1179590,"R",2666697,"R",1433400,"R",767101,"R",324222,"R",105909,"R",0,"R",36065,"R",17676240,"R",7608237,"R",4414089,"R",2149112,"R",702022,"R",0,"R",2802780,"R",12549550,"R",5939029,"R",3324213,"R",1525799,"R",498413,"R",0,"R",1262096,"R",21756398,"R",8665402,"R",5967495,"R",2645186,"R",864068,"R",0,"R",3614247,"R",0,"R",8207626,"R",4804195,"R",-17361910,"R",784978,"R",0,"R",3565111,"R",13076323,"R",13076323,"R",16806062,"R",5443449,"R",2645931,"R",2043314,"R",667463,"R",0,"R",6005905,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",755195,"R",0,"R",0,"R",0,"R",0,"R",755195,"R",0,"R",156631542,"R",69832288,"R",42059258,"R",0,"R",6456366,"R",755195,"R",37528435,"R",150524458,"R",156631542,"R",-6107084,"R",152170951,"R",0,"R",146063867,"R",12762578,"R",945799,"R",6161757,"R",0,"R",0,"R",7434547,"R",27304681,"R",14227833,"R",525,"R",14228358,"R",13076323,1 ,"R",3632365,"R",5072313
144157,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6488149,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1473748,"A",,"R",0,"A",,"R",0,"R",7961897,"R",0,"R",3998254,"R",11699073,"R",19964207,"R",11832663,"R",183000,"R",3500,"R",0,"R",0,"R",47680697,"R",55642594,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55642594,"R",30936947,"R",12752452,"R",5642322,"R",8842027,"R",2144096,"R",0,"R",1556050,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",979243,"R",384414,"R",255729,"R",279875,"R",34318,"R",0,"R",24907,"R",5148315,"R",2003752,"R",1125939,"R",1471430,"R",317079,"R",0,"R",230115,"R",6807917,"R",2733533,"R",1212504,"R",1945757,"R",530859,"R",0,"R",385264,"R",6824517,"R",2030892,"R",1003730,"R",1950502,"R",1065860,"R",0,"R",773533,"R",0,"R",4836552,"R",2043308,"R",-15477815,"R",1653037,"R",0,"R",6944918,"R",8833638,"R",8833638,"R",3457650,"R",1220261,"R",520005,"R",988224,"R",0,"R",0,"R",729160,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62988227,"R",25961856,"R",11803537,"R",0,"R",5745249,"R",0,"R",19477585,"A",,"A",,"A",,"A",,"A",,"A",,"R",16140031,"R",596889,"R",1617422,"R",0,"R",22974,"R",1338213,"R",19715529,"R",10881891,"R",0,"R",10881891,"R",8833638,2 ,"A",,"A",
144166,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3240415,"R",0,"R",0,"R",0,"R",0,"R",0,"R",524359,"A",,"R",0,"A",,"R",0,"R",3764774,"R",0,"R",6015018,"R",9003837,"R",17429259,"R",12479322,"R",68855,"R",0,"R",0,"R",0,"R",44996291,"R",48761065,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48761065,"R",25476477,"R",13652750,"R",6198857,"R",5181622,"R",156835,"R",0,"R",286413,"R",20535,"R",9258,"R",3293,"R",4177,"R",1021,"R",0,"R",2786,"R",560847,"R",196416,"R",131696,"R",114070,"R",31814,"R",0,"R",86851,"R",3307940,"R",1415254,"R",750734,"R",672797,"R",125780,"R",0,"R",343375,"R",8290664,"R",3675790,"R",1698519,"R",1686226,"R",291798,"R",0,"R",938331,"R",5066494,"R",1909027,"R",956331,"R",1030467,"R",313857,"R",0,"R",856812,"R",0,"R",3518914,"R",1569864,"R",-8955257,"R",622708,"R",0,"R",3243771,"R",7865531,"R",7865531,"R",1307339,"R",555453,"R",292312,"R",265898,"R",0,"R",0,"R",193676,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",51895827,"R",24932862,"R",11601606,"R",0,"R",1543813,"R",0,"R",13817546,"A",,"A",,"A",,"A",,"A",,"A",,"R",14763194,"R",329850,"R",1605770,"R",0,"R",24193,"R",594446,"R",17317453,"R",9451922,"R",0,"R",9451922,"R",7865531,2 ,"A",,"A",
144175,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2742099,"R",0,"R",0,"R",0,"R",0,"R",0,"R",214457,"A",,"R",0,"A",,"R",0,"R",2956556,"R",0,"R",2873321,"R",11037296,"R",11714738,"R",9421915,"R",1563544,"R",0,"R",0,"R",0,"R",36610814,"R",39567370,"R",5110782,"R",0,"R",0,"R",0,"R",5110782,"R",44678152,"R",21307037,"R",10474549,"R",5096365,"R",4705418,"R",173305,"R",0,"R",857400,"R",18143,"R",3811,"R",3297,"R",4007,"R",1182,"R",0,"R",5846,"R",167480,"R",74991,"R",39809,"R",36986,"R",2639,"R",0,"R",13055,"R",2772134,"R",1290464,"R",688322,"R",612194,"R",30460,"R",0,"R",150694,"R",6341413,"R",2844164,"R",1414956,"R",1400430,"R",114651,"R",0,"R",567212,"R",5775382,"R",2016459,"R",1084289,"R",1275428,"R",235268,"R",0,"R",1163938,"R",0,"R",2620086,"R",1150112,"R",-8203187,"R",557841,"R",0,"R",3875148,"R",5232783,"R",5232783,"R",764015,"R",349473,"R",167125,"R",168724,"R",0,"R",0,"R",78693,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42378387,"R",19673997,"R",9644275,"R",0,"R",1115346,"R",0,"R",11944769,"A",,"A",,"A",,"A",,"A",,"A",,"R",9810751,"R",199664,"R",987274,"R",8610,"R",37199,"R",274554,"R",11318052,"R",6085269,"R",0,"R",6085269,"R",5232783,2 ,"A",,"A",
144184,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7174808,"R",0,"R",0,"R",0,"R",0,"R",0,"R",353940,"A",,"R",0,"A",,"R",0,"R",7528748,"R",0,"R",10317159,"R",7111578,"R",13865646,"R",16847889,"R",1582203,"R",9545,"R",0,"R",0,"R",49734020,"R",57262768,"R",9000,"R",0,"R",0,"R",0,"R",9000,"R",57271768,"R",33429126,"R",18341321,"R",8332065,"R",5569788,"R",361363,"R",0,"R",824589,"R",4369,"R",2000,"R",1403,"R",728,"R",73,"R",0,"R",165,"R",134365,"R",48528,"R",24826,"R",22387,"R",11769,"R",0,"R",26855,"R",4801739,"R",2489583,"R",1221120,"R",800041,"R",88667,"R",0,"R",202328,"R",8698699,"R",4362152,"R",2011412,"R",1449332,"R",266860,"R",0,"R",608943,"R",6575344,"R",2276761,"R",1179840,"R",1095550,"R",616474,"R",0,"R",1406719,"R",0,"R",3362474,"R",1549510,"R",-9053963,"R",653165,"R",0,"R",3488814,"R",5952384,"R",5952384,"R",697037,"R",314904,"R",163178,"R",116137,"R",0,"R",0,"R",102818,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60293063,"R",31197723,"R",14483354,"R",0,"R",1998371,"R",0,"R",12613615,"A",,"A",,"A",,"A",,"A",,"A",,"R",11279889,"R",217955,"R",1373115,"R",625,"R",30016,"R",586598,"R",13488198,"R",7535814,"R",0,"R",7535814,"R",5952384,2 ,"A",,"A",
144193,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4187926,"R",0,"R",0,"R",0,"R",0,"R",0,"R",566184,"A",,"R",0,"A",,"R",0,"R",4754110,"R",0,"R",8595240,"R",6732450,"R",12951655,"R",12796128,"R",143000,"R",0,"R",0,"R",0,"R",41218473,"R",45972583,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45972583,"R",23484925,"R",12066702,"R",5273394,"R",5762417,"R",217824,"R",0,"R",164588,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",285302,"R",109128,"R",69270,"R",70004,"R",16869,"R",0,"R",20031,"R",2011037,"R",820444,"R",396723,"R",493441,"R",137344,"R",0,"R",163085,"R",7741099,"R",3488058,"R",1649897,"R",1899407,"R",321722,"R",0,"R",382015,"R",4893761,"R",1751854,"R",904439,"R",1200766,"R",473940,"R",0,"R",562762,"R",0,"R",3549945,"R",1567129,"R",-9597735,"R",1009880,"R",0,"R",3470781,"R",5724175,"R",5724175,"R",699768,"R",270631,"R",115272,"R",171700,"R",0,"R",0,"R",142165,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44840067,"R",22056762,"R",9976124,"R",0,"R",2177579,"R",0,"R",10629602,"A",,"A",,"A",,"A",,"A",,"A",,"R",10794507,"R",179613,"R",1228741,"R",0,"R",22932,"R",1010086,"R",13235879,"R",7511704,"R",0,"R",7511704,"R",5724175,2 ,"A",,"A",
144209,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9609959,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1265620,"A",,"R",0,"A",,"R",0,"R",10875579,"R",0,"R",4687948,"R",5121934,"R",25021974,"R",12877779,"R",1756,"R",0,"R",0,"R",0,"R",47711391,"R",58586970,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58586970,"R",26232209,"R",15170508,"R",7061799,"R",3618576,"R",142012,"R",0,"R",239314,"R",39010,"R",12596,"R",6472,"R",5381,"R",3513,"R",0,"R",11048,"R",33392,"R",13788,"R",10394,"R",4606,"R",1111,"R",0,"R",3493,"R",4248642,"R",2273778,"R",972392,"R",586075,"R",100475,"R",0,"R",315922,"R",8125826,"R",3634010,"R",1729274,"R",1120909,"R",396119,"R",0,"R",1245514,"R",5463431,"R",1915613,"R",975901,"R",753648,"R",388740,"R",0,"R",1429529,"R",0,"R",2269997,"R",1006759,"R",-6241053,"R",375625,"R",0,"R",2588672,"R",12155996,"R",12155996,"R",1100864,"R",633260,"R",315746,"R",151858,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57399370,"R",25923550,"R",12078737,"R",0,"R",1407595,"R",0,"R",17989488,"A",,"A",,"A",,"A",,"A",,"A",,"R",23027750,"R",421873,"R",2770187,"R",0,"R",50534,"R",646090,"R",26916434,"R",14760438,"R",0,"R",14760438,"R",12155996,2 ,"A",,"A",
144218,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10367263,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1038831,"A",,"R",0,"A",,"R",0,"R",11406094,"Z",0,"R",7604682,"R",6676908,"R",19010586,"R",15119096,"R",6601,"R",0,"R",0,"R",0,"R",48417873,"R",59823967,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59823967,"R",32254841,"R",17200027,"R",7782167,"R",6357921,"R",577639,"R",0,"R",337087,"R",8222,"R",0,"R",0,"R",1621,"R",4169,"R",0,"R",2432,"R",232281,"R",127474,"R",48580,"R",45786,"R",6593,"R",0,"R",3848,"R",4949434,"R",2537692,"R",1225738,"R",975609,"R",132862,"R",0,"R",77533,"R",9101785,"R",4202657,"R",1979753,"R",1794100,"R",710598,"R",0,"R",414677,"R",6224853,"R",2120625,"R",1107086,"R",1227013,"R",1117815,"R",0,"R",652314,"R",0,"R",3137182,"R",1477059,"R",-10453914,"R",1273435,"R",0,"R",4566238,"R",8651765,"R",8651765,"R",263117,"R",79621,"R",33862,"R",51864,"R",0,"R",0,"R",97770,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",61686298,"R",29405278,"R",13654245,"R",0,"R",3823111,"R",0,"R",14803664,"A",,"A",,"A",,"A",,"A",,"A",,"R",16431787,"R",272073,"R",2012309,"R",0,"R",17443,"R",587717,"R",19321329,"R",10669564,"R",0,"R",10669564,"R",8651765,2 ,"A",,"A",
144500,"R",289081337,"R",534545383,"R",521350013,"R",1055895396,"R",1344976733,"R",0,"R",138478262,"R",138478262,"R",257406782,"R",60743038,"R",318149820,"R",456628082,"R",658505276,"R",7988975,"R",0,"R",221854400,"R",888348651,"R",53616391,"R",0,"R",786947003,"R",47560913,"R",103111151,"R",991235458,"R",299962533,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4110437,"A",,"R",0,"A",,"R",0,"R",4110437,"R",0,"R",0,"R",74903394,"R",1291747,"R",11649946,"R",1433133,"R",47584,"R",1703731,"R",573157,"R",91602692,"R",95713129,"R",0,"R",0,"R",0,"R",0,"R",0,"R",95713129,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",254052,"R",26669,"R",20387,"R",45156,"Z",0,"R",467,"R",161373,"R",6943302,"R",2475336,"R",1231501,"R",1234129,"Z",0,"R",5775,"R",1996561,"R",756839,"R",336850,"R",178419,"R",134523,"Z",0,"R",683,"R",106364,"R",61457473,"R",23135515,"R",13323339,"R",10923689,"Z",0,"R",40221,"R",14034709,"R",0,"R",2056426,"R",986597,"R",-14039518,"R",2792020,"R",23460,"R",8181015,"R",0,"R",0,"R",9575693,"R",3791474,"R",2068211,"R",1702021,"R",0,"R",0,"R",2013987,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78987359,"R",31822270,"R",17808454,"R",0,"R",2792020,"R",70606,"R",26494009,"C",466450228,"C",460468598,"R",5981630,"R",882367021,"R",0,"R",888348651,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,2 ,"A",,"A",
144564,"R",24622692,"R",38285963,"R",2305723,"R",40591686,"R",65214378,"R",797183,"R",1977698,"R",2774881,"R",5160383,"R",50408,"R",5210791,"R",7985672,"R",35944120,"R",9214595,"Z",0,"R",12069991,"R",57228706,"R",925214,"R",5210079,"R",57294272,"R",14336011,"R",1421464,"R",79187040,"R",38595354,"Z",0,"Z",0,"R",3797592,"Z",0,"Z",0,"R",10000,"Z",0,"R",10000,"R",1572107,"A",,"Z",0,"A",,"R",35872,"R",5415571,"Z",0,"R",4267879,"R",6222769,"R",5887239,"R",797026,"R",70374,"R",45000,"R",66504,"R",4319028,"R",21675819,"R",27091390,"Z",0,"R",487000,"Z",0,"R",0,"R",487000,"R",27578390,"R",10238399,"R",6550224,"R",1015578,"R",1762125,"R",254483,"R",49044,"R",606945,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1416444,"R",593888,"R",131091,"R",243783,"R",0,"R",6995,"R",440687,"R",1398766,"R",664860,"R",117619,"R",240741,"R",36073,"R",6693,"R",332780,"R",2319907,"R",1228599,"R",310074,"R",399278,"R",0,"R",11457,"R",370499,"R",4912768,"R",1694045,"R",745416,"R",845534,"R",229020,"R",31459,"R",1367294,"R",0,"R",758367,"R",249243,"R",-3789840,"R",1354746,"R",99686,"R",1327798,"R",1734556,"R",1734556,"R",1733660,"R",371879,"R",108555,"R",298379,"R",23548,"Z",0,"R",931299,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3869867,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3869867,"R",27624367,"R",11861862,"R",2677576,"R",0,"R",1897870,"R",205334,"R",10981725,"R",27578390,"R",27624367,"R",-45977,"R",57274683,"R",0,"R",57228706,"R",4123746,"R",128225,"R",296346,"Z",0,"Z",0,"R",2058007,"R",6606324,"R",4871768,"Z",0,"R",4871768,"R",1734556,1 ,"R",7947564,"R",8669490
