UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C014,F1C014,XF1C015,F1C015,XF1C016,F1C016,XF1C017,F1C017,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C024,F1C024,XF1C025,F1C025,XF1C026,F1C026,XF1C027,F1C027,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C034,F1C034,XF1C035,F1C035,XF1C036,F1C036,XF1C037,F1C037,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C054,F1C054,XF1C055,F1C055,XF1C056,F1C056,XF1C057,F1C057,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C064,F1C064,XF1C065,F1C065,XF1C066,F1C066,XF1C067,F1C067,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C074,F1C074,XF1C075,F1C075,XF1C076,F1C076,XF1C077,F1C077,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C084,F1C084,XF1C085,F1C085,XF1C086,F1C086,XF1C087,F1C087,XF1C101,F1C101,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C114,F1C114,XF1C115,F1C115,XF1C116,F1C116,XF1C117,F1C117,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C124,F1C124,XF1C125,F1C125,XF1C126,F1C126,XF1C127,F1C127,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C134,F1C134,XF1C135,F1C135,XF1C136,F1C136,XF1C137,F1C137,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C144,F1C144,XF1C145,F1C145,XF1C146,F1C146,XF1C147,F1C147,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C194,F1C194,XF1C195,F1C195,XF1C196,F1C196,XF1C197,F1C197,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
125019,"R",155872409,"R",354343627,"R",167647173,"R",521990800,"R",677863209,"R",3415960,"R",21335134,"R",24751094,"R",322006672,"R",4194707,"R",326201379,"R",350952473,"R",197564247,"R",97542402,"Z",0,"R",31804087,"R",326910736,"R",120475827,"Z",0,"R",431514239,"R",22982525,"R",47171346,"R",622143937,"R",100153137,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"A",,"Z",0,"A",,"R",296466,"R",296466,"Z",0,"R",39911487,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1070769,"R",0,"R",40982256,"R",41278722,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41278722,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",64577574,"R",6769384,"R",3576035,"R",12406862,"R",23804471,"R",594748,"R",17426074,"R",0,"R",55478,"R",28365,"Z",0,"R",510905,"R",-594748,"Z",0,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64577574,"R",6824862,"R",3604400,"R",12406862,"R",24315376,"R",0,"R",17426074,"R",225352810,"R",248651662,"R",-23298852,"R",350209588,"R",0,"R",326910736,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,2 ,"A",,"A",
125028,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5294005,"R",1846263,"R",3061692,"Z",0,"Z",0,"Z",0,"R",3681923,"A",,"R",1903924,"A",,"R",1,"R",15787808,"R",0,"R",30892192,"Z",0,"R",16535949,"R",2460808,"R",152835,"R",80616,"Z",0,"R",8071968,"R",58194368,"R",73982176,"R",207499,"Z",0,"Z",0,"R",0,"R",207499,"R",74189675,"R",28817291,"R",19697472,"R",6186012,"Z",0,"R",933807,"R",2000000,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",418754,"R",157821,"R",50995,"Z",0,"R",209938,"Z",0,"Z",0,"R",9176530,"R",5187276,"R",2277892,"Z",0,"R",211362,"R",1500000,"Z",0,"R",4879412,"R",2947179,"R",1281014,"Z",0,"R",564465,"R",86754,"Z",0,"R",3264500,"R",1645486,"R",821563,"Z",0,"R",797451,"Z",0,"Z",0,"R",0,"R",1810735,"R",1092852,"Z",0,"R",683167,"R",-3586754,"Z",0,"R",16911729,"R",16911729,"R",4777358,"R",1175390,"R",557746,"Z",0,"R",3044222,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5944101,"R",0,"R",0,"R",0,"R",5944101,"R",0,"R",0,"R",74189675,"R",32621359,"R",12268074,"R",0,"R",29300242,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",16161249,"R",374700,"R",915376,"Z",0,"R",5404505,"R",0,"R",22855830,"R",5944101,"R",0,"R",5944101,"R",16911729,2 ,"A",,"A",
125091,"R",66552000,"R",110953903,"R",42781986,"R",153735889,"R",220287889,"R",1662000,"R",8304000,"R",9966000,"R",153240000,"R",0,"R",153240000,"R",163206000,"R",2519000,"R",9619000,"R",0,"R",44943889,"R",57081889,"R",25171136,"R",0,"R",127964260,"R",12771399,"R",328052,"R",166234847,"R",43297639,"R",0,"R",0,"R",2762499,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3303418,"A",,"R",0,"A",,"R",220700,"R",6286617,"R",0,"R",34566154,"R",13069103,"R",37121349,"R",3906811,"R",0,"R",0,"R",2165099,"R",6434495,"R",97263011,"R",103549628,"Z",0,"Z",0,"R",0,"R",1713120,"R",1713120,"R",105262748,"R",36674248,"R",21663496,"R",4451302,"R",2039206,"R",2551840,"R",1492587,"R",4475817,"R",469085,"R",341731,"R",113453,"Z",0,"R",13901,"Z",0,"Z",0,"R",306996,"R",185295,"R",66566,"Z",0,"R",55135,"Z",0,"Z",0,"R",4182668,"R",2942122,"R",936036,"Z",0,"R",304510,"Z",0,"Z",0,"R",7641569,"R",4348370,"R",1275472,"Z",0,"R",2017727,"Z",0,"Z",0,"R",15793582,"R",3986392,"R",1525705,"R",2039206,"R",2273875,"R",1492587,"R",4475817,"R",0,"R",1734482,"R",753706,"Z",0,"R",496987,"R",-2985175,"Z",0,"R",41192997,"R",41192997,"R",1448956,"R",888247,"R",298444,"Z",0,"R",262265,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12798218,"R",3245522,"R",2034252,"R",1,"R",7518442,"R",1,"R",0,"R",120508319,"R",39335657,"R",11454936,"R",4078413,"R",56687679,"R",0,"R",8951634,"R",105262748,"R",120508319,"R",-15245571,"R",68249000,"R",4078460,"R",57081889,"R",23813658,"R",13742566,"R",1122732,"Z",0,"Z",0,"R",2763381,"R",41442337,"R",249340,"R",0,"R",249340,"R",41192997,2 ,"A",,"A",
125170,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2742540,"R",2398840,"R",2103044,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"A",,"R",0,"R",7244424,"R",0,"R",10702632,"R",8503999,"R",5121064,"R",770548,"Z",0,"R",0,"R",633297,"R",1955272,"R",27686812,"R",34931236,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34931236,"R",9565188,"R",6806030,"R",1805858,"Z",0,"R",152903,"R",800397,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2789631,"R",1675932,"R",611907,"Z",0,"R",268361,"R",233431,"Z",0,"R",2781240,"R",1761535,"R",613464,"Z",0,"R",173512,"R",232729,"Z",0,"R",1166199,"R",639687,"R",345982,"Z",0,"R",82945,"R",97585,"Z",0,"R",0,"R",298101,"R",226297,"Z",0,"R",854723,"R",-1379121,"Z",0,"R",6677358,"R",6677358,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",277666,"R",0,"R",0,"R",0,"R",262687,"R",14979,"R",0,"R",23257282,"R",11181285,"R",3603508,"R",0,"R",8472489,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",5121064,"R",1261664,"R",294630,"R",0,"R",1973928,"R",0,"R",8651286,"R",1973928,"R",0,"R",1973928,"R",6677358,2 ,"A",,"A",
125222,"R",151991023,"R",173233878,"R",98705294,"R",271939172,"R",423930195,"R",2453857,"R",30221213,"R",32675070,"R",289330149,"R",5084788,"R",294414937,"R",327090007,"R",90930692,"R",17620737,"R",2126252,"R",-13837493,"R",96840188,"R",40177228,"Z",0,"R",187382330,"R",15833294,"R",60805191,"R",304198043,"R",68108147,"Z",0,"Z",0,"R",5857165,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2641808,"A",,"Z",0,"A",,"R",1,"R",8498974,"Z",0,"R",2909901,"R",41209927,"R",10022678,"R",6878369,"R",5345332,"R",0,"R",-11398251,"R",783719,"R",55751675,"R",64250649,"R",1837820,"Z",0,"Z",0,"R",0,"R",1837820,"R",66088469,"R",43321075,"R",18833112,"R",10357280,"R",2419435,"R",3379205,"R",2380626,"R",5951417,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2907939,"R",1264178,"R",695235,"R",162405,"R",226830,"R",159800,"R",399491,"R",17098099,"R",7433112,"R",4087844,"R",954910,"R",1333716,"R",939593,"R",2348924,"R",9032771,"R",3926846,"R",2159571,"R",504472,"R",704588,"R",496379,"R",1240915,"R",3037811,"R",1320637,"R",726285,"R",169658,"R",236962,"R",166937,"R",417332,"R",0,"R",1572102,"R",864578,"R",0,"R",1061675,"R",-4349264,"R",850909,"R",0,"R",0,"R",3747353,"R",1629099,"R",895924,"R",209286,"R",292306,"R",205929,"R",514809,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",79145048,"R",35979086,"R",19786717,"R",4420166,"R",7235282,"R",0,"R",11723797,"C",126472791,"R",145889489,"R",-19416698,"R",116256876,"R",10,"R",96840188,"R",6824134,"R",286094,"R",249802,"R",201267,"Z",0,"R",0,"R",7561297,"R",3252786,"R",4308511,"R",7561297,"R",0,2 ,"A",,"A",
125462,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1367039,"R",4612170,"R",5199636,"R",64694,"R",64694,"Z",0,"R",759880,"A",,"R",0,"A",,"R",0,"R",12003419,"R",0,"R",10346148,"R",2428493,"R",5789095,"R",29520,"R",0,"R",0,"R",944027,"R",411288,"R",19948571,"R",31951990,"R",2984267,"Z",0,"Z",0,"R",0,"R",2984267,"R",34936257,"R",8349799,"R",5486080,"R",1426878,"R",498135,"R",146599,"R",509504,"R",282603,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1364527,"R",311231,"R",126054,"R",81405,"R",716391,"R",83263,"R",46183,"R",2431164,"R",922956,"R",281715,"R",145039,"R",850821,"R",148349,"R",82284,"R",11592594,"R",2740409,"R",998479,"R",691595,"R",6062375,"R",707379,"R",392357,"R",4017482,"R",2085160,"R",704149,"R",239676,"R",607377,"R",245146,"R",135974,"R",0,"R",541225,"R",257417,"Z",0,"R",1151050,"R",-1949692,"Z",0,"R",0,"R",0,"R",4196195,"R",2097707,"R",840432,"R",250338,"R",609645,"R",256051,"R",142022,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4937308,"R",0,"R",0,"R",0,"R",4937308,"R",0,"R",0,"R",36889069,"R",14184768,"R",4635124,"R",1906188,"R",15081566,"R",0,"R",1081423,"A",,"A",,"A",,"A",,"A",,"A",,"R",4421103,"R",57891,"R",289455,"Z",0,"Z",0,"R",36500,"R",4804949,"R",76514,"R",4728435,"R",4804949,"R",0,2 ,"A",,"A",
125471,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3626781,"R",4424585,"R",2227602,"R",969179,"R",969179,"Z",0,"R",1770654,"A",,"Z",0,"A",,"R",0,"R",13018801,"Z",0,"R",24256296,"R",11405778,"R",13076426,"R",501024,"Z",0,"R",0,"R",1286808,"R",1512282,"R",52038614,"R",65057415,"Z",0,"Z",0,"R",0,"R",51760,"R",51760,"R",65109175,"R",25985245,"R",13756559,"R",2723196,"R",5710889,"R",1343150,"R",2451451,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1000408,"R",413743,"R",59747,"R",171761,"R",281427,"R",73730,"Z",0,"R",3266762,"R",1642085,"R",391827,"R",681694,"R",258533,"R",292623,"Z",0,"R",7319131,"R",3640198,"R",1157417,"R",1511189,"R",361635,"R",648692,"Z",0,"R",12714658,"R",3815127,"R",1584018,"R",1583809,"R",5051839,"R",679865,"Z",0,"R",0,"R",2160979,"R",1016359,"Z",0,"R",1228169,"R",-4405507,"Z",0,"R",13497547,"R",13497547,"R",3751012,"R",1454222,"R",451896,"R",763,"R",1584985,"R",259146,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",67534763,"R",26882913,"R",7384460,"R",9660105,"R",23607285,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",12668912,"R",173638,"R",5072571,"Z",0,"Z",0,"R",0,"R",17915121,"R",4417574,"R",0,"R",4417574,"R",13497547,2 ,"A",,"A",
126100,"R",38854796,"R",270770370,"R",160056747,"R",430827117,"R",469681913,"R",4102184,"R",23713497,"R",27815681,"R",330944351,"R",0,"R",330944351,"R",358760032,"R",72100533,"R",19100901,"Z",0,"R",19720447,"R",110921881,"R",11096367,"Z",0,"R",122717670,"R",24280543,"R",166040895,"R",324135475,"R",53365135,"Z",0,"Z",0,"R",435704,"R",4001610,"R",4573170,"R",87639,"R",87639,"Z",0,"Z",0,"A",,"Z",0,"A",,"R",395992,"R",9494115,"Z",0,"R",45629820,"R",27995851,"Z",0,"Z",0,"Z",0,"R",203303,"R",172598,"R",3594007,"R",77595579,"R",87089694,"Z",0,"Z",0,"Z",0,"R",14365155,"R",14365155,"R",101454849,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6553449,"R",675835,"R",366941,"Z",0,"R",5510673,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",33434913,"R",7481167,"R",7389171,"R",4128902,"R",3786689,"R",10648984,"Z",0,"R",0,"R",4143989,"R",2335774,"Z",0,"R",4169221,"R",-10648984,"Z",0,"R",15540,"R",15540,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19726548,"R",0,"R",0,"R",1,"R",19726547,"R",0,"R",0,"R",59730450,"R",12300991,"R",10091886,"R",4128903,"R",33208670,"R",0,"R",0,"R",160462673,"R",169080990,"R",-8618317,"R",117418597,"R",2121601,"R",110921881,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1 ,"R",109325,"R",109324
126119,"R",11081864,"R",111631789,"R",26075915,"R",137707704,"R",148789568,"R",2462945,"R",12149428,"R",14612373,"R",105742226,"R",2997846,"R",108740072,"R",123352445,"R",24162682,"R",16079361,"R",14804920,"R",-29609840,"R",25437123,"R",4113618,"R",0,"R",99842237,"R",5038413,"R",18157342,"R",127151610,"R",16683384,"R",0,"R",0,"R",1753558,"R",2162711,"R",4183807,"R",1179336,"R",1179336,"R",0,"R",584150,"A",,"R",0,"A",,"R",0,"R",9863562,"R",0,"R",2990098,"R",16221218,"R",12237946,"R",0,"R",0,"R",0,"R",159954,"R",848797,"R",32458013,"R",42321575,"R",24826,"R",0,"R",0,"R",0,"R",24826,"R",42346401,"R",23928892,"R",13912986,"R",2566630,"R",953041,"R",2894487,"R",909342,"R",2692406,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1321651,"R",550076,"R",217711,"R",47257,"R",258593,"R",114510,"R",133504,"R",4135913,"R",994609,"R",994609,"R",147884,"R",922686,"R",658342,"R",417783,"R",7514571,"R",4451446,"R",1381172,"R",268692,"R",103113,"R",551075,"R",759073,"R",7190016,"R",2885976,"R",1852640,"R",257087,"R",1045070,"R",622955,"R",526288,"R",0,"R",891187,"R",2415277,"Z",0,"R",253760,"R",-3560224,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12670275,"R",0,"R",3200000,"R",198042,"R",8373767,"R",704000,"R",194466,"R",56761318,"R",23686280,"R",12628039,"R",1872003,"R",13851476,"R",0,"R",4723520,"R",42346401,"R",56761318,"R",-14414917,"R",32540855,"R",7311185,"R",25437123,"R",11067454,"R",1600607,"R",832933,"R",0,"R",0,"R",20098,"R",13521092,"R",3475646,"R",10045446,"R",13521092,"R",0,2 ,"A",,"A",
126182,"R",33325418,"R",103470476,"R",7344417,"R",110814893,"R",144140311,"R",1172911,"R",8423718,"R",9596629,"R",72232796,"R",1194156,"R",73426952,"R",83023581,"R",47300695,"R",4805970,"R",28250,"R",8981815,"R",61116730,"R",6230054,"R",0,"R",73079613,"R",8671938,"R",16070409,"R",104052014,"R",41850166,"R",0,"R",0,"R",15523672,"R",2877923,"R",10139491,"R",0,"R",0,"R",0,"R",7638380,"R",0,"R",0,"R",0,"R",789647,"R",36969113,"R",0,"R",0,"R",0,"R",6834123,"R",24342,"R",0,"R",1888398,"R",127227,"R",0,"R",8874090,"R",45843203,"R",17400,"R",0,"R",0,"R",1482493,"R",1499893,"R",47343096,"R",20371768,"R",12468396,"R",3031483,"R",2220934,"R",593754,"R",1416012,"R",641189,"R",1506,"R",1200,"R",0,"R",159,"R",3,"R",98,"R",46,"R",21163,"R",3945,"R",89,"R",2232,"R",12830,"R",1423,"R",644,"R",2760753,"R",1349668,"R",352355,"R",291153,"R",497888,"R",185632,"R",84057,"R",4789184,"R",2168240,"R",688463,"R",505075,"R",959567,"R",322023,"R",145816,"R",4365734,"R",1792897,"R",477774,"R",460417,"R",1208173,"R",293550,"R",132923,"R",0,"R",1255949,"R",314524,"R",375109,"R",1263793,"R",-3317670,"R",108295,"R",1725344,"R",1725344,"R",16343470,"R",4478670,"R",1204444,"R",1723608,"R",7340210,"R",1098929,"R",497609,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",763763,"R",0,"R",0,"R",0,"R",763760,"R",3,"R",0,"R",51142685,"R",23518965,"R",6069132,"R",5578687,"R",14365322,"R",0,"R",1610579,"R",47343096,"R",51142685,"R",-3799589,"R",64916319,"R",0,"R",61116730,"R",6206675,"R",287682,"R",1358626,"R",0,"R",1330818,"R",4768214,"R",13952015,"R",11328773,"R",897898,"R",12226671,"R",1725344,1 ,"R",295445,"R",455435
126207,"R",63206634,"R",52988095,"R",20087530,"R",73075625,"R",136282259,"R",775000,"R",6325637,"R",7100637,"R",15349429,"R",1221458,"R",16570887,"R",23671524,"R",50633019,"R",1542678,"R",0,"R",60435038,"R",112610735,"R",12498615,"R",0,"R",47012708,"R",4178918,"R",2862295,"R",66552536,"R",41362611,"R",0,"R",16796,"R",14167937,"R",1449569,"R",2354366,"R",255109,"R",0,"R",255109,"R",2168944,"A",,"R",0,"A",,"R",148050,"R",20543975,"R",0,"R",7226614,"R",30461548,"R",9153018,"R",0,"R",0,"R",83373,"R",122389,"R",0,"R",47046942,"R",67590917,"R",0,"R",10000,"R",0,"R",0,"R",10000,"R",67600917,"R",23599595,"R",8974996,"R",2366273,"R",2504206,"R",7434753,"R",2319367,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",10000,"Z",0,"Z",0,"Z",0,"R",10000,"Z",0,"R",0,"R",4323720,"R",2038600,"R",623263,"R",471332,"R",748741,"R",441784,"R",0,"R",4436706,"R",1887298,"R",567511,"R",393459,"R",1222824,"R",365614,"R",0,"R",7254629,"R",3017673,"R",974340,"R",729539,"R",1851358,"R",681719,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",3808484,"R",-3808484,"R",0,"R",9546862,"R",9546862,"R",2019727,"R",255992,"R",71820,"Z",0,"R",1691915,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",796488,"R",0,"R",0,"R",0,"R",0,"R",0,"R",796488,"R",51987727,"R",16174559,"R",4603207,"R",4098536,"R",26314937,"R",0,"R",796488,"R",67600917,"R",51987727,"R",15613190,"R",96997545,"R",0,"R",112610735,"R",9153018,"R",104883,"R",1572419,"R",0,"R",514685,"R",954325,"R",12299330,"R",2752468,"R",0,"R",2752468,"R",9546862,2 ,"A",,"A",
126289,"R",31748705,"R",22733926,"R",48409,"R",22782335,"R",54531040,"R",75000,"R",5775395,"R",5850395,"R",2126570,"R",1320133,"R",3446703,"R",9297098,"R",20532356,"R",2562185,"R",0,"R",22139401,"R",45233942,"R",4138835,"R",0,"R",39419150,"R",5252322,"R",2487738,"R",51298045,"R",28564120,"R",0,"R",0,"R",27761990,"R",537735,"R",201173,"R",51737,"R",4237,"R",47500,"R",1149717,"A",,"R",94391,"A",,"R",1324313,"R",31121056,"R",0,"R",0,"R",0,"R",10772886,"R",2754493,"R",0,"R",20922,"R",387275,"R",21100,"R",13956676,"R",45077732,"R",83257,"R",57797,"R",0,"R",342276,"R",483330,"R",45561062,"R",19122921,"R",11012748,"R",2284142,"R",1159248,"R",2226922,"R",2345993,"R",93868,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22146,"R",13926,"R",2182,"R",1342,"R",1870,"R",2717,"R",109,"R",5818699,"R",2015002,"R",501823,"R",352734,"R",2206742,"R",713836,"R",28562,"R",4857409,"R",2417217,"R",593383,"R",294460,"R",932601,"R",595905,"R",23843,"R",5633664,"R",2436664,"R",722079,"R",341517,"R",1414614,"R",691136,"R",27654,"R",0,"R",1723013,"R",436100,"R",0,"R",2366288,"R",-4525401,"R",0,"R",1852640,"R",1852640,"R",1433117,"R",612488,"R",162369,"R",86877,"R",388534,"R",175814,"R",7035,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4303273,"R",0,"R",0,"R",0,"R",4303273,"R",0,"R",0,"R",43043869,"R",20231058,"R",4702078,"R",2236178,"R",15693484,"R",0,"R",181071,"R",45561062,"R",43043869,"R",2517193,"R",42716749,"R",0,"R",45233942,"R",10524400,"R",72786,"R",1907703,"R",0,"R",308169,"R",352869,"R",13165927,"R",11105426,"R",207861,"R",11313287,"R",1852640,2 ,"A",,"A",
