UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
100858,"R",3558,"R",192544741,"R",18,"R",1607605,"R",224,"R",13050243,"R",103,"R",4952775,"R",388,"R",43182597,"R",221,"R",12451058,"R",703,"R",37077092,"R",466,"R",29953837,"R",126,"R",5671106,"R",251,"R",7960499,"R",13,"R",491808,"R",781,"R",26116088,"R",205,"R",7685314,"R",59,"R",2344719
100937,"R",200,"R",10311010,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1175445,"R",36,"R",3171842,"R",10,"R",486172,"R",11,"R",620939,"R",44,"R",2013707,"R",4,"R",156650,"R",16,"R",711304,"R",2,"R",53040,"R",44,"R",1535905,"R",9,"R",356866,"R",1,"R",29140
101028,"R",55,"R",2794740,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",140717,"R",17,"R",1342610,"R",3,"R",212847,"R",1,"R",44105,"R",1,"R",41450,"Z",0,"Z",0,"R",4,"R",130896,"R",1,"R",44450,"R",22,"R",785169,"R",2,"R",52496,"Z",0,"Z",0
101073,"R",87,"R",4250000,"Z",0,"Z",0,"Z",0,"Z",0,"R",48,"R",3050000,"R",5,"R",300000,"R",4,"R",125000,"Z",0,"Z",0,"R",5,"R",150000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",625000,"Z",0,"Z",0,"Z",0,"Z",0
101116,"R",42,"R",2398597,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",63224,"R",18,"R",1437074,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",848067,"R",2,"R",50232,"Z",0,"Z",0
101143,"R",79,"R",4047630,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1579916,"R",2,"R",282923,"R",9,"R",494836,"R",3,"R",126282,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",517511,"R",2,"R",71252,"R",26,"R",974910,"Z",0,"Z",0,"Z",0,"Z",0
101161,"R",94,"R",4438820,"Z",0,"Z",0,"Z",0,"Z",0,"R",94,"R",4438820,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101189,"R",190,"R",8285032,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",1633555,"R",35,"R",2949197,"R",6,"R",252528,"Z",0,"Z",0,"R",55,"R",1990125,"Z",0,"Z",0,"R",6,"R",148739,"Z",0,"Z",0,"R",48,"R",1310888,"Z",0,"Z",0,"Z",0,"Z",0
101240,"R",236,"R",11626718,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",1037595,"R",40,"R",3533808,"R",11,"R",569392,"R",23,"R",853366,"R",18,"R",886703,"R",1,"R",44105,"R",31,"R",995052,"Z",0,"Z",0,"R",78,"R",3101708,"R",14,"R",604989,"Z",0,"Z",0
101286,"R",133,"R",6345081,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1380223,"R",21,"R",1786018,"R",7,"R",270355,"R",9,"R",399229,"R",5,"R",269128,"Z",0,"Z",0,"R",12,"R",480406,"Z",0,"Z",0,"R",42,"R",1394540,"R",7,"R",259644,"R",3,"R",105538
101295,"R",144,"R",6602883,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",746432,"R",22,"R",1966990,"R",8,"R",368908,"R",4,"R",148743,"R",10,"R",442986,"R",1,"R",64480,"R",15,"R",518482,"Z",0,"Z",0,"R",49,"R",1830504,"R",13,"R",515358,"Z",0,"Z",0
101301,"R",104,"R",4740575,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1007176,"R",15,"R",1249803,"R",6,"R",250361,"R",6,"R",265976,"R",12,"R",504882,"Z",0,"Z",0,"R",14,"R",503568,"R",2,"R",73033,"R",26,"R",836310,"Z",0,"Z",0,"R",1,"R",49466
101365,"R",15,"R",702174,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",474173,"R",1,"R",73999,"Z",0,"Z",0,"R",1,"R",53664,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",75961,"R",1,"R",24377,"Z",0,"Z",0
101435,"R",136,"R",6095402,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",433019,"R",21,"R",2079694,"R",14,"R",573058,"R",1,"R",40000,"R",45,"R",1742003,"R",1,"R",35748,"R",26,"R",654437,"Z",0,"Z",0,"R",19,"R",537443,"Z",0,"Z",0,"Z",0,"Z",0
101453,"R",26,"R",1063384,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",38400,"R",9,"R",494247,"R",1,"R",64536,"R",1,"R",57000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",24960,"Z",0,"Z",0,"R",12,"R",360321,"R",1,"R",23920,"Z",0,"Z",0
101462,"R",56,"R",2726971,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",250363,"R",13,"R",1113377,"R",5,"R",241025,"R",1,"R",28032,"R",7,"R",239462,"Z",0,"Z",0,"R",5,"R",162113,"Z",0,"Z",0,"R",20,"R",692599,"Z",0,"Z",0,"Z",0,"Z",0
101471,"R",82,"R",5070144,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",2464199,"R",9,"R",858120,"R",7,"R",434837,"R",2,"R",131206,"R",4,"R",263960,"Z",0,"Z",0,"R",1,"R",59284,"Z",0,"Z",0,"R",17,"R",726588,"R",1,"R",65975,"R",1,"R",65975
101480,"R",353,"R",15811345,"Z",0,"Z",0,"Z",0,"Z",0,"R",101,"R",4099995,"R",59,"R",4721502,"R",28,"R",1405297,"R",28,"R",1393588,"R",9,"R",331229,"R",4,"R",189707,"Z",0,"Z",0,"Z",0,"Z",0,"R",124,"R",3670027,"Z",0,"Z",0,"Z",0,"Z",0
101499,"R",39,"R",2059695,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",308041,"R",11,"R",922444,"R",1,"R",59284,"R",1,"R",37851,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",262335,"Z",0,"Z",0,"R",13,"R",469740,"Z",0,"Z",0,"Z",0,"Z",0
101505,"R",178,"R",9278365,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1444304,"R",11,"R",1223667,"R",14,"R",936351,"R",6,"R",359214,"R",11,"R",625692,"Z",0,"Z",0,"R",32,"R",1139270,"R",1,"R",74260,"R",72,"R",3277470,"R",4,"R",198137,"Z",0,"Z",0
101514,"R",187,"R",9578286,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",627895,"R",24,"R",2268394,"R",1,"R",47679,"R",20,"R",1061058,"R",17,"R",690453,"Z",0,"Z",0,"R",14,"R",553229,"Z",0,"Z",0,"R",86,"R",3767244,"R",12,"R",562334,"Z",0,"Z",0
101541,"R",61,"R",2135775,"Z",0,"Z",0,"R",1,"R",31630,"R",15,"R",518438,"R",7,"R",580334,"R",2,"R",94645,"R",3,"R",95300,"R",1,"R",31000,"R",3,"R",122585,"R",16,"R",332991,"R",1,"R",30000,"R",8,"R",199873,"R",4,"R",98979,"Z",0,"Z",0
101569,"R",144,"R",6825370,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",272852,"R",27,"R",2245008,"R",7,"R",348317,"R",5,"R",318868,"R",9,"R",427854,"Z",0,"Z",0,"R",16,"R",593729,"R",6,"R",290353,"R",59,"R",2081604,"R",5,"R",208032,"R",1,"R",38753
101587,"R",296,"R",12973396,"Z",0,"Z",0,"R",7,"R",403679,"R",13,"R",486659,"R",41,"R",3705514,"R",35,"R",1511364,"R",13,"R",617474,"R",52,"R",2109815,"Z",0,"Z",0,"R",50,"R",1246690,"Z",0,"Z",0,"R",58,"R",1768953,"R",23,"R",951918,"R",4,"R",171330
101602,"R",68,"R",3464271,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",76059,"R",12,"R",1105276,"R",11,"R",589648,"R",4,"R",205857,"R",11,"R",432087,"Z",0,"Z",0,"R",6,"R",189657,"Z",0,"Z",0,"R",22,"R",835859,"R",1,"R",29828,"Z",0,"Z",0
101648,"R",75,"R",3287683,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",627444,"R",9,"R",721154,"R",6,"R",280237,"R",1,"R",52723,"R",7,"R",310660,"Z",0,"Z",0,"R",17,"R",566372,"R",2,"R",70521,"R",11,"R",381646,"R",5,"R",213568,"R",2,"R",63358
101675,"R",189,"R",7017806,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",168378,"R",21,"R",1726844,"R",10,"R",422146,"R",7,"R",252540,"R",22,"R",793113,"R",2,"R",85000,"R",42,"R",846425,"Z",0,"Z",0,"R",80,"R",2723360,"Z",0,"Z",0,"Z",0,"Z",0
101693,"R",128,"R",4932707,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",677077,"R",22,"R",1643433,"R",10,"R",333783,"R",7,"R",303369,"R",25,"R",910818,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",1064227,"Z",0,"Z",0,"Z",0,"Z",0
101709,"R",294,"R",13764940,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",467084,"R",43,"R",4021926,"R",17,"R",677519,"Z",0,"Z",0,"R",92,"R",4316706,"R",4,"R",137970,"R",43,"R",1292074,"Z",0,"Z",0,"R",56,"R",1705649,"R",27,"R",1146012,"Z",0,"Z",0
101736,"R",125,"R",6023745,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",863686,"R",22,"R",1879152,"R",3,"R",122491,"R",7,"R",366247,"R",9,"R",389406,"Z",0,"Z",0,"R",17,"R",562561,"Z",0,"Z",0,"R",44,"R",1751095,"R",2,"R",89107,"Z",0,"Z",0
101879,"R",396,"R",16170779,"Z",0,"Z",0,"Z",0,"Z",0,"R",63,"R",1979186,"R",47,"R",4294264,"R",29,"R",1215682,"R",24,"R",1199559,"R",36,"R",1637998,"R",7,"R",244267,"R",77,"R",2026772,"Z",0,"Z",0,"R",85,"R",2558020,"R",23,"R",857907,"R",5,"R",157124
101897,"R",66,"R",3523599,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",407926,"R",7,"R",738939,"R",2,"R",201804,"R",4,"R",194708,"R",3,"R",158159,"Z",0,"Z",0,"R",6,"R",195021,"R",4,"R",238343,"R",29,"R",1205652,"R",4,"R",183047,"Z",0,"Z",0
101912,"R",225,"R",8197278,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",401043,"R",60,"R",2887645,"R",17,"R",592701,"R",25,"R",920468,"R",14,"R",529420,"R",5,"R",168156,"R",30,"R",708185,"Z",0,"Z",0,"R",56,"R",1757292,"R",7,"R",203825,"R",1,"R",28543
101949,"R",89,"R",4320873,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",1735259,"R",13,"R",1178053,"R",1,"R",73908,"R",1,"R",37854,"R",5,"R",232680,"Z",0,"Z",0,"R",6,"R",212538,"Z",0,"Z",0,"R",23,"R",850581,"Z",0,"Z",0,"Z",0,"Z",0
101958,"R",5,"R",326387,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",326387,"Z",0,"Z",0,"Z",0,"Z",0
101994,"R",36,"R",2244460,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",671677,"R",5,"R",553944,"R",4,"R",276234,"R",2,"R",120808,"R",1,"R",47078,"Z",0,"Z",0,"R",4,"R",185359,"Z",0,"Z",0,"R",7,"R",389360,"Z",0,"Z",0,"Z",0,"Z",0
102030,"R",174,"R",8199969,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",878904,"R",21,"R",1901969,"Z",0,"Z",0,"R",3,"R",235771,"R",7,"R",387955,"Z",0,"Z",0,"R",35,"R",1270655,"Z",0,"Z",0,"R",84,"R",3524715,"Z",0,"Z",0,"Z",0,"Z",0
102049,"R",604,"R",31708780,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1665163,"R",255,"R",16480195,"R",30,"R",1771871,"R",40,"R",2076490,"R",63,"R",3879492,"R",5,"R",190791,"R",17,"R",536933,"R",5,"R",124329,"R",132,"R",4267065,"R",20,"R",716451,"Z",0,"Z",0
102058,"R",27,"R",850000,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",220000,"R",4,"R",140000,"R",3,"R",95000,"R",2,"R",60000,"R",4,"R",125000,"R",5,"R",160000,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",50000,"Z",0,"Z",0,"Z",0,"Z",0
102067,"R",201,"R",10072026,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",313547,"R",62,"R",4303485,"R",5,"R",204460,"R",14,"R",834096,"R",3,"R",145433,"Z",0,"Z",0,"R",3,"R",96613,"Z",0,"Z",0,"R",86,"R",3498098,"R",21,"R",676294,"Z",0,"Z",0
102076,"R",68,"R",3148923,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",1001776,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",56,"R",2147147,"Z",0,"Z",0,"Z",0,"Z",0
102094,"R",1057,"R",47850360,"Z",0,"Z",0,"Z",0,"Z",0,"R",137,"R",5503640,"R",126,"R",13732190,"R",100,"R",4882198,"R",61,"R",2857629,"R",75,"R",4985106,"R",13,"R",536673,"R",191,"R",4612200,"R",10,"R",228660,"R",237,"R",7022164,"R",95,"R",3101522,"R",12,"R",388378
102234,"R",169,"R",7263461,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",315265,"R",39,"R",2903902,"R",6,"R",286529,"R",11,"R",430518,"R",34,"R",1286170,"R",1,"R",52000,"R",22,"R",638836,"R",1,"R",23484,"R",37,"R",995472,"R",10,"R",331285,"Z",0,"Z",0
102261,"R",15,"R",585830,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",255717,"R",3,"R",205362,"R",1,"R",41131,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",56790,"R",1,"R",26830,"Z",0,"Z",0
102270,"R",115,"R",5190160,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",379400,"R",18,"R",1408176,"R",12,"R",592650,"R",3,"R",146945,"R",27,"R",986602,"R",1,"R",36750,"R",31,"R",1208602,"Z",0,"Z",0,"R",13,"R",431035,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",80,"R",2808334,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",108000,"R",27,"R",1316455,"R",3,"R",115000,"R",4,"R",122000,"R",16,"R",475303,"R",1,"R",30000,"R",11,"R",249400,"R",3,"R",63000,"R",10,"R",273916,"R",2,"R",55260,"Z",0,"Z",0
102313,"R",71,"R",3576268,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",354687,"R",17,"R",1380961,"R",8,"R",502704,"R",5,"R",176066,"R",1,"R",35000,"Z",0,"Z",0,"R",8,"R",311617,"Z",0,"Z",0,"R",22,"R",815233,"Z",0,"Z",0,"Z",0,"Z",0
102368,"R",1060,"R",52893922,"Z",0,"Z",0,"Z",0,"Z",0,"R",122,"R",7770474,"R",184,"R",18270297,"R",67,"R",2503423,"R",71,"R",3305017,"R",182,"R",8053071,"R",4,"R",197206,"R",43,"R",1583733,"R",49,"R",1822101,"R",332,"R",9208986,"R",3,"R",94453,"R",3,"R",85161
102377,"R",403,"R",12796291,"R",21,"R",630941,"R",2,"R",98572,"R",87,"R",2750336,"R",17,"R",552488,"R",42,"R",1491509,"R",35,"R",1100835,"R",61,"R",2988531,"R",3,"R",122402,"R",43,"R",713526,"Z",0,"Z",0,"R",78,"R",1637690,"R",14,"R",709461,"Z",0,"Z",0
102395,"R",30,"R",1873072,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",199983,"R",4,"R",832039,"R",3,"R",132015,"R",5,"R",217462,"R",2,"R",94683,"Z",0,"Z",0,"R",2,"R",89341,"R",1,"R",33034,"R",8,"R",274515,"Z",0,"Z",0,"Z",0,"Z",0
102429,"R",182,"R",7682189,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",496284,"R",32,"R",2352150,"R",16,"R",526549,"R",5,"R",242406,"R",42,"R",1543965,"Z",0,"Z",0,"R",30,"R",955064,"Z",0,"Z",0,"R",44,"R",1565771,"Z",0,"Z",0,"Z",0,"Z",0
102553,"R",1103,"R",64070115,"R",75,"R",4075941,"R",58,"R",3130623,"R",67,"R",5216706,"R",122,"R",11990370,"R",24,"R",1554050,"R",87,"R",5449152,"R",85,"R",4717699,"R",3,"R",194439,"R",26,"R",1408199,"R",11,"R",468095,"R",469,"R",22236388,"R",70,"R",3244857,"R",6,"R",383596
102580,"R",9,"R",397975,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",68200,"R",2,"R",108000,"R",1,"R",33775,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",24000,"Z",0,"Z",0,"R",1,"R",30000,"R",2,"R",134000,"Z",0,"Z",0
102614,"R",1768,"R",110052879,"R",590,"R",35677039,"R",137,"R",8689392,"R",61,"R",3695178,"R",192,"R",19231743,"R",58,"R",3831459,"R",90,"R",5908540,"R",79,"R",4489607,"R",9,"R",667638,"R",43,"R",2121179,"R",4,"R",196831,"R",373,"R",18355084,"R",103,"R",5629140,"R",29,"R",1560049
102632,"R",228,"R",12801892,"R",5,"R",160224,"R",7,"R",277701,"R",13,"R",724707,"R",34,"R",3150169,"R",12,"R",705494,"R",22,"R",1221366,"R",16,"R",903705,"R",1,"R",82410,"R",25,"R",846831,"R",3,"R",154668,"R",76,"R",3798527,"R",14,"R",776090,"Z",0,"Z",0
102669,"R",59,"R",2725220,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",1084716,"R",5,"R",233548,"R",8,"R",497940,"R",8,"R",220535,"Z",0,"Z",0,"R",1,"R",36935,"R",2,"R",55309,"R",20,"R",596237,"Z",0,"Z",0,"Z",0,"Z",0
102711,"R",38,"R",1984514,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",272976,"R",1,"R",65677,"R",2,"R",124828,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",676756,"Z",0,"Z",0,"R",12,"R",539106,"R",5,"R",305171,"Z",0,"Z",0
102845,"R",152,"R",7263287,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",335384,"R",37,"R",2510759,"R",32,"R",1286522,"R",4,"R",170394,"R",17,"R",680284,"Z",0,"Z",0,"R",2,"R",84510,"R",28,"R",1450732,"R",21,"R",744702,"Z",0,"Z",0,"Z",0,"Z",0
103361,"R",31,"R",1627511,"Z",0,"Z",0,"R",2,"R",121264,"Z",0,"Z",0,"R",3,"R",270637,"R",1,"R",51355,"Z",0,"Z",0,"R",3,"R",183747,"Z",0,"Z",0,"R",1,"R",31408,"R",1,"R",49358,"R",17,"R",773476,"R",3,"R",146266,"Z",0,"Z",0
103501,"R",30,"R",1397750,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",340000,"R",2,"R",107000,"R",2,"R",73000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",877750,"Z",0,"Z",0,"Z",0,"Z",0
103529,"R",254,"R",20389212,"Z",0,"Z",0,"R",11,"R",451961,"Z",0,"Z",0,"R",73,"R",8826243,"R",44,"R",3140132,"R",58,"R",4468874,"R",6,"R",312439,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",62,"R",3189563,"Z",0,"Z",0,"Z",0,"Z",0
103644,"R",37,"R",2613660,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",61273,"R",9,"R",1155186,"R",2,"R",160319,"R",1,"R",51875,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1185007,"Z",0,"Z",0,"Z",0,"Z",0
103723,"R",20,"R",1008849,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",362600,"R",4,"R",339055,"R",3,"R",145744,"R",2,"R",71910,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",89540,"Z",0,"Z",0,"Z",0,"Z",0
103778,"R",173,"R",12042897,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",520912,"R",20,"R",3100043,"R",83,"R",5278415,"R",14,"R",953620,"R",21,"R",1164422,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1025485,"Z",0,"Z",0,"Z",0,"Z",0
103787,"R",11,"R",322000,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",102000,"R",1,"R",71500,"Z",0,"Z",0,"R",1,"R",24500,"R",1,"R",35000,"Z",0,"Z",0,"R",3,"R",62000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",27000,"Z",0,"Z",0
103893,"R",96,"R",5493652,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",868715,"R",25,"R",2401688,"R",8,"R",520782,"R",5,"R",263759,"R",1,"R",55031,"Z",0,"Z",0,"R",1,"R",30927,"Z",0,"Z",0,"R",37,"R",1352750,"Z",0,"Z",0,"Z",0,"Z",0
103909,"R",40,"R",2363523,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",929429,"R",16,"R",1243201,"Z",0,"Z",0,"R",1,"R",26000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",32280,"Z",0,"Z",0,"R",4,"R",132613,"Z",0,"Z",0,"Z",0,"Z",0
103927,"R",25,"R",1174181,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",477241,"R",10,"R",576849,"R",1,"R",53100,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",66991,"Z",0,"Z",0,"Z",0,"Z",0
103945,"R",11,"R",506862,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",44722,"R",1,"R",90100,"R",1,"R",45000,"R",2,"R",75500,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",156481,"R",3,"R",95059,"Z",0,"Z",0,"Z",0,"Z",0
