UNITID,ARANK,XSATOTLT,SATOTLT,XSATOTLM,SATOTLM,XSATOTLW,SATOTLW,XSA09MCT,SA09MCT,XSA09MCM,SA09MCM,XSA09MCW,SA09MCW,XSA10MCT,SA10MCT,XSA10MCM,SA10MCM,XSA10MCW,SA10MCW,XSA11MCT,SA11MCT,XSA11MCM,SA11MCM,XSA11MCW,SA11MCW,XSA12MCT,SA12MCT,XSA12MCM,SA12MCM,XSA12MCW,SA12MCW,XSAMNTHT,SAMNTHT,XSAMNTHM,SAMNTHM,XSAMNTHW,SAMNTHW,XSAOUTLT,SAOUTLT,XSAOUTLM,SAOUTLM,XSAOUTLW,SAOUTLW,XSAAVMNT,SAAVMNT,XSAAVMNM,SAAVMNM,XSAAVMNW,SAAVMNW 
100663,7,"R",916,"R",488,"R",428,"R",411,"R",255,"R",156,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",505,"R",233,"R",272,"R",9759,"R",5091,"R",4668,"R",99250094,"R",56542296,"R",42707798,"R",10170,"R",11106,"R",9149
100690,4,"R",41,"R",35,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",35,"R",6,"R",492,"R",420,"R",72,"R",1893843,"R",1577216,"R",316627,"R",3849,"R",3755,"R",4398
100690,7,"R",41,"R",35,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",35,"R",6,"R",492,"R",420,"R",72,"R",1893843,"R",1577216,"R",316627,"R",3849,"R",3755,"R",4398
100706,1,"R",76,"R",63,"R",13,"R",54,"R",43,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",20,"R",2,"R",750,"R",627,"R",123,"R",9753566,"R",8196114,"R",1557452,"R",13005,"R",13072,"R",12662
100706,2,"R",91,"R",61,"R",30,"R",81,"R",54,"R",27,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",7,"R",3,"R",849,"R",570,"R",279,"R",8100329,"R",5701091,"R",2399238,"R",9541,"R",10002,"R",8599
100706,3,"R",93,"R",53,"R",40,"R",91,"R",53,"R",38,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",843,"R",477,"R",366,"R",6732424,"R",4051543,"R",2680881,"R",7986,"R",8494,"R",7325
100706,4,"R",12,"R",1,"R",11,"R",12,"R",1,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",108,"R",9,"R",99,"R",657037,"R",55386,"R",601651,"R",6084,"R",6154,"R",6077
100706,5,"R",40,"R",13,"R",27,"R",30,"R",10,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",3,"R",7,"R",390,"R",126,"R",264,"R",2219361,"R",815889,"R",1403472,"R",5691,"R",6475,"R",5316
100706,7,"R",312,"R",191,"R",121,"R",268,"R",161,"R",107,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"R",30,"R",14,"R",2940,"R",1809,"R",1131,"R",27462717,"R",18820023,"R",8642694,"R",9341,"R",10404,"R",7642
100724,1,"R",56,"R",35,"R",21,"R",3,"R",2,"R",1,"R",20,"R",12,"R",8,"Z",0,"Z",0,"Z",0,"R",33,"R",21,"R",12,"R",623,"R",390,"R",233,"R",5753148,"R",3618207,"R",2134941,"R",9235,"R",9277,"R",9163
100724,2,"R",65,"R",27,"R",38,"R",2,"Z",0,"R",2,"R",26,"R",9,"R",17,"Z",0,"Z",0,"Z",0,"R",37,"R",18,"R",19,"R",722,"R",306,"R",416,"R",5302113,"R",2237024,"R",3065089,"R",7344,"R",7311,"R",7368
100724,3,"R",92,"R",45,"R",47,"R",3,"R",3,"Z",0,"R",35,"R",17,"R",18,"Z",0,"Z",0,"Z",0,"R",54,"R",25,"R",29,"R",1025,"R",497,"R",528,"R",6080649,"R",3065743,"R",3014906,"R",5932,"R",6168,"R",5710
100724,4,"R",61,"R",22,"R",39,"R",1,"R",1,"Z",0,"R",11,"R",3,"R",8,"Z",0,"Z",0,"Z",0,"R",49,"R",18,"R",31,"R",707,"R",255,"R",452,"R",3040763,"R",1130380,"R",1910383,"R",4301,"R",4433,"R",4227
100724,7,"R",274,"R",129,"R",145,"R",9,"R",6,"R",3,"R",92,"R",41,"R",51,"Z",0,"Z",0,"Z",0,"R",173,"R",82,"R",91,"R",3077,"R",1448,"R",1629,"R",20176673,"R",10051354,"R",10125319,"R",6557,"R",6942,"R",6216
100751,1,"R",331,"R",247,"R",84,"R",298,"R",225,"R",73,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",22,"R",11,"R",3078,"R",2289,"R",789,"R",46255849,"R",35759667,"R",10496182,"R",15028,"R",15622,"R",13303
100751,2,"R",318,"R",177,"R",141,"R",282,"R",164,"R",118,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",13,"R",23,"R",2970,"R",1632,"R",1338,"R",29573894,"R",17089939,"R",12483955,"R",9958,"R",10472,"R",9330
100751,3,"R",328,"R",156,"R",172,"R",282,"R",138,"R",144,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",46,"R",18,"R",28,"R",3090,"R",1458,"R",1632,"R",23224604,"R",11593866,"R",11630738,"R",7516,"R",7952,"R",7127
100751,4,"R",263,"R",113,"R",150,"R",229,"R",100,"R",129,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",34,"R",13,"R",21,"R",2469,"R",1056,"R",1413,"R",12542554,"R",5391251,"R",7151303,"R",5080,"R",5105,"R",5061
100751,5,"R",12,"R",9,"R",3,"R",8,"R",5,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",4,"Z",0,"R",120,"R",93,"R",27,"R",1045389,"R",836458,"R",208931,"R",8712,"R",8994,"R",7738
100751,7,"R",1252,"R",702,"R",550,"R",1099,"R",632,"R",467,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",153,"R",70,"R",83,"R",11727,"R",6528,"R",5199,"R",112642290,"R",70671181,"R",41971109,"R",9605,"R",10826,"R",8073
100760,6,"R",58,"R",26,"R",32,"R",55,"R",25,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",531,"R",237,"R",294,"R",3082464,"R",1405462,"R",1677002,"R",5805,"R",5930,"R",5704
100760,7,"R",58,"R",26,"R",32,"R",55,"R",25,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",531,"R",237,"R",294,"R",3082464,"R",1405462,"R",1677002,"R",5805,"R",5930,"R",5704
100812,1,"R",17,"R",8,"R",9,"R",15,"R",7,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",159,"R",75,"R",84,"R",1495977,"R",715056,"R",780921,"R",9409,"R",9534,"R",9297
100812,2,"R",27,"R",13,"R",14,"R",21,"R",10,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",3,"R",3,"R",261,"R",126,"R",135,"R",2153930,"R",1011961,"R",1141969,"R",8253,"R",8031,"R",8459
100812,3,"R",37,"R",14,"R",23,"R",36,"R",14,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",336,"R",126,"R",210,"R",2246642,"R",854473,"R",1392169,"R",6686,"R",6782,"R",6629
100812,4,"R",3,"R",1,"R",2,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",32,"R",12,"R",20,"R",149237,"R",23000,"R",126237,"R",4664,"R",1917,"R",6312
100812,7,"R",84,"R",36,"R",48,"R",73,"R",31,"R",42,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",10,"R",5,"R",5,"R",788,"R",339,"R",449,"R",6045786,"R",2604490,"R",3441296,"R",7672,"R",7683,"R",7664
100830,1,"R",53,"R",37,"R",16,"R",38,"R",27,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",10,"R",5,"R",522,"R",363,"R",159,"R",4867410,"R",3461000,"R",1406410,"R",9325,"R",9534,"R",8845
100830,2,"R",67,"R",37,"R",30,"R",50,"R",30,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",7,"R",10,"R",654,"R",354,"R",300,"R",4910380,"R",2800680,"R",2109700,"R",7508,"R",7912,"R",7032
100830,3,"R",61,"R",29,"R",32,"R",48,"R",25,"R",23,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",4,"R",9,"R",588,"R",273,"R",315,"R",3461730,"R",1593240,"R",1868490,"R",5887,"R",5836,"R",5932
100830,4,"R",14,"R",6,"R",8,"R",11,"R",6,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",135,"R",54,"R",81,"R",571050,"R",240620,"R",330430,"R",4230,"R",4456,"R",4079
100830,5,"R",8,"R",3,"R",5,"R",8,"R",3,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",72,"R",27,"R",45,"R",326560,"R",117650,"R",208910,"R",4536,"R",4357,"R",4642
100830,7,"R",203,"R",112,"R",91,"R",155,"R",91,"R",64,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",48,"R",21,"R",27,"R",1971,"R",1071,"R",900,"R",14137130,"R",8213190,"R",5923940,"R",7173,"R",7669,"R",6582
100858,1,"R",442,"R",353,"R",89,"R",274,"R",230,"R",44,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",168,"R",123,"R",45,"R",4482,"R",3546,"R",936,"R",53564635,"R",43570976,"R",9993659,"R",11951,"R",12287,"R",10677
100858,2,"R",403,"R",235,"R",168,"R",302,"R",184,"R",118,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",101,"R",51,"R",50,"R",3930,"R",2268,"R",1662,"R",33850081,"R",20260178,"R",13589903,"R",8613,"R",8933,"R",8177
100858,3,"R",241,"R",123,"R",118,"R",187,"R",97,"R",90,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",26,"R",28,"R",2331,"R",1185,"R",1146,"R",17841950,"R",9568680,"R",8273270,"R",7654,"R",8075,"R",7219
100858,4,"R",89,"R",38,"R",51,"R",75,"R",34,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",4,"R",10,"R",843,"R",354,"R",489,"R",4095989,"R",1756230,"R",2339759,"R",4859,"R",4961,"R",4785
100858,5,"R",9,"R",7,"R",2,"R",9,"R",7,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",81,"R",63,"R",18,"R",657870,"R",492870,"R",165000,"R",8122,"R",7823,"R",9167
100858,7,"R",1184,"R",756,"R",428,"R",847,"R",552,"R",295,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",337,"R",204,"R",133,"R",11667,"R",7416,"R",4251,"R",110010525,"R",75648934,"R",34361591,"R",9429,"R",10201,"R",8083
100937,1,"R",33,"R",25,"R",8,"R",33,"R",25,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",297,"R",225,"R",72,"R",2669226,"R",2022938,"R",646288,"R",8987,"R",8991,"R",8976
100937,2,"R",22,"R",12,"R",10,"R",22,"R",12,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",198,"R",108,"R",90,"R",1434503,"R",773399,"R",661104,"R",7245,"R",7161,"R",7346
100937,3,"R",25,"R",13,"R",12,"R",25,"R",13,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",225,"R",117,"R",108,"R",1481960,"R",750810,"R",731150,"R",6586,"R",6417,"R",6770
100937,4,"R",4,"R",3,"R",1,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",27,"R",9,"R",155510,"R",119460,"R",36050,"R",4320,"R",4424,"R",4006
100937,5,"R",2,"R",1,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",9,"R",9,"R",74200,"R",39140,"R",35060,"R",4122,"R",4349,"R",3896
100937,7,"R",86,"R",54,"R",32,"R",86,"R",54,"R",32,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",774,"R",486,"R",288,"R",5815399,"R",3705747,"R",2109652,"R",7513,"R",7625,"R",7325
101028,6,"R",35,"R",12,"R",23,"R",35,"R",12,"R",23,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",315,"R",108,"R",207,"R",1810947,"R",648047,"R",1162900,"R",5749,"R",6000,"R",5618
101028,7,"R",35,"R",12,"R",23,"R",35,"R",12,"R",23,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",315,"R",108,"R",207,"R",1810947,"R",648047,"R",1162900,"R",5749,"R",6000,"R",5618
101073,1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"R",70000,"Z",0,"R",70000,"R",7000,"A",,"R",7000
101073,2,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",40,"R",20,"R",358000,"R",242000,"R",116000,"R",5967,"R",6050,"R",5800
101073,3,"R",13,"R",7,"R",6,"Z",0,"Z",0,"Z",0,"R",13,"R",7,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",130,"R",70,"R",60,"R",723280,"R",391700,"R",331580,"R",5564,"R",5596,"R",5526
101073,4,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"R",50000,"Z",0,"R",50000,"R",5000,"A",,"R",5000
101073,7,"R",21,"R",11,"R",10,"Z",0,"Z",0,"Z",0,"R",21,"R",11,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",210,"R",110,"R",100,"R",1201280,"R",633700,"R",567580,"R",5720,"R",5761,"R",5676
101116,3,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"R",4,"R",60,"R",12,"R",48,"R",290062,"R",46136,"R",243926,"R",4834,"R",3845,"R",5082
101116,4,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",5,"R",84,"R",24,"R",60,"R",367513,"R",96913,"R",270600,"R",4375,"R",4038,"R",4510
101116,7,"R",12,"R",3,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",3,"R",9,"R",144,"R",36,"R",108,"R",657575,"R",143049,"R",514526,"R",4566,"R",3974,"R",4764
101143,6,"R",69,"R",49,"R",20,"R",67,"R",48,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",627,"R",444,"R",183,"R",3923144,"R",2809876,"R",1113268,"R",6257,"R",6329,"R",6083
101143,7,"R",69,"R",49,"R",20,"R",67,"R",48,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",627,"R",444,"R",183,"R",3923144,"R",2809876,"R",1113268,"R",6257,"R",6329,"R",6083
101161,6,"R",81,"R",33,"R",48,"R",65,"R",26,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",7,"R",9,"R",777,"R",318,"R",459,"R",4751845,"R",2011651,"R",2740194,"R",6116,"R",6326,"R",5970
101161,7,"R",81,"R",33,"R",48,"R",65,"R",26,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",7,"R",9,"R",777,"R",318,"R",459,"R",4751845,"R",2011651,"R",2740194,"R",6116,"R",6326,"R",5970
101189,1,"R",43,"R",31,"R",12,"R",23,"R",15,"R",8,"R",10,"R",9,"R",1,"Z",0,"Z",0,"Z",0,"R",10,"R",7,"R",3,"R",427,"R",309,"R",118,"R",3545312,"R",2632899,"R",912413,"R",8303,"R",8521,"R",7732
101189,2,"R",20,"R",15,"R",5,"R",6,"R",4,"R",2,"R",9,"R",8,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"R",3,"R",2,"R",204,"R",152,"R",52,"R",1629540,"R",1282574,"R",346966,"R",7988,"R",8438,"R",6672
101189,3,"R",39,"R",23,"R",16,"R",18,"R",11,"R",7,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",18,"R",11,"R",7,"R",408,"R",241,"R",167,"R",2021003,"R",1218818,"R",802185,"R",4953,"R",5057,"R",4804
101189,4,"R",3,"R",1,"R",2,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",9,"R",18,"R",79196,"R",21531,"R",57665,"R",2933,"R",2392,"R",3204
101189,5,"R",4,"R",2,"R",2,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",45,"R",24,"R",21,"R",112800,"R",55800,"R",57000,"R",2507,"R",2325,"R",2714
101189,6,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"Z",0,"R",20,"R",140972,"Z",0,"R",140972,"R",7049,"A",,"R",7049
101189,7,"R",111,"R",72,"R",39,"R",51,"R",31,"R",20,"R",24,"R",18,"R",6,"Z",0,"Z",0,"Z",0,"R",36,"R",23,"R",13,"R",1131,"R",735,"R",396,"R",7528823,"R",5211622,"R",2317201,"R",6657,"R",7091,"R",5852
101240,6,"R",150,"R",63,"R",87,"R",150,"R",63,"R",87,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1350,"R",567,"R",783,"R",8032091,"R",3439937,"R",4592154,"R",5950,"R",6067,"R",5865
101240,7,"R",150,"R",63,"R",87,"R",150,"R",63,"R",87,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1350,"R",567,"R",783,"R",8032091,"R",3439937,"R",4592154,"R",5950,"R",6067,"R",5865
101286,6,"R",130,"R",45,"R",85,"R",130,"R",45,"R",85,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1170,"R",405,"R",765,"R",6486477,"R",2272374,"R",4214103,"R",5544,"R",5611,"R",5509
101286,7,"R",130,"R",45,"R",85,"R",130,"R",45,"R",85,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1170,"R",405,"R",765,"R",6486477,"R",2272374,"R",4214103,"R",5544,"R",5611,"R",5509
101295,6,"R",128,"R",43,"R",85,"R",127,"R",43,"R",84,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",1155,"R",387,"R",768,"R",6749138,"R",2320379,"R",4428759,"R",5843,"R",5996,"R",5767
101295,7,"R",128,"R",43,"R",85,"R",127,"R",43,"R",84,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",1155,"R",387,"R",768,"R",6749138,"R",2320379,"R",4428759,"R",5843,"R",5996,"R",5767
101301,6,"R",55,"R",20,"R",35,"R",55,"R",20,"R",35,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",495,"R",180,"R",315,"R",2875528,"R",1008898,"R",1866630,"R",5809,"R",5605,"R",5926
101301,7,"R",55,"R",20,"R",35,"R",55,"R",20,"R",35,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",495,"R",180,"R",315,"R",2875528,"R",1008898,"R",1866630,"R",5809,"R",5605,"R",5926
101365,1,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",36,"R",12,"R",24,"R",259126,"R",66886,"R",192240,"R",7198,"R",5574,"R",8010
101365,2,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",48,"R",12,"R",36,"R",234050,"R",45500,"R",188550,"R",4876,"R",3792,"R",5238
101365,3,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",12,"R",12,"Z",0,"R",48776,"R",48776,"Z",0,"R",4065,"R",4065,"A",
101365,7,"R",8,"R",3,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",3,"R",5,"R",96,"R",36,"R",60,"R",541952,"R",161162,"R",380790,"R",5645,"R",4477,"R",6347
101435,1,"R",8,"R",3,"R",5,"R",8,"R",3,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",72,"R",27,"R",45,"R",526076,"R",208163,"R",317913,"R",7307,"R",7710,"R",7065
101435,2,"R",9,"R",8,"R",1,"R",9,"R",8,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",81,"R",72,"R",9,"R",462654,"R",410139,"R",52515,"R",5712,"R",5696,"R",5835
101435,3,"R",23,"R",10,"R",13,"R",23,"R",10,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",207,"R",90,"R",117,"R",1210246,"R",473051,"R",737195,"R",5847,"R",5256,"R",6301
101435,4,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",9,"R",25000,"Z",0,"R",25000,"R",2778,"A",,"R",2778
101435,7,"R",41,"R",21,"R",20,"R",41,"R",21,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",369,"R",189,"R",180,"R",2223976,"R",1091353,"R",1132623,"R",6027,"R",5774,"R",6292
