UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
100858,"R",3621,"R",200701870,"R",23,"R",1830575,"R",231,"R",13401056,"R",101,"R",4866055,"R",384,"R",44662514,"R",236,"R",13452464,"R",680,"R",36670758,"R",510,"R",33417344,"R",135,"R",6325721,"R",257,"R",8336524,"R",15,"R",577076,"R",783,"R",26852560,"R",205,"R",7859164,"R",61,"R",2450059
100937,"R",206,"R",10787290,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1125003,"R",40,"R",3651034,"R",9,"R",431249,"R",10,"R",564570,"R",48,"R",2160463,"R",4,"R",156650,"R",17,"R",707758,"R",2,"R",53040,"R",43,"R",1516157,"R",10,"R",392226,"R",1,"R",29140
101028,"R",54,"R",2667382,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",76613,"R",15,"R",1123578,"R",3,"R",212847,"R",2,"R",87555,"R",1,"R",42450,"Z",0,"Z",0,"R",4,"R",140721,"R",1,"R",43450,"R",24,"R",885884,"R",2,"R",54284,"Z",0,"Z",0
101073,"R",60,"R",2915584,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1100584,"R",5,"R",455000,"R",8,"R",350000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",400000,"R",11,"R",425000,"R",5,"R",185000,"Z",0,"Z",0,"Z",0,"Z",0
101116,"R",43,"R",2494184,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",64341,"R",17,"R",1406505,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",971608,"R",2,"R",51730,"Z",0,"Z",0
101143,"R",71,"R",3434514,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",1208074,"R",1,"R",113926,"R",6,"R",345495,"R",3,"R",148778,"R",2,"R",109541,"Z",0,"Z",0,"R",12,"R",423942,"R",2,"R",71252,"R",27,"R",1013506,"Z",0,"Z",0,"Z",0,"Z",0
101161,"R",90,"R",4443961,"Z",0,"Z",0,"Z",0,"Z",0,"R",90,"R",4443961,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101189,"R",178,"R",7661850,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",1473953,"R",29,"R",2349514,"R",7,"R",296028,"R",1,"R",40000,"R",51,"R",2060504,"Z",0,"Z",0,"R",9,"R",289120,"Z",0,"Z",0,"R",42,"R",1152731,"Z",0,"Z",0,"Z",0,"Z",0
101240,"R",233,"R",11369430,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1223704,"R",36,"R",3200157,"R",11,"R",582783,"R",19,"R",813083,"R",20,"R",956260,"R",1,"R",44105,"R",30,"R",860447,"Z",0,"Z",0,"R",75,"R",3001044,"R",16,"R",687847,"Z",0,"Z",0
101286,"R",138,"R",6783621,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1582651,"R",24,"R",2023926,"R",6,"R",243211,"R",9,"R",422105,"R",5,"R",248906,"Z",0,"Z",0,"R",9,"R",420291,"Z",0,"Z",0,"R",45,"R",1474669,"R",7,"R",261430,"R",5,"R",106432
101295,"R",150,"R",6887213,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",497931,"R",32,"R",2392889,"R",8,"R",303735,"R",4,"R",146958,"R",8,"R",341596,"Z",0,"Z",0,"R",13,"R",477329,"Z",0,"Z",0,"R",58,"R",2186059,"R",14,"R",540716,"Z",0,"Z",0
101301,"R",99,"R",4510891,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",721252,"R",19,"R",1422375,"R",5,"R",212507,"R",6,"R",321198,"R",9,"R",368116,"Z",0,"Z",0,"R",13,"R",436819,"Z",0,"Z",0,"R",29,"R",978264,"Z",0,"Z",0,"R",1,"R",50360
101365,"R",17,"R",926576,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",497342,"R",2,"R",234090,"Z",0,"Z",0,"R",1,"R",55972,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",25376,"Z",0,"Z",0,"R",3,"R",113796,"Z",0,"Z",0,"Z",0,"Z",0
101435,"R",139,"R",6484132,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",478394,"R",24,"R",2417408,"R",15,"R",674849,"R",3,"R",101200,"R",46,"R",1712221,"R",1,"R",35748,"R",24,"R",665933,"Z",0,"Z",0,"R",16,"R",398379,"Z",0,"Z",0,"Z",0,"Z",0
101453,"R",26,"R",1152708,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",39960,"R",9,"R",564202,"R",6,"R",218686,"R",1,"R",28000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",24960,"Z",0,"Z",0,"R",7,"R",227900,"R",1,"R",49000,"Z",0,"Z",0
101462,"R",55,"R",2618550,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",924050,"R",7,"R",713839,"R",7,"R",323154,"R",3,"R",98383,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",121974,"Z",0,"Z",0,"R",14,"R",437150,"Z",0,"Z",0,"Z",0,"Z",0
101471,"R",73,"R",4659165,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",2258720,"R",9,"R",906637,"R",7,"R",461071,"R",2,"R",132993,"R",1,"R",82639,"Z",0,"Z",0,"R",1,"R",59284,"Z",0,"Z",0,"R",16,"R",686950,"Z",0,"Z",0,"R",1,"R",70871
101480,"R",568,"R",23720560,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1005441,"R",93,"R",7025111,"R",13,"R",593943,"R",40,"R",1992000,"R",95,"R",4556240,"R",2,"R",63500,"R",124,"R",2954242,"R",3,"R",116863,"R",126,"R",3914436,"R",37,"R",1300956,"R",7,"R",197828
101499,"R",42,"R",2224013,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",311576,"R",11,"R",945976,"R",3,"R",136001,"R",2,"R",78654,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",264122,"Z",0,"Z",0,"R",13,"R",487684,"Z",0,"Z",0,"Z",0,"Z",0
101505,"R",175,"R",8927708,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",1627733,"R",9,"R",973077,"R",16,"R",1060482,"R",5,"R",302233,"R",12,"R",641612,"Z",0,"Z",0,"R",29,"R",1080077,"R",1,"R",75745,"R",66,"R",2933780,"R",5,"R",232969,"Z",0,"Z",0
101514,"R",187,"R",9617628,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",555418,"R",25,"R",2373920,"R",2,"R",106958,"R",21,"R",1133594,"R",17,"R",704743,"Z",0,"Z",0,"R",16,"R",632527,"Z",0,"Z",0,"R",82,"R",3557068,"R",12,"R",553400,"Z",0,"Z",0
101541,"R",61,"R",2284432,"Z",0,"Z",0,"R",2,"R",70579,"R",16,"R",621827,"R",8,"R",682122,"R",1,"R",34500,"R",3,"R",98159,"R",1,"R",31930,"R",3,"R",119063,"R",15,"R",321328,"R",1,"R",19500,"R",8,"R",209186,"R",3,"R",76238,"Z",0,"Z",0
101569,"R",136,"R",6926043,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",501754,"R",28,"R",2366023,"R",6,"R",310425,"R",5,"R",337630,"R",10,"R",458567,"Z",0,"Z",0,"R",13,"R",468516,"R",6,"R",290353,"R",53,"R",1985631,"R",4,"R",168391,"R",1,"R",38753
101587,"R",330,"R",13816250,"R",1,"R",40000,"R",4,"R",161105,"R",12,"R",369479,"R",43,"R",3750661,"R",37,"R",1597285,"R",13,"R",579351,"R",69,"R",2694099,"Z",0,"Z",0,"R",56,"R",1407016,"Z",0,"Z",0,"R",65,"R",1998550,"R",26,"R",1043838,"R",4,"R",174866
101602,"R",65,"R",3493828,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",60322,"R",11,"R",1095113,"R",11,"R",644028,"R",4,"R",207644,"R",9,"R",435299,"Z",0,"Z",0,"R",6,"R",192337,"Z",0,"Z",0,"R",22,"R",829260,"R",1,"R",29825,"Z",0,"Z",0
101648,"R",78,"R",3619862,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",630897,"R",10,"R",828791,"R",5,"R",262335,"R",1,"R",52723,"R",7,"R",336987,"R",1,"R",52668,"R",19,"R",669508,"R",2,"R",88640,"R",12,"R",439894,"R",4,"R",164552,"R",3,"R",92867
101675,"R",182,"R",6929532,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",172350,"R",21,"R",1821919,"R",9,"R",449818,"R",4,"R",162714,"R",20,"R",828919,"R",2,"R",88000,"R",51,"R",1016517,"Z",0,"Z",0,"R",70,"R",2389295,"Z",0,"Z",0,"Z",0,"Z",0
101693,"R",129,"R",4946217,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",141531,"R",27,"R",1849800,"R",11,"R",347113,"R",6,"R",246990,"R",32,"R",1121052,"R",1,"R",32000,"R",9,"R",203085,"Z",0,"Z",0,"R",39,"R",1004646,"Z",0,"Z",0,"Z",0,"Z",0
101709,"R",304,"R",14198835,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",651042,"R",42,"R",3987451,"R",17,"R",818885,"Z",0,"Z",0,"R",81,"R",3795732,"R",7,"R",274254,"R",50,"R",1488701,"Z",0,"Z",0,"R",65,"R",2026989,"R",27,"R",1155781,"Z",0,"Z",0
101736,"R",124,"R",6103899,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",719768,"R",28,"R",2176738,"R",5,"R",246559,"R",5,"R",279807,"R",8,"R",361944,"Z",0,"Z",0,"R",19,"R",642531,"Z",0,"Z",0,"R",38,"R",1527176,"Z",0,"Z",0,"R",2,"R",149376
101879,"R",404,"R",18510375,"Z",0,"Z",0,"Z",0,"Z",0,"R",64,"R",3006301,"R",51,"R",5138672,"R",29,"R",1255366,"R",21,"R",1070725,"R",38,"R",1770678,"R",6,"R",249606,"R",78,"R",2154812,"Z",0,"Z",0,"R",87,"R",2757122,"R",24,"R",916661,"R",6,"R",190432
101897,"R",66,"R",3647362,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",412671,"R",7,"R",740371,"R",2,"R",201804,"R",3,"R",180932,"R",3,"R",159052,"Z",0,"Z",0,"R",8,"R",266166,"R",4,"R",268989,"R",28,"R",1226460,"R",4,"R",190917,"Z",0,"Z",0
101912,"R",240,"R",8683922,"R",4,"R",118607,"R",1,"R",41889,"R",7,"R",274641,"R",69,"R",3151330,"R",26,"R",954175,"R",19,"R",770961,"R",13,"R",542709,"R",4,"R",174142,"R",27,"R",605235,"Z",0,"Z",0,"R",52,"R",1590431,"R",16,"R",410274,"R",2,"R",49528
101949,"R",89,"R",4340025,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",1850757,"R",12,"R",1108126,"R",1,"R",75654,"R",1,"R",38748,"R",4,"R",187240,"Z",0,"Z",0,"R",6,"R",215645,"Z",0,"Z",0,"R",23,"R",863855,"Z",0,"Z",0,"Z",0,"Z",0
101994,"R",35,"R",2164280,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",669488,"R",5,"R",555690,"R",3,"R",189250,"R",2,"R",123808,"R",1,"R",48412,"Z",0,"Z",0,"R",5,"R",229462,"Z",0,"Z",0,"R",6,"R",348170,"Z",0,"Z",0,"Z",0,"Z",0
102030,"R",163,"R",7733309,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",862545,"R",18,"R",1710915,"Z",0,"Z",0,"R",3,"R",235771,"R",7,"R",426813,"Z",0,"Z",0,"R",29,"R",1035476,"Z",0,"Z",0,"R",84,"R",3461789,"Z",0,"Z",0,"Z",0,"Z",0
102049,"R",630,"R",33890607,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1727738,"R",109,"R",10611762,"R",48,"R",2563618,"R",40,"R",2275150,"R",115,"R",5902823,"R",12,"R",476069,"R",26,"R",805163,"R",5,"R",121275,"R",215,"R",8623713,"R",19,"R",679485,"R",4,"R",103811
102058,"R",15,"R",438000,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",196000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",180000,"R",1,"R",30000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",32000,"Z",0,"Z",0
102067,"R",189,"R",9940055,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",366201,"R",59,"R",4311699,"R",4,"R",166606,"R",14,"R",905191,"R",3,"R",158825,"Z",0,"Z",0,"R",3,"R",96613,"Z",0,"Z",0,"R",79,"R",3301304,"R",19,"R",633616,"Z",0,"Z",0
102076,"R",65,"R",3204218,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",113400,"R",18,"R",1455461,"R",2,"R",88200,"R",3,"R",133069,"R",3,"R",107214,"Z",0,"Z",0,"R",12,"R",404185,"Z",0,"Z",0,"R",24,"R",856793,"R",1,"R",45896,"Z",0,"Z",0
102094,"R",1084,"R",49252730,"Z",0,"Z",0,"Z",0,"Z",0,"R",143,"R",5596669,"R",134,"R",14524038,"R",100,"R",4901809,"R",59,"R",2706628,"R",79,"R",5261723,"R",12,"R",501224,"R",186,"R",4520534,"R",10,"R",258125,"R",246,"R",7253214,"R",102,"R",3304779,"R",13,"R",423987
102234,"R",179,"R",7202965,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",322400,"R",36,"R",2632443,"R",7,"R",311004,"R",10,"R",408128,"R",42,"R",1506065,"Z",0,"Z",0,"R",36,"R",893343,"Z",0,"Z",0,"R",30,"R",799584,"R",10,"R",329998,"Z",0,"Z",0
102261,"R",17,"R",683487,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",268827,"R",4,"R",259960,"R",1,"R",42120,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",56580,"R",2,"R",56000,"Z",0,"Z",0
102270,"R",99,"R",3718724,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",343300,"R",15,"R",987176,"R",8,"R",347250,"R",3,"R",146945,"R",23,"R",862791,"R",1,"R",36750,"R",27,"R",599477,"Z",0,"Z",0,"R",13,"R",395035,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",93,"R",3792574,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",18000,"R",33,"R",2003455,"R",2,"R",95000,"R",4,"R",167000,"R",16,"R",453343,"R",1,"R",30000,"R",12,"R",218600,"R",2,"R",43000,"R",14,"R",591396,"R",8,"R",172780,"Z",0,"Z",0
102313,"R",67,"R",3378087,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",361992,"R",15,"R",1255030,"R",7,"R",439291,"R",4,"R",199664,"R",1,"R",30167,"Z",0,"Z",0,"R",7,"R",267689,"Z",0,"Z",0,"R",22,"R",824254,"Z",0,"Z",0,"Z",0,"Z",0
102368,"R",982,"R",43924031,"Z",0,"Z",0,"Z",0,"Z",0,"R",67,"R",3288480,"R",179,"R",13522044,"R",67,"R",2635899,"R",65,"R",3078396,"R",187,"R",8536728,"R",5,"R",210662,"R",38,"R",1488882,"R",50,"R",1986646,"R",319,"R",9027429,"R",3,"R",97302,"R",2,"R",51563
102377,"R",408,"R",12796291,"R",22,"R",630941,"R",4,"R",98572,"R",96,"R",2750336,"R",29,"R",552488,"R",52,"R",1491509,"R",18,"R",1100835,"R",55,"R",2988531,"R",3,"R",122402,"R",36,"R",713526,"Z",0,"Z",0,"R",81,"R",1637690,"R",12,"R",709461,"Z",0,"Z",0
102395,"R",35,"R",2300478,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",60000,"R",7,"R",1140187,"R",4,"R",190177,"R",4,"R",172340,"R",4,"R",188446,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",78852,"R",10,"R",343419,"R",2,"R",92177,"R",1,"R",34880
102429,"R",171,"R",7258190,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",451587,"R",30,"R",2126856,"R",15,"R",541071,"R",5,"R",252314,"R",39,"R",1458937,"Z",0,"Z",0,"R",30,"R",941010,"Z",0,"Z",0,"R",41,"R",1486415,"Z",0,"Z",0,"Z",0,"Z",0
102553,"R",979,"R",58517738,"R",63,"R",3975762,"R",80,"R",3612176,"R",65,"R",4899269,"R",125,"R",12507860,"R",20,"R",1311844,"R",74,"R",4735718,"R",82,"R",4563094,"R",3,"R",199134,"R",29,"R",1597177,"R",12,"R",531150,"R",349,"R",16997973,"R",73,"R",3350814,"R",4,"R",235767
102580,"R",4,"R",181450,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",31750,"Z",0,"Z",0,"R",2,"R",92200,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",57500,"Z",0,"Z",0
102614,"R",1574,"R",101314806,"R",540,"R",32621319,"R",153,"R",9470206,"R",52,"R",3273948,"R",186,"R",18743040,"R",67,"R",4536082,"R",66,"R",4793510,"R",71,"R",4101674,"R",10,"R",789410,"R",38,"R",1976663,"R",2,"R",95270,"R",259,"R",13660691,"R",103,"R",5780061,"R",27,"R",1472932
102632,"R",203,"R",11870794,"R",5,"R",147113,"R",4,"R",244842,"R",7,"R",535022,"R",38,"R",3450906,"R",12,"R",702248,"R",19,"R",1106052,"R",14,"R",813221,"R",1,"R",84053,"R",29,"R",988564,"R",2,"R",87527,"R",59,"R",2990610,"R",13,"R",720636,"Z",0,"Z",0
102669,"R",66,"R",3223507,"Z",0,"Z",0,"R",1,"R",38000,"Z",0,"Z",0,"R",14,"R",1086108,"R",7,"R",339992,"R",8,"R",462478,"R",10,"R",372092,"Z",0,"Z",0,"R",1,"R",36982,"R",2,"R",77520,"R",23,"R",810335,"Z",0,"Z",0,"Z",0,"Z",0
102711,"R",39,"R",2113493,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",247135,"R",1,"R",52070,"R",3,"R",188403,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",685165,"Z",0,"Z",0,"R",13,"R",606768,"R",5,"R",333952,"Z",0,"Z",0
102845,"R",201,"R",9644164,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",630015,"R",42,"R",3074385,"R",37,"R",1510566,"R",4,"R",173097,"R",23,"R",930966,"Z",0,"Z",0,"R",5,"R",170040,"R",36,"R",1930038,"R",36,"R",1225057,"Z",0,"Z",0,"Z",0,"Z",0
103501,"R",32,"R",1523166,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",116280,"R",6,"R",367864,"R",2,"R",103653,"R",3,"R",139275,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",796094,"Z",0,"Z",0,"Z",0,"Z",0
103529,"R",235,"R",19212057,"Z",0,"Z",0,"R",10,"R",420148,"R",11,"R",740673,"R",64,"R",8026274,"R",42,"R",2975460,"R",52,"R",4024569,"R",4,"R",222560,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",73070,"R",51,"R",2729303,"Z",0,"Z",0,"Z",0,"Z",0
103644,"R",26,"R",1430321,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",61272,"R",8,"R",617040,"R",2,"R",101490,"R",1,"R",51875,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",598644,"Z",0,"Z",0,"Z",0,"Z",0
103723,"R",7,"R",470665,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",245299,"R",1,"R",110000,"R",2,"R",115366,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
103778,"R",153,"R",10132367,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",386467,"R",16,"R",2393369,"R",78,"R",4796901,"R",12,"R",841277,"R",14,"R",721008,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",993345,"Z",0,"Z",0,"Z",0,"Z",0
103787,"R",15,"R",333525,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",15000,"R",3,"R",139610,"Z",0,"Z",0,"R",1,"R",31000,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",54840,"Z",0,"Z",0,"R",3,"R",63575,"R",1,"R",29500,"Z",0,"Z",0
103893,"R",29,"R",1385125,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",706374,"R",7,"R",447405,"R",1,"R",61443,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",29120,"Z",0,"Z",0,"R",4,"R",140783,"Z",0,"Z",0,"Z",0,"Z",0
103909,"R",38,"R",2274881,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",826973,"R",16,"R",1201056,"R",1,"R",50738,"R",1,"R",26260,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",33733,"Z",0,"Z",0,"R",4,"R",136121,"Z",0,"Z",0,"Z",0,"Z",0
103927,"R",24,"R",1176145,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",445920,"R",11,"R",646673,"R",1,"R",46000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",37552,"Z",0,"Z",0,"Z",0,"Z",0
103945,"R",14,"R",645120,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",506880,"R",2,"R",92160,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",46080,"Z",0,"Z",0,"Z",0,"Z",0
104090,"R",51,"R",2342240,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",369714,"R",5,"R",503000,"R",6,"R",255384,"R",1,"R",40000,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",223913,"R",10,"R",417194,"R",15,"R",533035,"Z",0,"Z",0,"Z",0,"Z",0
104151,"R",5118,"R",314481366,"R",106,"R",11189434,"Z",0,"Z",0,"R",263,"R",14765282,"R",981,"R",102545558,"R",802,"R",41132446,"R",1134,"R",64719075,"R",557,"R",27633759,"R",50,"R",3370843,"R",194,"R",7594707,"R",19,"R",771735,"R",781,"R",31035233,"R",171,"R",7422315,"R",60,"R",2300979
