UNITID,ARANK,XSATOTLT,SATOTLT,XSATOTLM,SATOTLM,XSATOTLW,SATOTLW,XSA09MCT,SA09MCT,XSA09MCM,SA09MCM,XSA09MCW,SA09MCW,XSA10MCT,SA10MCT,XSA10MCM,SA10MCM,XSA10MCW,SA10MCW,XSA11MCT,SA11MCT,XSA11MCM,SA11MCM,XSA11MCW,SA11MCW,XSA12MCT,SA12MCT,XSA12MCM,SA12MCM,XSA12MCW,SA12MCW,XSAMNTHT,SAMNTHT,XSAMNTHM,SAMNTHM,XSAMNTHW,SAMNTHW,XSAOUTLT,SAOUTLT,XSAOUTLM,SAOUTLM,XSAOUTLW,SAOUTLW,XSAAVMNT,SAAVMNT,XSAAVMNM,SAAVMNM,XSAAVMNW,SAAVMNW 
100751,7,"R",1317,"R",745,"R",572,"R",1151,"R",669,"R",482,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",166,"R",76,"R",90,"R",12351,"R",6933,"R",5418,"R",119927602,"R",75180705,"R",44746897,"R",9710,"R",10844,"R",8259
100760,6,"R",54,"R",30,"R",24,"R",51,"R",29,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",495,"R",273,"R",222,"R",2807291,"R",1568011,"R",1239280,"R",5671,"R",5744,"R",5582
100760,7,"R",54,"R",30,"R",24,"R",51,"R",29,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",495,"R",273,"R",222,"R",2807291,"R",1568011,"R",1239280,"R",5671,"R",5744,"R",5582
100812,1,"R",21,"R",10,"R",11,"R",17,"R",8,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",201,"R",96,"R",105,"R",1918706,"R",913452,"R",1005254,"R",9546,"R",9515,"R",9574
100812,2,"R",20,"R",12,"R",8,"R",16,"R",10,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",192,"R",114,"R",78,"R",1629578,"R",974363,"R",655215,"R",8487,"R",8547,"R",8400
100812,3,"R",38,"R",16,"R",22,"R",35,"R",15,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",351,"R",147,"R",204,"R",2376429,"R",951988,"R",1424441,"R",6770,"R",6476,"R",6983
100812,4,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",11,"R",55631,"Z",0,"R",55631,"R",5057,"A",,"R",5057
100812,7,"R",80,"R",38,"R",42,"R",68,"R",33,"R",35,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",11,"R",5,"R",6,"R",755,"R",357,"R",398,"R",5980344,"R",2839803,"R",3140541,"R",7921,"R",7955,"R",7891
100830,1,"R",56,"R",42,"R",14,"R",42,"R",32,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",10,"R",4,"R",546,"R",408,"R",138,"R",5262361,"R",4075280,"R",1187081,"R",9638,"R",9988,"R",8602
100830,2,"R",55,"R",31,"R",24,"R",41,"R",22,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",9,"R",5,"R",537,"R",306,"R",231,"R",3971530,"R",2294300,"R",1677230,"R",7396,"R",7498,"R",7261
100830,3,"R",46,"R",25,"R",21,"R",39,"R",23,"R",16,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",5,"R",435,"R",231,"R",204,"R",2765960,"R",1531150,"R",1234810,"R",6359,"R",6628,"R",6053
100830,4,"R",7,"R",2,"R",5,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",66,"R",18,"R",48,"R",274350,"R",68470,"R",205880,"R",4157,"R",3804,"R",4289
100830,5,"R",15,"R",7,"R",8,"R",14,"R",7,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",138,"R",63,"R",75,"R",791540,"R",335080,"R",456460,"R",5736,"R",5319,"R",6086
100830,7,"R",179,"R",107,"R",72,"R",142,"R",86,"R",56,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",21,"R",16,"R",1722,"R",1026,"R",696,"R",13065741,"R",8304280,"R",4761461,"R",7588,"R",8094,"R",6841
100858,1,"R",429,"R",339,"R",90,"R",272,"R",220,"R",52,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",157,"R",119,"R",38,"R",4332,"R",3408,"R",924,"R",55167058,"R",44736064,"R",10430994,"R",12735,"R",13127,"R",11289
100858,2,"R",395,"R",231,"R",164,"R",298,"R",185,"R",113,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",97,"R",46,"R",51,"R",3846,"R",2217,"R",1629,"R",34718256,"R",20643650,"R",14074606,"R",9027,"R",9312,"R",8640
100858,3,"R",259,"R",120,"R",139,"R",189,"R",95,"R",94,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",70,"R",25,"R",45,"R",2541,"R",1155,"R",1386,"R",19980447,"R",9556890,"R",10423557,"R",7863,"R",8274,"R",7521
100858,4,"R",58,"R",30,"R",28,"R",50,"R",29,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",1,"R",7,"R",546,"R",273,"R",273,"R",2669489,"R",1343806,"R",1325683,"R",4889,"R",4922,"R",4856
100858,5,"R",75,"R",35,"R",40,"R",72,"R",33,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",684,"R",321,"R",363,"R",3819850,"R",1823610,"R",1996240,"R",5585,"R",5681,"R",5499
100858,7,"R",1216,"R",755,"R",461,"R",881,"R",562,"R",319,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",335,"R",193,"R",142,"R",11949,"R",7374,"R",4575,"R",116355100,"R",78104020,"R",38251080,"R",9738,"R",10592,"R",8361
100937,1,"R",33,"R",24,"R",9,"R",33,"R",24,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",297,"R",216,"R",81,"R",2608062,"R",1914693,"R",693369,"R",8781,"R",8864,"R",8560
100937,2,"R",21,"R",11,"R",10,"R",18,"R",10,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",198,"R",102,"R",96,"R",1280678,"R",681907,"R",598771,"R",6468,"R",6685,"R",6237
100937,3,"R",23,"R",9,"R",14,"R",22,"R",9,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",210,"R",81,"R",129,"R",1305287,"R",507698,"R",797589,"R",6216,"R",6268,"R",6183
100937,4,"R",5,"R",4,"R",1,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",48,"R",39,"R",9,"R",158849,"R",121713,"R",37136,"R",3309,"R",3121,"R",4126
100937,5,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",9,"Z",0,"R",40319,"R",40319,"Z",0,"R",4480,"R",4480,"A",
100937,7,"R",83,"R",49,"R",34,"R",78,"R",47,"R",31,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",2,"R",3,"R",762,"R",447,"R",315,"R",5393195,"R",3266330,"R",2126865,"R",7078,"R",7307,"R",6752
101028,6,"R",38,"R",12,"R",26,"R",38,"R",12,"R",26,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",342,"R",108,"R",234,"R",2019701,"R",629577,"R",1390124,"R",5906,"R",5829,"R",5941
101028,7,"R",38,"R",12,"R",26,"R",38,"R",12,"R",26,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",342,"R",108,"R",234,"R",2019701,"R",629577,"R",1390124,"R",5906,"R",5829,"R",5941
101073,1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"R",97000,"Z",0,"R",97000,"R",9700,"A",,"R",9700
101073,2,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",20,"Z",0,"R",126000,"R",126000,"Z",0,"R",6300,"R",6300,"A",
101073,3,"R",18,"R",9,"R",9,"Z",0,"Z",0,"Z",0,"R",18,"R",9,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",180,"R",90,"R",90,"R",954000,"R",477000,"R",477000,"R",5300,"R",5300,"R",5300
101073,7,"R",21,"R",11,"R",10,"Z",0,"Z",0,"Z",0,"R",21,"R",11,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",210,"R",110,"R",100,"R",1177000,"R",603000,"R",574000,"R",5605,"R",5482,"R",5740
101116,3,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",24,"Z",0,"R",24,"R",110311,"Z",0,"R",110311,"R",4596,"A",,"R",4596
101116,4,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"R",4,"R",60,"R",12,"R",48,"R",263148,"R",64154,"R",198994,"R",4386,"R",5346,"R",4146
101116,7,"R",7,"R",1,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",1,"R",6,"R",84,"R",12,"R",72,"R",373459,"R",64154,"R",309305,"R",4446,"R",5346,"R",4296
101143,6,"R",52,"R",33,"R",19,"R",52,"R",33,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",468,"R",297,"R",171,"R",2948260,"R",1921376,"R",1026884,"R",6300,"R",6469,"R",6005
101143,7,"R",52,"R",33,"R",19,"R",52,"R",33,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",468,"R",297,"R",171,"R",2948260,"R",1921376,"R",1026884,"R",6300,"R",6469,"R",6005
101161,6,"R",90,"R",39,"R",51,"R",74,"R",33,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",6,"R",10,"R",858,"R",369,"R",489,"R",5137743,"R",2301956,"R",2835787,"R",5988,"R",6238,"R",5799
101161,7,"R",90,"R",39,"R",51,"R",74,"R",33,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",6,"R",10,"R",858,"R",369,"R",489,"R",5137743,"R",2301956,"R",2835787,"R",5988,"R",6238,"R",5799
101189,1,"R",36,"R",24,"R",12,"R",21,"R",13,"R",8,"R",5,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"R",10,"R",7,"R",3,"R",359,"R",241,"R",118,"R",2854336,"R",1923939,"R",930397,"R",7951,"R",7983,"R",7885
101189,2,"R",22,"R",16,"R",6,"R",7,"R",5,"R",2,"R",8,"R",6,"R",2,"Z",0,"Z",0,"Z",0,"R",7,"R",5,"R",2,"R",227,"R",165,"R",62,"R",1901001,"R",1469803,"R",431198,"R",8374,"R",8908,"R",6955
101189,3,"R",35,"R",18,"R",17,"R",16,"R",8,"R",8,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",16,"R",9,"R",7,"R",366,"R",190,"R",176,"R",1716853,"R",888771,"R",828082,"R",4691,"R",4678,"R",4705
101189,4,"R",7,"R",2,"R",5,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",4,"R",1,"R",3,"R",79,"R",21,"R",58,"R",267782,"R",67000,"R",200782,"R",3390,"R",3190,"R",3462
101189,5,"R",14,"R",10,"R",4,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",9,"R",1,"R",156,"R",117,"R",39,"R",338663,"R",237331,"R",101332,"R",2171,"R",2028,"R",2598
101189,6,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",12,"Z",0,"R",12,"R",82500,"Z",0,"R",82500,"R",6875,"A",,"R",6875
101189,7,"R",115,"R",70,"R",45,"R",49,"R",28,"R",21,"R",16,"R",11,"R",5,"R",2,"Z",0,"R",2,"R",48,"R",31,"R",17,"R",1199,"R",734,"R",465,"R",7161135,"R",4586844,"R",2574291,"R",5973,"R",6249,"R",5536
101240,6,"R",147,"R",61,"R",86,"R",147,"R",61,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1323,"R",549,"R",774,"R",7998991,"R",3349759,"R",4649232,"R",6046,"R",6102,"R",6007
101240,7,"R",147,"R",61,"R",86,"R",147,"R",61,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1323,"R",549,"R",774,"R",7998991,"R",3349759,"R",4649232,"R",6046,"R",6102,"R",6007
101286,6,"R",128,"R",41,"R",87,"R",128,"R",41,"R",87,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1152,"R",369,"R",783,"R",6526567,"R",2132364,"R",4394203,"R",5665,"R",5779,"R",5612
101286,7,"R",128,"R",41,"R",87,"R",128,"R",41,"R",87,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1152,"R",369,"R",783,"R",6526567,"R",2132364,"R",4394203,"R",5665,"R",5779,"R",5612
101295,6,"R",122,"R",44,"R",78,"R",122,"R",44,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1098,"R",396,"R",702,"R",6543233,"R",2359274,"R",4183959,"R",5959,"R",5958,"R",5960
101295,7,"R",122,"R",44,"R",78,"R",122,"R",44,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1098,"R",396,"R",702,"R",6543233,"R",2359274,"R",4183959,"R",5959,"R",5958,"R",5960
101301,6,"R",55,"R",14,"R",41,"R",55,"R",14,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",495,"R",126,"R",369,"R",2589807,"R",656580,"R",1933227,"R",5232,"R",5211,"R",5239
101301,7,"R",55,"R",14,"R",41,"R",55,"R",14,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",495,"R",126,"R",369,"R",2589807,"R",656580,"R",1933227,"R",5232,"R",5211,"R",5239
101365,2,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",5,"R",84,"R",24,"R",60,"R",462589,"R",132993,"R",329596,"R",5507,"R",5541,"R",5493
101365,3,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",24,"R",12,"R",12,"R",99685,"R",47685,"R",52000,"R",4154,"R",3974,"R",4333
101365,7,"R",9,"R",3,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",3,"R",6,"R",108,"R",36,"R",72,"R",562274,"R",180678,"R",381596,"R",5206,"R",5019,"R",5300
101435,1,"R",8,"R",4,"R",4,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",72,"R",36,"R",36,"R",558095,"R",273071,"R",285024,"R",7751,"R",7585,"R",7917
101435,2,"R",10,"R",8,"R",2,"R",10,"R",8,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",90,"R",72,"R",18,"R",545868,"R",436144,"R",109724,"R",6065,"R",6058,"R",6096
101435,3,"R",18,"R",8,"R",10,"R",18,"R",8,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",162,"R",72,"R",90,"R",901405,"R",328555,"R",572850,"R",5564,"R",4563,"R",6365
101435,4,"R",8,"R",3,"R",5,"R",8,"R",3,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",72,"R",27,"R",45,"R",335393,"R",139459,"R",195934,"R",4658,"R",5165,"R",4354
101435,7,"R",44,"R",23,"R",21,"R",44,"R",23,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",396,"R",207,"R",189,"R",2340761,"R",1177229,"R",1163532,"R",5911,"R",5687,"R",6156
101453,4,"R",6,"R",5,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",5,"R",1,"R",72,"R",60,"R",12,"R",247585,"R",202321,"R",45264,"R",3439,"R",3372,"R",3772
101453,7,"R",6,"R",5,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",5,"R",1,"R",72,"R",60,"R",12,"R",247585,"R",202321,"R",45264,"R",3439,"R",3372,"R",3772
