UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
198862,26, 26,"R",7,"R",7
198862,29, 29,"R",1,"R",1
198862,32, 32,"R",1,"R",1
198862,34, 34,"R",3,"R",3
198862,36, 36,"R",8,"R",6
198862,37, 37,"R",262,"R",261
198862,42, 42,"R",3,"R",2
198862,45, 45,"R",11,"R",8
198862,47, 47,"R",1,"R",1
198862,48, 48,"R",1,"R",1
198862,51, 51,"R",15,"R",13
198862,57, 57,"R",11,"R",2
198862,58,999,"R",451,"R",424
198862,98, 98,"R",2,"A",
198862,99, 99,"R",453,"R",424
198871, 1,  1,"R",2,"R",2
198871, 6,  6,"R",1,"R",1
198871,11, 11,"R",3,"R",2
198871,12, 12,"R",4,"R",4
198871,13, 13,"R",6,"R",6
198871,24, 24,"R",9,"R",8
198871,25, 25,"R",1,"R",0
198871,27, 27,"R",1,"R",1
198871,34, 34,"R",4,"R",4
198871,36, 36,"R",4,"R",4
198871,37, 37,"R",274,"R",247
198871,39, 39,"R",2,"R",2
198871,44, 44,"R",1,"R",0
198871,45, 45,"R",13,"R",8
198871,47, 47,"R",1,"R",1
198871,48, 48,"R",2,"R",2
198871,51, 51,"R",32,"R",24
198871,53, 53,"R",1,"R",1
198871,58,999,"R",361,"R",317
198871,90, 90,"R",5,"R",2
198871,99, 99,"R",366,"R",319
198899, 6,  6,"R",1,"R",1
198899, 8,  8,"R",2,"R",2
198899,12, 12,"R",30,"R",28
198899,13, 13,"R",21,"R",21
198899,17, 17,"R",2,"R",2
198899,21, 21,"R",1,"R",1
198899,23, 23,"R",1,"R",1
198899,24, 24,"R",4,"R",4
198899,28, 28,"R",1,"R",1
198899,36, 36,"R",2,"R",2
198899,37, 37,"R",288,"R",276
198899,39, 39,"R",1,"R",1
198899,45, 45,"R",22,"R",22
198899,47, 47,"R",6,"R",6
198899,51, 51,"R",7,"R",7
198899,58,999,"R",389,"R",375
198899,90, 90,"R",16,"R",9
198899,99, 99,"R",405,"R",384
198905,37, 37,"R",89,"R",46
198905,58,999,"R",89,"R",46
198905,99, 99,"R",89,"R",46
198914,12, 12,"R",1,"R",0
198914,37, 37,"R",161,"R",79
198914,47, 47,"R",4,"R",0
198914,58,999,"R",166,"R",79
198914,99, 99,"R",166,"R",79
198923,37, 37,"R",106,"R",70
198923,58,999,"R",106,"R",70
198923,99, 99,"R",106,"R",70
198941,37, 37,"R",2,"R",2
198941,58,999,"R",2,"R",2
198941,99, 99,"R",2,"R",2
198950, 6,  6,"R",1,"R",1
198950, 8,  8,"R",1,"R",1
198950, 9,  9,"R",4,"R",4
198950,10, 10,"R",2,"R",2
198950,12, 12,"R",1,"R",1
198950,13, 13,"R",2,"R",2
198950,21, 21,"R",1,"R",1
198950,24, 24,"R",4,"R",4
198950,34, 34,"R",3,"R",3
198950,36, 36,"R",2,"R",2
198950,37, 37,"R",414,"R",412
198950,42, 42,"R",1,"R",1
198950,45, 45,"R",4,"R",4
198950,47, 47,"R",1,"R",1
198950,48, 48,"R",1,"R",1
198950,51, 51,"R",10,"R",10
198950,58,999,"R",452,"R",450
198950,90, 90,"R",19,"R",16
198950,99, 99,"R",471,"R",466
198969, 1,  1,"R",1,"R",1
198969, 6,  6,"R",2,"R",2
198969, 9,  9,"R",3,"R",3
198969,10, 10,"R",1,"R",1
198969,12, 12,"R",48,"R",48
198969,13, 13,"R",21,"R",21
198969,17, 17,"R",2,"R",2
198969,18, 18,"R",1,"R",1
198969,19, 19,"R",1,"R",1
198969,23, 23,"R",1,"R",1
198969,24, 24,"R",18,"R",17
198969,25, 25,"R",3,"R",3
198969,28, 28,"R",1,"R",1
198969,32, 32,"R",1,"R",1
198969,33, 33,"R",3,"R",3
198969,34, 34,"R",7,"R",7
198969,36, 36,"R",12,"R",12
198969,37, 37,"R",300,"R",274
198969,39, 39,"R",3,"R",3
198969,42, 42,"R",9,"R",9
198969,44, 44,"R",2,"R",2
198969,45, 45,"R",22,"R",20
198969,47, 47,"R",1,"R",1
198969,48, 48,"R",3,"R",2
198969,50, 50,"R",2,"R",2
198969,51, 51,"R",25,"R",24
198969,53, 53,"R",2,"R",2
198969,54, 54,"R",1,"R",0
198969,58,999,"R",496,"R",464
198969,90, 90,"R",36,"R",2
198969,99, 99,"R",532,"R",466
198978, 1,  1,"R",14,"R",1
198978, 4,  4,"R",3,"Z",0
198978, 6,  6,"R",4,"Z",0
198978,12, 12,"R",2,"Z",0
198978,13, 13,"R",96,"R",9
198978,17, 17,"R",4,"Z",0
198978,21, 21,"R",3,"Z",0
198978,22, 22,"R",4,"R",2
198978,23, 23,"R",3,"Z",0
198978,24, 24,"R",1,"Z",0
198978,26, 26,"R",5,"Z",0
198978,28, 28,"R",9,"R",2
198978,29, 29,"R",1,"Z",0
198978,31, 31,"R",1,"Z",0
198978,36, 36,"R",1,"Z",0
198978,37, 37,"R",294,"R",54
198978,39, 39,"R",4,"Z",0
198978,41, 41,"R",1,"Z",0
198978,42, 42,"R",8,"R",1
198978,45, 45,"R",78,"R",9
198978,47, 47,"R",14,"R",3
198978,48, 48,"R",5,"R",1
198978,51, 51,"R",7,"R",2
198978,53, 53,"R",1,"Z",0
198978,54, 54,"R",2,"Z",0
198978,58,999,"R",565,"R",84
198978,99, 99,"R",565,"R",84
198987,12, 12,"R",1,"R",1
198987,13, 13,"R",1,"R",1
198987,25, 25,"R",1,"R",1
198987,36, 36,"R",1,"R",1
198987,37, 37,"R",441,"R",315
198987,41, 41,"R",1,"R",1
198987,48, 48,"R",1,"Z",0
198987,51, 51,"R",2,"R",2
198987,53, 53,"R",1,"Z",0
198987,54, 54,"R",4,"R",1
198987,57, 57,"R",6,"R",5
198987,58,999,"R",460,"R",328
198987,98, 98,"R",7,"A",
198987,99, 99,"R",467,"R",328
199005,37, 37,"R",9,"R",7
199005,58,999,"R",9,"R",7
199005,99, 99,"R",9,"R",7
199014,37, 37,"R",33,"R",9
199014,58,999,"R",33,"R",9
199014,99, 99,"R",33,"R",9
199023,28, 28,"R",1,"R",0
199023,37, 37,"R",133,"R",35
199023,47, 47,"R",1,"R",0
199023,58,999,"R",135,"R",35
199023,99, 99,"R",135,"R",35
199032, 6,  6,"R",4,"R",4
199032, 8,  8,"R",1,"R",1
199032, 9,  9,"R",1,"R",1
199032,12, 12,"R",6,"R",6
199032,13, 13,"R",6,"R",5
199032,16, 16,"R",1,"R",1
199032,34, 34,"R",1,"R",1
199032,37, 37,"R",58,"R",53
199032,39, 39,"R",2,"R",2
199032,45, 45,"R",5,"R",5
199032,47, 47,"R",4,"R",4
199032,48, 48,"R",2,"R",2
199032,50, 50,"R",1,"R",1
199032,51, 51,"R",4,"R",4
199032,58,999,"R",96,"R",90
199032,90, 90,"R",13,"R",9
199032,99, 99,"R",109,"R",99
199069, 4,  4,"R",1,"R",1
199069, 6,  6,"R",3,"R",3
199069, 8,  8,"R",2,"R",2
199069, 9,  9,"R",2,"R",2
199069,12, 12,"R",12,"R",12
199069,13, 13,"R",5,"R",5
199069,16, 16,"R",1,"R",1
199069,17, 17,"R",1,"R",1
199069,21, 21,"R",2,"R",2
199069,24, 24,"R",2,"R",2
199069,27, 27,"R",1,"R",1
199069,29, 29,"R",1,"R",1
199069,34, 34,"R",2,"R",2
199069,36, 36,"R",6,"R",6
199069,37, 37,"R",198,"R",198
199069,39, 39,"R",1,"R",1
199069,42, 42,"R",6,"R",6
199069,45, 45,"R",1,"R",1
199069,48, 48,"R",1,"R",1
199069,51, 51,"R",10,"R",10
199069,53, 53,"R",4,"R",4
199069,54, 54,"R",1,"R",1
199069,58,999,"R",263,"R",263
199069,90, 90,"R",23,"R",23
199069,99, 99,"R",286,"R",286
199078,37, 37,"R",107,"R",10
199078,58,999,"R",107,"R",10
199078,99, 99,"R",107,"R",10
199087,11, 11,"R",1,"Z",0
199087,21, 21,"R",1,"R",1
199087,36, 36,"R",1,"Z",0
199087,37, 37,"R",482,"R",272
199087,55, 55,"R",1,"Z",0
199087,57, 57,"R",18,"R",12
199087,58,999,"R",504,"R",285
199087,99, 99,"R",504,"R",285
199102, 1,  1,"R",2,"R",2
199102, 4,  4,"R",1,"R",1
199102, 6,  6,"R",4,"R",4
199102, 8,  8,"R",2,"R",2
199102, 9,  9,"R",5,"R",5
199102,10, 10,"R",4,"R",4
199102,11, 11,"R",19,"R",18
199102,12, 12,"R",16,"R",16
199102,13, 13,"R",39,"R",39
199102,17, 17,"R",14,"R",14
199102,18, 18,"R",2,"R",2
199102,20, 20,"R",1,"R",1
199102,21, 21,"R",1,"R",1
199102,24, 24,"R",92,"R",90
199102,25, 25,"R",1,"R",1
199102,26, 26,"R",4,"R",4
199102,27, 27,"R",1,"R",1
199102,28, 28,"R",1,"R",1
199102,29, 29,"R",3,"R",3
199102,32, 32,"R",1,"R",1
199102,34, 34,"R",16,"R",16
199102,36, 36,"R",20,"R",19
199102,37, 37,"R",1308,"R",1254
199102,39, 39,"R",16,"R",16
199102,41, 41,"R",1,"R",1
199102,42, 42,"R",16,"R",15
199102,45, 45,"R",28,"R",28
199102,47, 47,"R",2,"R",2
199102,48, 48,"R",6,"R",6
199102,51, 51,"R",57,"R",56
199102,55, 55,"R",3,"R",3
199102,57, 57,"R",2,"R",2
199102,58,999,"R",1688,"R",1628
199102,90, 90,"R",33,"R",27
199102,99, 99,"R",1721,"R",1655
199111, 2,  2,"R",1,"R",1
199111, 6,  6,"R",5,"R",4
199111, 8,  8,"R",2,"R",2
199111,12, 12,"R",9,"R",8
199111,13, 13,"R",14,"R",14
199111,17, 17,"R",3,"R",3
199111,18, 18,"R",2,"R",2
199111,21, 21,"R",1,"R",1
199111,23, 23,"R",2,"R",2
199111,24, 24,"R",8,"R",8
199111,25, 25,"R",1,"R",1
199111,26, 26,"R",1,"R",1
199111,29, 29,"R",1,"R",1
199111,34, 34,"R",2,"R",1
199111,36, 36,"R",3,"R",3
199111,37, 37,"R",534,"R",506
199111,39, 39,"R",5,"R",5
199111,41, 41,"R",1,"R",1
199111,42, 42,"R",4,"R",4
199111,44, 44,"R",1,"R",0
199111,45, 45,"R",4,"R",4
199111,47, 47,"R",7,"R",7
199111,48, 48,"R",2,"R",2
199111,50, 50,"R",3,"R",3
199111,51, 51,"R",6,"R",5
199111,55, 55,"R",1,"R",1
199111,57, 57,"R",3,"R",2
199111,58,999,"R",626,"R",592
199111,78, 78,"R",1,"R",1
199111,89,999,"R",1,"R",1
199111,90, 90,"R",6,"R",5
199111,99, 99,"R",633,"R",598
199120, 1,  1,"R",4,"R",4
199120, 4,  4,"R",7,"R",7
199120, 5,  5,"R",5,"R",5
199120, 6,  6,"R",23,"R",23
199120, 8,  8,"R",12,"R",12
199120, 9,  9,"R",19,"R",19
199120,10, 10,"R",6,"R",6
199120,11, 11,"R",4,"R",4
199120,12, 12,"R",77,"R",77
199120,13, 13,"R",70,"R",70
199120,17, 17,"R",12,"R",12
199120,18, 18,"R",6,"R",6
199120,19, 19,"R",1,"R",1
199120,20, 20,"R",1,"R",1
199120,21, 21,"R",3,"R",3
199120,22, 22,"R",4,"R",4
199120,24, 24,"R",50,"R",50
199120,25, 25,"R",13,"R",12
199120,26, 26,"R",10,"R",10
199120,27, 27,"R",6,"R",6
199120,29, 29,"R",6,"R",6
199120,31, 31,"R",1,"R",1
199120,34, 34,"R",44,"R",44
199120,36, 36,"R",76,"R",74
199120,37, 37,"R",3227,"R",3184
199120,39, 39,"R",10,"R",10
199120,41, 41,"R",4,"R",4
199120,42, 42,"R",42,"R",42
199120,44, 44,"R",2,"R",2
199120,45, 45,"R",19,"R",19
199120,46, 46,"R",1,"R",1
199120,47, 47,"R",16,"R",16
199120,48, 48,"R",33,"R",33
199120,49, 49,"R",1,"R",1
199120,51, 51,"R",73,"R",72
199120,53, 53,"R",5,"R",5
199120,54, 54,"R",2,"R",2
199120,57, 57,"R",7,"R",7
199120,58,999,"R",3902,"R",3855
199120,72, 72,"R",2,"R",2
199120,89,999,"R",2,"R",2
199120,90, 90,"R",72,"R",63
199120,99, 99,"R",3976,"R",3920
199139, 4,  4,"R",1,"R",1
199139, 6,  6,"R",6,"R",6
199139, 9,  9,"R",21,"R",21
199139,10, 10,"R",2,"R",2
199139,11, 11,"R",1,"R",1
199139,12, 12,"R",8,"R",8
199139,13, 13,"R",12,"R",11
199139,15, 15,"R",1,"R",0
199139,17, 17,"R",2,"R",2
199139,18, 18,"R",1,"R",1
199139,19, 19,"R",1,"R",1
199139,21, 21,"R",1,"R",1
199139,23, 23,"R",1,"R",1
199139,24, 24,"R",19,"R",19
199139,25, 25,"R",12,"R",12
199139,26, 26,"R",4,"R",4
199139,27, 27,"R",2,"R",2
199139,33, 33,"R",3,"R",3
199139,34, 34,"R",36,"R",36
199139,36, 36,"R",21,"R",21
199139,37, 37,"R",3007,"R",2948
199139,39, 39,"R",10,"R",10
199139,42, 42,"R",20,"R",20
199139,44, 44,"R",1,"R",1
199139,45, 45,"R",11,"R",10
199139,48, 48,"R",2,"R",2
199139,51, 51,"R",28,"R",28
199139,54, 54,"R",1,"R",1
199139,55, 55,"R",2,"R",2
199139,57, 57,"R",16,"R",12
199139,58,999,"R",3253,"R",3187
199139,90, 90,"R",66,"R",30
199139,99, 99,"R",3319,"R",3217
199148, 6,  6,"R",4,"R",4
199148, 8,  8,"R",2,"R",2
199148, 9,  9,"R",8,"R",8
199148,10, 10,"R",2,"R",2
199148,11, 11,"R",6,"R",6
199148,12, 12,"R",7,"R",7
199148,13, 13,"R",8,"R",8
199148,17, 17,"R",3,"R",3
199148,18, 18,"R",1,"R",1
199148,23, 23,"R",2,"R",2
199148,24, 24,"R",17,"R",17
199148,25, 25,"R",3,"R",3
199148,26, 26,"R",1,"R",1
199148,29, 29,"R",1,"R",1
199148,33, 33,"R",2,"R",2
199148,34, 34,"R",18,"R",18
199148,36, 36,"R",10,"R",10
199148,37, 37,"R",2395,"R",2328
199148,40, 40,"R",1,"R",1
199148,42, 42,"R",9,"R",8
199148,45, 45,"R",9,"R",9
199148,46, 46,"R",1,"R",1
199148,47, 47,"R",2,"R",2
199148,48, 48,"R",1,"R",1
199148,50, 50,"R",1,"R",1
199148,51, 51,"R",17,"R",17
199148,54, 54,"R",2,"R",2
199148,55, 55,"R",1,"R",1
199148,58,999,"R",2534,"R",2466
199148,90, 90,"R",59,"R",21
199148,99, 99,"R",2593,"R",2487
199157, 1,  1,"R",1,"R",1
199157, 6,  6,"R",1,"R",1
199157, 9,  9,"R",1,"R",1
199157,10, 10,"R",1,"R",1
199157,11, 11,"R",17,"R",17
199157,12, 12,"R",4,"R",4
199157,13, 13,"R",9,"R",8
199157,17, 17,"R",2,"R",2
199157,20, 20,"R",1,"R",1
199157,24, 24,"R",31,"R",31
199157,25, 25,"R",1,"R",1
199157,26, 26,"R",2,"R",2
199157,34, 34,"R",4,"R",4
199157,36, 36,"R",4,"R",4
199157,37, 37,"R",796,"R",765
199157,39, 39,"R",2,"R",2
199157,42, 42,"R",2,"R",2
199157,44, 44,"R",2,"R",2
199157,45, 45,"R",11,"R",11
199157,47, 47,"R",1,"R",1
199157,48, 48,"R",4,"R",4
199157,51, 51,"R",24,"R",24
199157,53, 53,"R",1,"R",1
199157,57, 57,"R",2,"R",2
199157,58,999,"R",924,"R",892
199157,90, 90,"R",1,"R",1
199157,99, 99,"R",925,"R",893
199184, 4,  4,"R",1,"R",1
199184, 6,  6,"R",8,"R",8
199184, 8,  8,"R",1,"R",1
199184, 9,  9,"R",3,"R",2
199184,11, 11,"R",1,"R",1
199184,12, 12,"R",5,"R",5
199184,13, 13,"R",12,"R",12
199184,17, 17,"R",3,"R",3
199184,18, 18,"R",1,"R",1
199184,22, 22,"R",3,"R",3
199184,24, 24,"R",9,"R",9
199184,25, 25,"R",4,"R",4
199184,26, 26,"R",1,"R",1
199184,27, 27,"R",1,"R",1
199184,29, 29,"R",1,"R",1
199184,32, 32,"R",1,"R",1
199184,33, 33,"R",2,"R",2
199184,34, 34,"R",6,"R",6
199184,35, 35,"R",1,"R",1
199184,36, 36,"R",8,"R",7
199184,37, 37,"R",95,"R",88
199184,39, 39,"R",5,"R",5
199184,42, 42,"R",7,"R",7
199184,45, 45,"R",5,"R",5
199184,47, 47,"R",4,"R",4
199184,48, 48,"R",9,"R",8
199184,49, 49,"R",1,"R",1
199184,50, 50,"R",1,"R",1
199184,51, 51,"R",10,"R",9
199184,54, 54,"R",3,"R",3
199184,57, 57,"R",2,"R",1
199184,58,999,"R",214,"R",202
199184,90, 90,"R",5,"R",1
199184,99, 99,"R",219,"R",203
199193, 1,  1,"R",4,"R",4
199193, 2,  2,"R",2,"R",2
199193, 4,  4,"R",1,"R",1
199193, 5,  5,"R",17,"R",17
199193, 6,  6,"R",3,"R",3
199193, 8,  8,"R",14,"R",14
199193, 9,  9,"R",7,"R",7
199193,10, 10,"R",3,"R",3
199193,11, 11,"R",37,"R",37
199193,12, 12,"R",19,"R",19
199193,13, 13,"R",1,"R",1
199193,15, 15,"R",11,"R",11
199193,16, 16,"R",4,"R",4
199193,17, 17,"R",1,"R",1
199193,18, 18,"R",5,"R",5
199193,19, 19,"R",3,"R",3
199193,20, 20,"R",1,"R",1
199193,21, 21,"R",5,"R",5
199193,22, 22,"R",62,"R",61
199193,23, 23,"R",25,"R",25
199193,24, 24,"R",4,"R",4
199193,25, 25,"R",9,"R",9
199193,27, 27,"R",4,"R",4
199193,28, 28,"R",1,"R",1
199193,29, 29,"R",1,"R",1
199193,30, 30,"R",2,"R",2
199193,31, 31,"R",7,"R",7
199193,32, 32,"R",36,"R",36
199193,33, 33,"R",4,"R",4
199193,34, 34,"R",50,"R",47
199193,35, 35,"R",1,"R",1
199193,36, 36,"R",18,"R",18
199193,37, 37,"R",3767,"R",3713
199193,39, 39,"R",4,"R",4
199193,40, 40,"R",58,"R",57
199193,41, 41,"R",2,"R",2
199193,42, 42,"R",21,"R",21
199193,45, 45,"R",13,"R",13
199193,46, 46,"R",25,"R",20
199193,48, 48,"R",1,"R",1
199193,49, 49,"R",106,"R",106
199193,50, 50,"R",5,"R",5
199193,51, 51,"R",6,"R",6
199193,53, 53,"R",3,"R",3
199193,54, 54,"R",1,"R",1
199193,56, 56,"R",1,"R",1
199193,57, 57,"R",1,"R",1
199193,58,999,"R",4376,"R",4312
199193,90, 90,"R",123,"R",66
199193,99, 99,"R",4499,"R",4378
199209, 9,  9,"R",2,"R",2
199209,10, 10,"R",2,"R",2
199209,12, 12,"R",41,"R",41
199209,13, 13,"R",7,"R",5
199209,24, 24,"R",8,"R",7
199209,26, 26,"R",1,"R",1
199209,34, 34,"R",1,"R",0
199209,36, 36,"R",1,"R",1
199209,37, 37,"R",193,"R",178
199209,42, 42,"R",2,"R",2
199209,45, 45,"R",3,"R",3
199209,47, 47,"R",2,"R",2
199209,51, 51,"R",30,"R",30
199209,57, 57,"R",3,"R",3
199209,58,999,"R",296,"R",277
199209,90, 90,"R",24,"R",19
199209,98, 98,"R",2,"A",
199209,99, 99,"R",322,"R",296
199218, 1,  1,"R",2,"R",2
199218, 4,  4,"R",1,"R",1
199218, 5,  5,"R",2,"R",2
199218, 6,  6,"R",4,"R",4
199218, 8,  8,"R",2,"R",2
199218, 9,  9,"R",19,"R",19
199218,10, 10,"R",9,"R",9
199218,11, 11,"R",1,"R",1
199218,12, 12,"R",8,"R",8
199218,13, 13,"R",7,"R",7
199218,16, 16,"R",1,"R",1
199218,17, 17,"R",9,"R",9
199218,19, 19,"R",1,"R",1
199218,21, 21,"R",3,"R",3
199218,22, 22,"R",1,"R",1
199218,24, 24,"R",69,"R",69
199218,25, 25,"R",26,"R",26
199218,26, 26,"R",3,"R",3
199218,27, 27,"R",3,"R",3
199218,29, 29,"R",1,"R",1
199218,33, 33,"R",9,"R",9
199218,34, 34,"R",37,"R",37
199218,35, 35,"R",2,"R",2
199218,36, 36,"R",32,"R",32
199218,37, 37,"R",1773,"R",1739
199218,39, 39,"R",18,"R",18
199218,41, 41,"R",1,"R",1
199218,42, 42,"R",30,"R",27
199218,44, 44,"R",4,"R",4
199218,45, 45,"R",5,"R",5
199218,47, 47,"R",4,"R",4
199218,48, 48,"R",6,"R",6
199218,50, 50,"R",2,"R",2
199218,51, 51,"R",37,"R",35
199218,54, 54,"R",1,"R",1
199218,55, 55,"R",3,"R",3
199218,57, 57,"R",7,"R",7
199218,58,999,"R",2143,"R",2104
199218,90, 90,"R",16,"R",15
199218,99, 99,"R",2159,"R",2119
199263,37, 37,"R",99,"R",27
199263,58,999,"R",99,"R",27
199263,99, 99,"R",99,"R",27
199272, 6,  6,"R",2,"R",2
199272, 9,  9,"R",1,"R",1
199272,11, 11,"R",1,"R",1
199272,12, 12,"R",1,"R",1
199272,13, 13,"R",2,"R",2
199272,37, 37,"R",191,"R",191
199272,45, 45,"R",5,"R",5
199272,47, 47,"R",1,"R",1
199272,48, 48,"R",1,"R",1
199272,51, 51,"R",9,"R",9
199272,53, 53,"R",1,"R",1
199272,57, 57,"R",1,"R",1
199272,58,999,"R",216,"R",216
199272,99, 99,"R",216,"R",216
199281, 6,  6,"R",1,"R",0
199281,11, 11,"R",1,"R",1
199281,12, 12,"R",4,"R",4
199281,13, 13,"R",3,"R",2
199281,24, 24,"R",2,"R",2
199281,34, 34,"R",4,"R",4
199281,36, 36,"R",1,"R",1
199281,37, 37,"R",1026,"R",988
199281,39, 39,"R",2,"R",2
199281,41, 41,"R",1,"R",0
199281,42, 42,"R",2,"R",2
199281,45, 45,"R",4,"R",3
199281,48, 48,"R",2,"R",1
199281,51, 51,"R",4,"R",2
199281,53, 53,"R",2,"R",2
199281,57, 57,"R",5,"R",5
199281,58,999,"R",1064,"R",1019
199281,90, 90,"R",10,"R",9
199281,99, 99,"R",1074,"R",1028
199306, 1,  1,"R",1,"R",1
199306, 9,  9,"R",1,"R",1
199306,12, 12,"R",5,"R",5
199306,13, 13,"R",5,"R",5
199306,17, 17,"R",2,"R",2
199306,18, 18,"R",1,"R",1
199306,22, 22,"R",1,"R",1
199306,24, 24,"R",8,"R",8
199306,33, 33,"R",1,"R",1
199306,36, 36,"R",4,"R",4
199306,37, 37,"R",138,"R",116
199306,39, 39,"R",1,"R",1
199306,42, 42,"R",2,"R",1
199306,45, 45,"R",7,"R",7
199306,47, 47,"R",1,"R",1
199306,50, 50,"R",1,"R",1
199306,51, 51,"R",13,"R",13
199306,54, 54,"R",1,"R",1
199306,55, 55,"R",1,"R",1
199306,57, 57,"R",1,"R",1
199306,58,999,"R",195,"R",172
199306,90, 90,"R",21,"R",18
199306,99, 99,"R",216,"R",190
199315,13, 13,"R",1,"Z",0
199315,26, 26,"R",1,"R",1
199315,37, 37,"R",20,"R",17
199315,42, 42,"R",1,"R",1
199315,51, 51,"R",1,"R",1
199315,58,999,"R",24,"R",20
199315,98, 98,"R",1,"A",
199315,99, 99,"R",25,"R",20
199324,13, 13,"R",1,"Z",0
199324,28, 28,"R",1,"Z",0
199324,37, 37,"R",258,"R",181
199324,51, 51,"R",8,"R",8
199324,58,999,"R",268,"R",189
199324,98, 98,"R",1,"A",
199324,99, 99,"R",269,"R",189
199333,10, 10,"R",1,"Z",0
199333,12, 12,"R",1,"Z",0
199333,21, 21,"R",1,"Z",0
199333,23, 23,"R",1,"R",1
199333,24, 24,"R",1,"R",1
199333,33, 33,"R",1,"R",1
199333,34, 34,"R",2,"Z",0
199333,36, 36,"R",1,"Z",0
199333,37, 37,"R",1565,"R",866
199333,39, 39,"R",2,"Z",0
199333,42, 42,"R",1,"R",1
199333,45, 45,"R",3,"Z",0
199333,51, 51,"R",8,"R",6
199333,58,999,"R",1588,"R",876
199333,90, 90,"R",1,"R",1
199333,99, 99,"R",1589,"R",877
199412, 1,  1,"R",3,"R",3
199412, 6,  6,"R",3,"R",2
199412, 8,  8,"R",1,"R",1
199412, 9,  9,"R",5,"R",5
199412,12, 12,"R",13,"R",13
199412,13, 13,"R",13,"R",12
199412,21, 21,"R",2,"R",2
199412,24, 24,"R",10,"R",10
199412,26, 26,"R",1,"R",1
199412,28, 28,"R",1,"R",1
199412,29, 29,"R",1,"R",1
199412,33, 33,"R",2,"R",2
199412,34, 34,"R",3,"R",3
199412,36, 36,"R",10,"R",10
199412,37, 37,"R",153,"R",146
199412,39, 39,"R",5,"R",5
199412,42, 42,"R",4,"R",4
199412,45, 45,"R",17,"R",17
199412,47, 47,"R",3,"R",3
199412,48, 48,"R",3,"R",2
199412,49, 49,"R",1,"R",1
199412,51, 51,"R",11,"R",11
199412,54, 54,"R",4,"R",4
199412,55, 55,"R",1,"R",1
199412,58,999,"R",270,"R",260
199412,90, 90,"R",17,"R",5
199412,99, 99,"R",287,"R",265
199421,37, 37,"R",594,"R",269
199421,51, 51,"R",1,"R",1
199421,58,999,"R",595,"R",270
199421,99, 99,"R",595,"R",270
199449,37, 37,"R",395,"R",244
199449,45, 45,"R",2,"R",2
199449,58,999,"R",397,"R",246
199449,99, 99,"R",397,"R",246
199458, 9,  9,"R",1,"R",1
199458,10, 10,"R",1,"R",1
199458,12, 12,"R",1,"R",1
199458,13, 13,"R",1,"R",1
199458,25, 25,"R",1,"R",1
199458,36, 36,"R",3,"R",3
199458,37, 37,"R",31,"R",22
199458,39, 39,"R",1,"R",1
199458,51, 51,"R",6,"R",6
199458,54, 54,"R",1,"R",1
199458,58,999,"R",47,"R",38
199458,90, 90,"R",1,"R",0
199458,99, 99,"R",48,"R",38
199467,37, 37,"R",100,"R",43
199467,58,999,"R",100,"R",43
199467,98, 98,"R",2,"A",
199467,99, 99,"R",102,"R",43
199476,37, 37,"R",302,"R",143
199476,58,999,"R",302,"R",143
199476,99, 99,"R",302,"R",143
199485,37, 37,"R",408,"R",252
199485,51, 51,"R",1,"Z",0
199485,58,999,"R",409,"R",252
199485,99, 99,"R",409,"R",252
199494, 2,  2,"R",1,"Z",0
199494, 5,  5,"R",1,"Z",0
199494,26, 26,"R",1,"Z",0
199494,37, 37,"R",1484,"R",632
199494,45, 45,"R",1,"R",1
199494,57, 57,"R",1,"R",1
199494,58,999,"R",1489,"R",634
199494,98, 98,"R",1,"A",
199494,99, 99,"R",1490,"R",634
199582, 9,  9,"R",3,"R",3
199582,10, 10,"R",1,"R",1
199582,11, 11,"R",16,"R",16
199582,12, 12,"R",3,"R",3
199582,13, 13,"R",11,"R",11
199582,17, 17,"R",1,"R",1
199582,24, 24,"R",14,"R",14
199582,26, 26,"R",1,"R",1
199582,34, 34,"R",4,"R",4
199582,37, 37,"R",163,"R",163
199582,42, 42,"R",12,"R",12
199582,45, 45,"R",7,"R",7
199582,47, 47,"R",1,"R",1
199582,51, 51,"R",28,"R",28
199582,58,999,"R",265,"R",265
199582,90, 90,"R",2,"R",2
199582,98, 98,"R",1,"A",
199582,99, 99,"R",268,"R",267
199607, 4,  4,"R",1,"R",1
199607, 6,  6,"R",4,"R",4
199607, 9,  9,"R",2,"R",2
199607,10, 10,"R",1,"R",1
199607,12, 12,"R",6,"R",6
199607,13, 13,"R",5,"R",5
199607,21, 21,"R",3,"R",3
199607,22, 22,"R",1,"R",1
199607,24, 24,"R",4,"R",4
199607,34, 34,"R",1,"R",1
199607,36, 36,"R",4,"R",4
199607,37, 37,"R",125,"R",110
199607,39, 39,"R",1,"R",1
199607,41, 41,"R",1,"R",1
199607,42, 42,"R",1,"R",1
199607,44, 44,"R",1,"R",1
199607,45, 45,"R",6,"R",5
199607,47, 47,"R",4,"R",3
199607,48, 48,"R",20,"R",19
199607,51, 51,"R",8,"R",7
199607,54, 54,"R",1,"R",1
199607,58,999,"R",200,"R",181
199607,98, 98,"R",2,"A",
199607,99, 99,"R",202,"R",181
199625,37, 37,"R",174,"R",109
199625,57, 57,"R",1,"R",0
199625,58,999,"R",175,"R",109
