UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
100654, 1,  1,"R",777,"R",537
100654, 5,  5,"R",3,"R",3
100654, 6,  6,"R",28,"R",18
100654, 8,  8,"R",2,"R",2
100654,11, 11,"R",7,"R",3
100654,12, 12,"R",22,"R",11
100654,13, 13,"R",93,"R",57
100654,15, 15,"R",1,"R",0
100654,17, 17,"R",72,"R",48
100654,18, 18,"R",6,"R",4
100654,20, 20,"R",1,"R",0
100654,21, 21,"R",5,"R",2
100654,24, 24,"R",8,"R",7
100654,25, 25,"R",1,"R",1
100654,26, 26,"R",25,"R",11
100654,27, 27,"R",1,"R",1
100654,28, 28,"R",5,"R",4
100654,29, 29,"R",21,"R",21
100654,32, 32,"R",9,"R",4
100654,34, 34,"R",1,"R",1
100654,36, 36,"R",1,"R",1
100654,37, 37,"R",2,"R",2
100654,39, 39,"R",10,"R",9
100654,42, 42,"R",3,"R",2
100654,45, 45,"R",1,"R",1
100654,47, 47,"R",26,"R",18
100654,48, 48,"R",7,"R",6
100654,51, 51,"R",4,"R",3
100654,53, 53,"R",1,"R",1
100654,55, 55,"R",3,"R",2
100654,58,999,"R",1146,"R",780
100654,98, 98,"R",61,"A",
100654,99, 99,"R",1207,"R",780
100663, 1,  1,"R",1471,"R",1411
100663, 5,  5,"R",1,"R",1
100663, 6,  6,"R",12,"R",11
100663,12, 12,"R",32,"R",31
100663,13, 13,"R",73,"R",73
100663,17, 17,"R",10,"R",10
100663,18, 18,"R",1,"R",1
100663,19, 19,"R",1,"R",1
100663,20, 20,"R",1,"R",1
100663,21, 21,"R",3,"R",3
100663,22, 22,"R",2,"R",1
100663,24, 24,"R",3,"R",3
100663,25, 25,"R",1,"R",1
100663,26, 26,"R",5,"R",5
100663,28, 28,"R",24,"R",24
100663,31, 31,"R",1,"R",1
100663,32, 32,"R",3,"R",3
100663,34, 34,"R",2,"R",2
100663,35, 35,"R",1,"R",1
100663,36, 36,"R",2,"R",2
100663,37, 37,"R",5,"R",5
100663,39, 39,"R",6,"R",5
100663,40, 40,"R",2,"R",2
100663,42, 42,"R",1,"R",1
100663,45, 45,"R",4,"R",4
100663,47, 47,"R",29,"R",28
100663,48, 48,"R",11,"R",11
100663,51, 51,"R",3,"R",3
100663,54, 54,"R",1,"R",1
100663,55, 55,"R",3,"R",3
100663,58,999,"R",1714,"R",1649
100663,90, 90,"R",34,"R",23
100663,99, 99,"R",1748,"R",1672
100690, 1,  1,"R",7,"R",1
100690,13, 13,"R",1,"Z",0
100690,29, 29,"R",1,"Z",0
100690,57, 57,"R",3,"Z",0
100690,58,999,"R",12,"R",1
100690,99, 99,"R",12,"R",1
100706, 1,  1,"R",581,"R",564
100706, 6,  6,"R",5,"R",5
100706,12, 12,"R",2,"R",2
100706,13, 13,"R",12,"R",12
100706,17, 17,"R",8,"R",8
100706,18, 18,"R",1,"R",1
100706,20, 20,"R",2,"R",2
100706,21, 21,"R",9,"R",8
100706,22, 22,"R",2,"R",2
100706,26, 26,"R",1,"R",1
100706,28, 28,"R",2,"R",2
100706,29, 29,"R",3,"R",3
100706,32, 32,"R",1,"R",1
100706,36, 36,"R",1,"R",1
100706,37, 37,"R",2,"R",2
100706,39, 39,"R",3,"R",3
100706,42, 42,"R",2,"R",2
100706,45, 45,"R",3,"R",3
100706,47, 47,"R",55,"R",52
100706,48, 48,"R",6,"R",6
100706,51, 51,"R",2,"R",2
100706,53, 53,"R",1,"R",0
100706,54, 54,"R",1,"R",1
100706,55, 55,"R",4,"R",4
100706,57, 57,"R",4,"R",4
100706,58,999,"R",713,"R",691
100706,66, 66,"R",1,"R",1
100706,89,999,"R",1,"R",1
100706,90, 90,"R",10,"R",8
100706,99, 99,"R",724,"R",700
100724, 1,  1,"R",581,"R",375
100724, 4,  4,"R",1,"R",0
100724, 6,  6,"R",37,"R",1
100724, 9,  9,"R",1,"R",0
100724,11, 11,"R",8,"R",0
100724,12, 12,"R",54,"R",40
100724,13, 13,"R",184,"R",135
100724,17, 17,"R",48,"R",28
100724,18, 18,"R",5,"R",1
100724,21, 21,"R",4,"R",1
100724,22, 22,"R",7,"R",5
100724,24, 24,"R",10,"R",7
100724,25, 25,"R",3,"R",2
100724,26, 26,"R",27,"R",18
100724,27, 27,"R",1,"R",1
100724,28, 28,"R",5,"R",2
100724,29, 29,"R",4,"R",1
100724,32, 32,"R",5,"R",0
100724,34, 34,"R",3,"R",3
100724,36, 36,"R",7,"R",6
100724,37, 37,"R",6,"R",2
100724,39, 39,"R",26,"R",19
100724,42, 42,"R",4,"R",4
100724,45, 45,"R",1,"R",0
100724,47, 47,"R",10,"R",8
100724,48, 48,"R",11,"R",9
100724,51, 51,"R",4,"R",3
100724,53, 53,"R",1,"R",0
100724,54, 54,"R",1,"R",1
100724,55, 55,"R",9,"R",5
100724,56, 56,"R",1,"R",0
100724,57, 57,"R",12,"R",2
100724,58,999,"R",1081,"R",679
100724,72, 72,"R",1,"Z",0
100724,78, 78,"R",5,"R",4
100724,89,999,"R",6,"R",4
100724,99, 99,"R",1087,"R",683
100751, 1,  1,"R",2462,"R",2461
100751, 2,  2,"R",2,"R",2
100751, 4,  4,"R",27,"R",26
100751, 5,  5,"R",28,"R",28
100751, 6,  6,"R",267,"R",267
100751, 8,  8,"R",66,"R",66
100751, 9,  9,"R",67,"R",67
100751,10, 10,"R",21,"R",21
100751,11, 11,"R",3,"R",3
100751,12, 12,"R",386,"R",386
100751,13, 13,"R",509,"R",509
100751,15, 15,"R",9,"R",9
100751,16, 16,"R",2,"R",2
100751,17, 17,"R",290,"R",290
100751,18, 18,"R",57,"R",57
100751,19, 19,"R",3,"R",3
100751,20, 20,"R",24,"R",24
100751,21, 21,"R",92,"R",92
100751,22, 22,"R",69,"R",69
100751,23, 23,"R",1,"R",1
100751,24, 24,"R",131,"R",131
100751,25, 25,"R",85,"R",85
100751,26, 26,"R",98,"R",98
100751,27, 27,"R",13,"R",13
100751,28, 28,"R",78,"R",78
100751,29, 29,"R",100,"R",100
100751,30, 30,"R",1,"R",1
100751,31, 31,"R",3,"R",3
100751,32, 32,"R",3,"R",3
100751,33, 33,"R",22,"R",22
100751,34, 34,"R",142,"R",142
100751,35, 35,"R",2,"R",2
100751,36, 36,"R",127,"R",127
100751,37, 37,"R",171,"R",171
100751,39, 39,"R",123,"R",123
100751,40, 40,"R",6,"R",6
100751,41, 41,"R",6,"R",6
100751,42, 42,"R",123,"R",123
100751,44, 44,"R",8,"R",8
100751,45, 45,"R",83,"R",83
100751,47, 47,"R",320,"R",320
100751,48, 48,"R",425,"R",424
100751,49, 49,"R",5,"R",5
100751,50, 50,"R",1,"R",1
100751,51, 51,"R",189,"R",189
100751,53, 53,"R",26,"R",26
100751,54, 54,"R",7,"R",7
100751,55, 55,"R",31,"R",31
100751,56, 56,"R",1,"R",1
100751,57, 57,"R",15,"R",14
100751,58,999,"R",6730,"R",6726
100751,66, 66,"R",1,"R",1
100751,89,999,"R",1,"R",1
100751,90, 90,"R",93,"R",92
100751,99, 99,"R",6824,"R",6819
100760, 1,  1,"R",461,"R",370
100760,13, 13,"R",2,"R",2
100760,21, 21,"R",1,"R",1
100760,58,999,"R",464,"R",373
100760,90, 90,"R",1,"R",1
100760,98, 98,"R",111,"A",
100760,99, 99,"R",576,"R",374
100830, 1,  1,"R",624,"R",514
100830, 5,  5,"R",1,"R",1
100830, 6,  6,"R",2,"R",1
100830, 8,  8,"R",2,"R",1
100830,12, 12,"R",9,"R",8
100830,13, 13,"R",14,"R",9
100830,15, 15,"R",1,"R",1
100830,16, 16,"R",1,"R",1
100830,17, 17,"R",1,"R",0
100830,22, 22,"R",2,"R",2
100830,25, 25,"R",4,"R",2
100830,26, 26,"R",1,"R",1
100830,34, 34,"R",4,"R",0
100830,36, 36,"R",4,"R",2
100830,37, 37,"R",1,"R",1
100830,42, 42,"R",1,"R",0
100830,45, 45,"R",1,"R",0
100830,47, 47,"R",4,"R",3
100830,48, 48,"R",4,"R",4
100830,51, 51,"R",3,"R",2
100830,53, 53,"R",1,"R",0
100830,56, 56,"R",1,"R",1
100830,58,999,"R",686,"R",554
100830,90, 90,"R",3,"R",0
100830,98, 98,"R",4,"A",
100830,99, 99,"R",693,"R",554
100858, 1,  1,"R",2757,"R",2719
100858, 4,  4,"R",5,"R",5
100858, 5,  5,"R",7,"R",7
100858, 6,  6,"R",67,"R",66
100858, 8,  8,"R",14,"R",13
100858, 9,  9,"R",15,"R",15
100858,10, 10,"R",1,"R",1
100858,12, 12,"R",271,"R",267
100858,13, 13,"R",635,"R",631
100858,15, 15,"R",4,"R",4
100858,16, 16,"R",2,"R",2
100858,17, 17,"R",49,"R",48
100858,18, 18,"R",7,"R",7
100858,19, 19,"R",2,"R",2
100858,20, 20,"R",3,"R",3
100858,21, 21,"R",21,"R",21
100858,22, 22,"R",15,"R",15
100858,23, 23,"R",1,"R",1
100858,24, 24,"R",33,"R",33
100858,25, 25,"R",15,"R",15
100858,26, 26,"R",6,"R",6
100858,27, 27,"R",2,"R",2
100858,28, 28,"R",13,"R",13
100858,29, 29,"R",6,"R",6
100858,31, 31,"R",2,"R",2
100858,33, 33,"R",5,"R",5
100858,34, 34,"R",29,"R",29
100858,35, 35,"R",1,"R",1
100858,36, 36,"R",23,"R",23
100858,37, 37,"R",62,"R",59
100858,38, 38,"R",1,"R",1
100858,39, 39,"R",21,"R",21
100858,40, 40,"R",4,"R",4
100858,41, 41,"R",1,"R",1
100858,42, 42,"R",24,"R",24
100858,44, 44,"R",4,"R",4
100858,45, 45,"R",43,"R",43
100858,46, 46,"R",1,"R",1
100858,47, 47,"R",145,"R",144
100858,48, 48,"R",145,"R",139
100858,49, 49,"R",1,"R",1
100858,50, 50,"R",1,"R",1
100858,51, 51,"R",70,"R",69
100858,53, 53,"R",8,"R",8
100858,54, 54,"R",3,"R",3
100858,55, 55,"R",3,"R",3
100858,56, 56,"R",2,"R",2
100858,57, 57,"R",2,"Z",0
100858,58,999,"R",4552,"R",4490
100858,90, 90,"R",40,"R",30
100858,99, 99,"R",4592,"R",4520
100937, 1,  1,"R",203,"R",203
100937, 6,  6,"R",1,"R",1
100937, 9,  9,"R",1,"R",1
100937,11, 11,"R",1,"R",1
100937,12, 12,"R",19,"R",19
100937,13, 13,"R",47,"R",47
100937,17, 17,"R",3,"R",3
100937,21, 21,"R",4,"R",4
100937,22, 22,"R",5,"R",5
100937,24, 24,"R",2,"R",2
100937,25, 25,"R",1,"R",1
100937,28, 28,"R",8,"R",8
100937,29, 29,"R",1,"R",1
100937,31, 31,"R",1,"R",1
100937,36, 36,"R",1,"R",1
100937,37, 37,"R",5,"R",5
100937,39, 39,"R",1,"R",1
100937,41, 41,"R",1,"R",1
100937,45, 45,"R",4,"R",4
100937,47, 47,"R",36,"R",36
100937,48, 48,"R",6,"R",6
100937,53, 53,"R",1,"R",1
100937,58,999,"R",352,"R",352
100937,99, 99,"R",352,"R",352
101028, 1,  1,"R",299,"R",231
101028,13, 13,"R",100,"R",71
101028,45, 45,"R",1,"R",1
101028,51, 51,"R",1,"R",1
101028,58,999,"R",401,"R",304
101028,99, 99,"R",401,"R",304
101073, 1,  1,"R",20,"R",16
101073, 6,  6,"R",1,"R",1
101073,12, 12,"R",5,"R",3
101073,13, 13,"R",8,"R",8
101073,22, 22,"R",3,"R",3
101073,26, 26,"R",1,"R",1
101073,28, 28,"R",2,"R",2
101073,48, 48,"R",1,"Z",0
101073,58,999,"R",41,"R",34
101073,72, 72,"R",1,"R",1
101073,89,999,"R",1,"R",1
101073,90, 90,"R",6,"R",3
101073,99, 99,"R",48,"R",38
101116, 1,  1,"R",40,"R",21
101116,58,999,"R",40,"R",21
101116,99, 99,"R",40,"R",21
101143, 1,  1,"R",388,"R",275
101143, 6,  6,"R",1,"R",0
101143,12, 12,"R",8,"R",6
101143,13, 13,"R",1,"R",1
101143,21, 21,"R",1,"R",1
101143,22, 22,"R",1,"R",1
101143,24, 24,"R",1,"R",1
101143,57, 57,"R",8,"R",7
101143,58,999,"R",409,"R",292
101143,99, 99,"R",409,"R",292
101161, 1,  1,"R",1172,"R",869
101161,12, 12,"R",16,"R",14
101161,13, 13,"R",1,"R",1
101161,18, 18,"R",1,"R",1
101161,19, 19,"R",1,"R",0
101161,22, 22,"R",6,"R",6
101161,25, 25,"R",1,"R",1
101161,26, 26,"R",1,"R",1
101161,28, 28,"R",2,"R",2
101161,34, 34,"R",1,"R",0
101161,36, 36,"R",1,"R",1
101161,37, 37,"R",1,"R",1
101161,42, 42,"R",1,"R",1
101161,47, 47,"R",2,"R",2
101161,57, 57,"R",9,"R",6
101161,58,999,"R",1216,"R",906
101161,98, 98,"R",1,"A",
101161,99, 99,"R",1217,"R",906
101189, 1,  1,"R",290,"R",282
101189, 5,  5,"R",1,"R",1
101189, 6,  6,"R",1,"R",1
101189,12, 12,"R",29,"R",28
101189,13, 13,"R",32,"R",31
101189,17, 17,"R",1,"R",1
101189,21, 21,"R",1,"R",1
101189,22, 22,"R",5,"R",5
101189,26, 26,"R",1,"R",1
101189,28, 28,"R",5,"R",5
101189,37, 37,"R",1,"R",1
101189,39, 39,"R",2,"R",2
101189,45, 45,"R",5,"R",5
101189,46, 46,"R",1,"R",1
101189,47, 47,"R",19,"R",19
101189,48, 48,"R",3,"R",3
101189,51, 51,"R",1,"Z",0
101189,53, 53,"R",1,"R",1
101189,58,999,"R",399,"R",388
101189,90, 90,"R",8,"R",6
101189,99, 99,"R",407,"R",394
101240, 1,  1,"R",1153,"R",782
101240, 4,  4,"R",1,"R",1
101240, 8,  8,"R",1,"R",0
101240,12, 12,"R",7,"R",5
101240,13, 13,"R",14,"R",10
101240,23, 23,"R",1,"R",1
101240,37, 37,"R",2,"R",1
101240,45, 45,"R",1,"R",0
101240,47, 47,"R",1,"R",1
101240,51, 51,"R",1,"R",0
101240,57, 57,"R",116,"R",64
101240,58,999,"R",1298,"R",865
101240,66, 66,"R",1,"R",1
101240,89,999,"R",1,"R",1
101240,90, 90,"R",7,"R",0
101240,98, 98,"R",9,"A",
101240,99, 99,"R",1315,"R",866
101277, 1,  1,"R",54,"R",37
101277,58,999,"R",54,"R",37
101277,98, 98,"R",1,"A",
101277,99, 99,"R",55,"R",37
101286, 1,  1,"R",980,"R",618
101286,12, 12,"R",22,"R",16
101286,13, 13,"R",17,"R",13
101286,17, 17,"R",1,"R",1
101286,23, 23,"R",1,"Z",0
101286,37, 37,"R",2,"R",1
101286,39, 39,"R",2,"R",1
101286,45, 45,"R",1,"R",1
101286,57, 57,"R",79,"R",69
101286,58,999,"R",1105,"R",720
101286,98, 98,"R",4,"A",
101286,99, 99,"R",1109,"R",720
101295, 1,  1,"R",1064,"R",809
101295,12, 12,"R",4,"R",4
101295,13, 13,"R",4,"R",2
101295,15, 15,"R",1,"R",1
101295,17, 17,"R",1,"R",1
101295,21, 21,"R",1,"R",0
101295,28, 28,"R",1,"R",0
101295,29, 29,"R",1,"R",1
101295,34, 34,"R",1,"R",1
101295,37, 37,"R",1,"R",0
101295,47, 47,"R",1,"R",1
101295,48, 48,"R",1,"R",1
101295,58,999,"R",1081,"R",821
101295,98, 98,"R",8,"A",
101295,99, 99,"R",1089,"R",821
101301, 1,  1,"R",441,"R",257
101301,13, 13,"R",1,"Z",0
101301,39, 39,"R",1,"Z",0
101301,57, 57,"R",22,"R",13
101301,58,999,"R",465,"R",270
101301,98, 98,"R",1,"A",
101301,99, 99,"R",466,"R",270
101365, 1,  1,"R",69,"R",5
101365,28, 28,"R",1,"R",1
101365,58,999,"R",70,"R",6
101365,99, 99,"R",70,"R",6
101435, 1,  1,"R",160,"R",156
101435,12, 12,"R",30,"R",30
101435,13, 13,"R",11,"R",11
101435,21, 21,"R",1,"R",1
101435,22, 22,"R",2,"R",2
101435,28, 28,"R",1,"R",1
101435,29, 29,"R",1,"R",1
101435,37, 37,"R",5,"R",5
101435,39, 39,"R",1,"R",1
101435,41, 41,"R",1,"R",1
101435,42, 42,"R",1,"R",1
101435,45, 45,"R",1,"R",1
101435,47, 47,"R",3,"R",3
101435,48, 48,"R",7,"R",7
101435,50, 50,"R",1,"R",1
101435,58,999,"R",226,"R",222
101435,90, 90,"R",1,"Z",0
101435,99, 99,"R",227,"R",222
101453, 1,  1,"R",1,"Z",0
101453,48, 48,"R",1,"R",1
101453,58,999,"R",2,"R",1
101453,99, 99,"R",2,"R",1
101462, 1,  1,"R",274,"R",74
101462,47, 47,"R",3,"Z",0
101462,58,999,"R",277,"R",74
101462,99, 99,"R",277,"R",74
101471, 1,  1,"R",281,"R",1
101471,58,999,"R",281,"R",1
101471,99, 99,"R",281,"R",1
101480, 1,  1,"R",945,"R",909
101480, 6,  6,"R",2,"R",2
101480, 9,  9,"R",1,"R",1
101480,12, 12,"R",8,"R",7
101480,13, 13,"R",210,"R",205
101480,15, 15,"R",2,"R",2
101480,17, 17,"R",1,"R",1
101480,18, 18,"R",1,"R",1
101480,26, 26,"R",1,"R",1
101480,29, 29,"R",1,"R",1
101480,36, 36,"R",1,"R",0
101480,37, 37,"R",1,"R",0
101480,42, 42,"R",1,"R",1
101480,47, 47,"R",2,"R",2
101480,48, 48,"R",2,"R",1
101480,51, 51,"R",2,"R",2
101480,53, 53,"R",1,"R",1
101480,55, 55,"R",1,"R",0
101480,58,999,"R",1183,"R",1137
101480,98, 98,"R",2,"A",
101480,99, 99,"R",1185,"R",1137
101499, 1,  1,"R",264,"R",151
101499,12, 12,"R",35,"R",30
101499,22, 22,"R",2,"R",2
101499,57, 57,"R",9,"R",1
101499,58,999,"R",310,"R",184
101499,99, 99,"R",310,"R",184
101505, 1,  1,"R",1557,"R",1108
101505, 8,  8,"R",1,"R",0
101505, 9,  9,"R",1,"R",1
101505,10, 10,"R",1,"R",0
101505,12, 12,"R",6,"R",4
101505,13, 13,"R",1,"R",0
101505,17, 17,"R",1,"R",0
101505,21, 21,"R",1,"R",0
101505,23, 23,"R",1,"R",0
101505,24, 24,"R",2,"R",1
101505,28, 28,"R",2,"R",1
101505,35, 35,"R",2,"R",0
101505,41, 41,"R",1,"R",0
101505,42, 42,"R",1,"R",0
101505,45, 45,"R",1,"R",1
101505,47, 47,"R",3,"R",1
101505,48, 48,"R",1,"R",0
101505,55, 55,"R",1,"R",1
101505,58,999,"R",1584,"R",1118
101505,90, 90,"R",8,"R",1
101505,98, 98,"R",56,"A",
101505,99, 99,"R",1648,"R",1119
101514, 1,  1,"R",1935,"R",1297
101514,12, 12,"R",3,"R",2
101514,13, 13,"R",3,"R",0
101514,18, 18,"R",1,"R",0
101514,21, 21,"R",1,"R",1
101514,22, 22,"R",1,"R",1
101514,24, 24,"R",1,"R",1
101514,28, 28,"R",1,"R",0
101514,29, 29,"R",1,"R",1
101514,35, 35,"R",1,"R",1
101514,37, 37,"R",1,"R",0
101514,39, 39,"R",2,"R",2
101514,42, 42,"R",2,"R",1
101514,47, 47,"R",21,"R",14
101514,58,999,"R",1974,"R",1321
101514,98, 98,"R",32,"A",
101514,99, 99,"R",2006,"R",1321
101541, 1,  1,"R",66,"R",60
101541, 5,  5,"R",1,"R",0
101541,12, 12,"R",3,"R",3
101541,13, 13,"R",1,"R",1
101541,22, 22,"R",2,"R",2
101541,24, 24,"R",1,"R",1
101541,28, 28,"R",2,"R",2
101541,37, 37,"R",1,"R",1
101541,47, 47,"R",4,"R",4
101541,58,999,"R",81,"R",74
101541,90, 90,"R",1,"R",1
101541,98, 98,"R",16,"A",
101541,99, 99,"R",98,"R",75
101569, 1,  1,"R",790,"R",535
101569, 6,  6,"R",1,"R",1
101569,12, 12,"R",2,"R",2
101569,13, 13,"R",6,"R",5
101569,17, 17,"R",1,"R",1
101569,22, 22,"R",1,"R",1
101569,47, 47,"R",1,"R",1
101569,48, 48,"R",1,"R",1
101569,51, 51,"R",1,"R",1
101569,57, 57,"R",1,"R",0
101569,58,999,"R",805,"R",548
101569,98, 98,"R",1,"A",
101569,99, 99,"R",806,"R",548
101587, 1,  1,"R",275,"R",259
101587, 6,  6,"R",1,"R",1
101587,12, 12,"R",14,"R",13
101587,13, 13,"R",11,"R",10
101587,22, 22,"R",3,"R",2
101587,28, 28,"R",27,"R",27
101587,39, 39,"R",2,"R",2
101587,47, 47,"R",2,"R",2
101587,48, 48,"R",7,"R",5
101587,57, 57,"R",1,"Z",0
101587,58,999,"R",343,"R",321
101587,90, 90,"R",7,"Z",0
101587,99, 99,"R",350,"R",321
101602, 1,  1,"R",474,"R",382
101602, 4,  4,"R",1,"R",1
101602,12, 12,"R",6,"R",5
101602,13, 13,"R",4,"R",4
101602,30, 30,"R",1,"Z",0
101602,36, 36,"R",2,"Z",0
101602,57, 57,"R",2,"R",1
101602,58,999,"R",490,"R",393
101602,99, 99,"R",490,"R",393
101648, 1,  1,"R",109,"R",98
101648, 2,  2,"R",2,"R",2
101648, 5,  5,"R",2,"R",1
101648, 6,  6,"R",9,"R",7
101648, 8,  8,"R",3,"R",2
101648, 9,  9,"R",2,"R",2
101648,12, 12,"R",28,"R",26
101648,13, 13,"R",17,"R",16
101648,15, 15,"R",1,"R",1
101648,16, 16,"R",1,"R",1
101648,17, 17,"R",3,"R",3
101648,18, 18,"R",5,"R",4
101648,21, 21,"R",6,"R",6
101648,22, 22,"R",5,"R",5
101648,23, 23,"R",1,"R",1
101648,24, 24,"R",9,"R",9
101648,26, 26,"R",4,"R",4
101648,27, 27,"R",1,"R",1
101648,28, 28,"R",7,"R",6
101648,29, 29,"R",1,"R",1
101648,32, 32,"R",1,"R",1
101648,34, 34,"R",3,"R",3
101648,36, 36,"R",6,"R",5
101648,37, 37,"R",10,"R",10
101648,38, 38,"R",1,"R",1
101648,40, 40,"R",1,"R",1
101648,41, 41,"R",1,"R",1
101648,42, 42,"R",6,"R",6
101648,45, 45,"R",2,"R",2
101648,46, 46,"R",1,"R",1
101648,47, 47,"R",6,"R",6
101648,48, 48,"R",9,"R",9
101648,50, 50,"R",1,"R",1
101648,51, 51,"R",8,"R",8
101648,53, 53,"R",2,"R",2
101648,55, 55,"R",1,"R",1
101648,57, 57,"R",3,"R",3
101648,58,999,"R",278,"R",257
101648,99, 99,"R",278,"R",257
101675, 1,  1,"R",301,"R",255
101675, 5,  5,"R",1,"R",1
101675, 6,  6,"R",29,"R",29
101675, 8,  8,"R",1,"Z",0
101675,11, 11,"R",1,"R",1
101675,12, 12,"R",7,"R",7
101675,13, 13,"R",83,"R",74
101675,22, 22,"R",1,"R",1
101675,26, 26,"R",3,"R",2
101675,28, 28,"R",1,"R",1
101675,32, 32,"R",2,"R",2
101675,34, 34,"R",1,"Z",0
101675,37, 37,"R",1,"Z",0
101675,39, 39,"R",2,"R",2
101675,47, 47,"R",4,"R",4
101675,48, 48,"R",2,"R",2
101675,49, 49,"R",1,"R",1
101675,55, 55,"R",1,"R",0
101675,57, 57,"R",31,"R",25
101675,58,999,"R",473,"R",407
101675,98, 98,"R",16,"A",
101675,99, 99,"R",489,"R",407
101693, 1,  1,"R",159,"R",154
101693, 2,  2,"R",1,"R",1
101693, 4,  4,"R",2,"R",2
101693, 5,  5,"R",2,"R",2
101693, 6,  6,"R",2,"R",2
101693,12, 12,"R",22,"R",22
101693,13, 13,"R",19,"R",19
101693,17, 17,"R",2,"R",2
101693,18, 18,"R",1,"R",1
101693,21, 21,"R",2,"R",1
101693,22, 22,"R",14,"R",14
101693,26, 26,"R",1,"R",1
101693,28, 28,"R",13,"R",13
101693,31, 31,"R",1,"R",1
101693,32, 32,"R",1,"R",1
101693,35, 35,"R",2,"R",2
101693,39, 39,"R",2,"R",2
101693,42, 42,"R",1,"R",1
101693,45, 45,"R",3,"R",3
101693,47, 47,"R",4,"R",3
101693,48, 48,"R",4,"R",4
101693,51, 51,"R",1,"R",1
101693,55, 55,"R",1,"R",1
101693,58,999,"R",260,"R",253
101693,72, 72,"R",1,"R",1
101693,89,999,"R",1,"R",1
101693,90, 90,"R",14,"R",6
101693,99, 99,"R",275,"R",260
101709, 1,  1,"R",413,"R",377
101709, 6,  6,"R",5,"R",5
101709,12, 12,"R",9,"R",9
101709,13, 13,"R",6,"R",5
101709,15, 15,"R",2,"R",1
101709,22, 22,"R",1,"R",1
101709,24, 24,"R",1,"R",1
101709,27, 27,"R",1,"R",1
101709,28, 28,"R",1,"R",1
101709,37, 37,"R",1,"R",1
101709,39, 39,"R",1,"R",0
101709,47, 47,"R",4,"R",4
101709,48, 48,"R",5,"R",3
101709,53, 53,"R",1,"R",1
101709,54, 54,"R",1,"R",1
101709,58,999,"R",452,"R",411
101709,98, 98,"R",88,"A",
101709,99, 99,"R",540,"R",411
101736, 1,  1,"R",750,"R",313
101736,13, 13,"R",1,"Z",0
101736,47, 47,"R",17,"R",3
101736,57, 57,"R",38,"R",19
101736,58,999,"R",806,"R",335
101736,98, 98,"R",32,"A",
101736,99, 99,"R",838,"R",335
101879, 1,  1,"R",775,"R",749
101879, 5,  5,"R",1,"R",1
101879,12, 12,"R",3,"R",3
101879,13, 13,"R",6,"R",6
101879,16, 16,"R",1,"R",1
101879,17, 17,"R",4,"R",4
101879,18, 18,"R",2,"R",2
101879,21, 21,"R",1,"R",1
101879,22, 22,"R",1,"R",1
101879,24, 24,"R",2,"R",1
101879,26, 26,"R",4,"R",4
101879,28, 28,"R",16,"R",16
101879,37, 37,"R",1,"R",1
101879,39, 39,"R",2,"R",2
101879,41, 41,"R",1,"R",1
101879,42, 42,"R",1,"Z",0
101879,45, 45,"R",2,"R",2
101879,47, 47,"R",92,"R",87
101879,48, 48,"R",1,"R",1
101879,51, 51,"R",1,"R",1
101879,55, 55,"R",2,"R",2
101879,57, 57,"R",2,"R",1
101879,58,999,"R",921,"R",887
101879,72, 72,"R",1,"R",1
101879,89,999,"R",1,"R",1
101879,90, 90,"R",22,"Z",0
101879,99, 99,"R",944,"R",888
101897, 1,  1,"R",636,"R",468
101897,13, 13,"R",7,"R",5
101897,58,999,"R",643,"R",473
101897,98, 98,"R",1,"A",
101897,99, 99,"R",644,"R",473
101912, 1,  1,"R",34,"R",33
101912, 4,  4,"R",3,"R",2
101912, 6,  6,"R",28,"R",26
101912, 9,  9,"R",4,"R",4
101912,10, 10,"R",2,"R",2
101912,12, 12,"R",47,"R",45
101912,13, 13,"R",52,"R",49
101912,17, 17,"R",1,"R",1
101912,18, 18,"R",1,"R",1
101912,21, 21,"R",2,"R",2
101912,22, 22,"R",2,"R",2
101912,24, 24,"R",20,"R",17
101912,25, 25,"R",6,"R",6
101912,26, 26,"R",13,"R",12
101912,27, 27,"R",1,"R",1
101912,28, 28,"R",2,"R",2
101912,31, 31,"R",1,"R",1
101912,32, 32,"R",1,"R",1
101912,34, 34,"R",12,"R",12
101912,36, 36,"R",43,"R",41
101912,37, 37,"R",7,"R",6
101912,39, 39,"R",8,"R",8
101912,42, 42,"R",4,"R",4
101912,45, 45,"R",5,"R",5
101912,47, 47,"R",13,"R",13
101912,48, 48,"R",10,"R",10
101912,51, 51,"R",10,"R",10
101912,53, 53,"R",5,"R",5
101912,55, 55,"R",1,"R",1
101912,58,999,"R",338,"R",322
101912,78, 78,"R",1,"R",1
101912,89,999,"R",1,"R",1
101912,90, 90,"R",23,"R",19
101912,98, 98,"R",12,"A",
101912,99, 99,"R",374,"R",342
101949, 1,  1,"R",434,"R",311
101949,12, 12,"R",15,"R",10
101949,13, 13,"R",4,"R",0
101949,22, 22,"R",2,"R",0
101949,26, 26,"R",1,"R",1
101949,28, 28,"R",3,"R",2
101949,57, 57,"R",4,"R",0
101949,58,999,"R",463,"R",324
101949,99, 99,"R",463,"R",324
101958, 1,  1,"R",17,"Z",0
101958, 4,  4,"R",1,"Z",0
101958, 8,  8,"R",9,"Z",0
101958,12, 12,"R",1,"Z",0
