UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
100654,"R",522,"R",23789803,"R",2,"R",76821,"Z",0,"Z",0,"R",10,"R",425043,"R",81,"R",7183668,"R",40,"R",2051844,"R",34,"R",1850820,"R",100,"R",3101246,"R",1,"R",65160,"R",51,"R",1568026,"R",2,"R",85833,"R",184,"R",6766250,"R",6,"R",194771,"R",11,"R",420321
100663,"R",3105,"R",169903448,"Z",0,"Z",0,"Z",0,"Z",0,"R",86,"R",4827820,"R",268,"R",31660415,"R",549,"R",32083105,"R",513,"R",32555107,"R",205,"R",11544771,"R",67,"R",3936126,"R",518,"R",15514602,"Z",0,"Z",0,"R",538,"R",20834622,"R",282,"R",13605949,"R",79,"R",3340931
100690,"R",31,"R",1928300,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",682830,"R",3,"R",466287,"R",8,"R",500736,"R",5,"R",278447,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
100706,"R",983,"R",66834571,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",967927,"R",104,"R",13395790,"R",75,"R",3731446,"R",412,"R",33768990,"R",69,"R",3304355,"R",4,"R",278075,"R",90,"R",2884980,"Z",0,"Z",0,"R",184,"R",7550328,"R",20,"R",897110,"R",2,"R",55570
100724,"R",576,"R",25877173,"R",6,"R",248250,"Z",0,"Z",0,"R",66,"R",2753748,"R",68,"R",6362248,"R",37,"R",1638269,"R",28,"R",1424289,"R",81,"R",4249860,"R",2,"R",92350,"R",133,"R",3585544,"R",7,"R",188707,"R",109,"R",3932347,"R",33,"R",1254391,"R",6,"R",147170
100733,"R",90,"R",11438502,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",4132156,"R",22,"R",2143905,"R",5,"R",326987,"R",20,"R",3289303,"Z",0,"Z",0,"R",1,"R",86500,"Z",0,"Z",0,"R",27,"R",1459651,"Z",0,"Z",0,"Z",0,"Z",0
100751,"R",4184,"R",225344598,"Z",0,"Z",0,"Z",0,"Z",0,"R",184,"R",8140497,"R",530,"R",57811533,"R",436,"R",24604673,"R",460,"R",26867392,"R",496,"R",29159870,"R",200,"R",10502837,"R",709,"R",25049408,"R",25,"R",665541,"R",820,"R",27473839,"R",212,"R",10951696,"R",112,"R",4117312
100760,"R",75,"R",3927705,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",137624,"R",16,"R",1507215,"R",7,"R",252530,"R",1,"R",49420,"R",1,"R",50354,"Z",0,"Z",0,"R",14,"R",461174,"Z",0,"Z",0,"R",33,"R",1469388,"Z",0,"Z",0,"Z",0,"Z",0
100812,"R",137,"R",7788594,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1531147,"R",22,"R",2168073,"R",5,"R",286210,"R",10,"R",652199,"R",6,"R",238918,"Z",0,"Z",0,"R",10,"R",393807,"Z",0,"Z",0,"R",49,"R",2035334,"R",8,"R",392939,"R",2,"R",89967
100830,"R",365,"R",17627303,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",716630,"R",109,"R",7823206,"R",21,"R",1100990,"R",46,"R",2568772,"R",24,"R",1038090,"R",4,"R",219940,"R",32,"R",803225,"R",2,"R",39840,"R",104,"R",3288330,"Z",0,"Z",0,"R",1,"R",28280
100858,"R",3660,"R",209915909,"R",24,"R",1846095,"R",230,"R",13648742,"R",105,"R",5102265,"R",413,"R",49337410,"R",240,"R",14226483,"R",676,"R",37888573,"R",519,"R",33531593,"R",90,"R",5053259,"R",306,"R",10145518,"R",16,"R",641000,"R",757,"R",27090181,"R",226,"R",8880070,"R",58,"R",2524720
100937,"R",194,"R",9965064,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1081808,"R",32,"R",2970336,"R",11,"R",542479,"R",9,"R",519151,"R",48,"R",2101880,"R",5,"R",197233,"R",17,"R",696044,"R",2,"R",56180,"R",37,"R",1324637,"R",10,"R",395720,"R",2,"R",79596
101028,"R",55,"R",2727405,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",76613,"R",16,"R",1207027,"R",1,"R",91165,"R",2,"R",87555,"R",1,"R",43450,"Z",0,"Z",0,"R",4,"R",142508,"R",1,"R",43450,"R",26,"R",970639,"R",2,"R",64998,"Z",0,"Z",0
101073,"R",73,"R",2827000,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",875000,"R",7,"R",560000,"R",5,"R",186000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",300000,"R",18,"R",696000,"R",6,"R",210000,"Z",0,"Z",0,"Z",0,"Z",0
101116,"R",37,"R",2365794,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",38341,"R",18,"R",1534324,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",740181,"R",2,"R",52948,"Z",0,"Z",0
101143,"R",68,"R",3287222,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",989232,"R",1,"R",113926,"R",6,"R",393483,"R",3,"R",149672,"R",2,"R",112041,"Z",0,"Z",0,"R",13,"R",446625,"R",2,"R",73932,"R",26,"R",1008311,"Z",0,"Z",0,"Z",0,"Z",0
101161,"R",83,"R",4138392,"Z",0,"Z",0,"Z",0,"Z",0,"R",83,"R",4138392,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101189,"R",175,"R",7821468,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",1380002,"R",30,"R",2570077,"R",7,"R",309028,"Z",0,"Z",0,"R",52,"R",2142058,"Z",0,"Z",0,"R",10,"R",308780,"Z",0,"Z",0,"R",40,"R",1111523,"Z",0,"Z",0,"Z",0,"Z",0
101240,"R",223,"R",10894811,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1050089,"R",36,"R",3079689,"R",11,"R",589034,"R",18,"R",803944,"R",21,"R",977849,"R",1,"R",45892,"R",30,"R",946471,"Z",0,"Z",0,"R",70,"R",2788814,"R",14,"R",613029,"Z",0,"Z",0
101286,"R",134,"R",6763710,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1543384,"R",23,"R",1971715,"R",6,"R",245891,"R",8,"R",411169,"R",6,"R",287814,"Z",0,"Z",0,"R",8,"R",337558,"Z",0,"Z",0,"R",44,"R",1572205,"R",8,"R",286649,"R",3,"R",107325
101295,"R",161,"R",7261981,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",974388,"R",29,"R",2391745,"R",7,"R",275700,"R",4,"R",147851,"R",7,"R",296279,"Z",0,"Z",0,"R",17,"R",582483,"Z",0,"Z",0,"R",57,"R",2092469,"R",13,"R",501066,"Z",0,"Z",0
101301,"R",95,"R",4408359,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",741780,"R",12,"R",977426,"R",7,"R",336301,"R",6,"R",322985,"R",13,"R",607098,"Z",0,"Z",0,"R",15,"R",484860,"Z",0,"Z",0,"R",26,"R",887549,"Z",0,"Z",0,"R",1,"R",50360
101365,"R",17,"R",942506,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",510418,"R",2,"R",234091,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",25376,"Z",0,"Z",0,"R",4,"R",172621,"Z",0,"Z",0,"Z",0,"Z",0
101435,"R",136,"R",6765739,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",593694,"R",25,"R",2585774,"R",16,"R",696090,"R",3,"R",107136,"R",42,"R",1699987,"R",1,"R",40000,"R",19,"R",517679,"Z",0,"Z",0,"R",10,"R",291471,"R",8,"R",233908,"Z",0,"Z",0
101453,"R",24,"R",1043697,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",39960,"R",9,"R",570869,"R",6,"R",222608,"R",1,"R",28000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",24960,"Z",0,"Z",0,"R",5,"R",107300,"R",1,"R",50000,"Z",0,"Z",0
101462,"R",56,"R",2861070,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",876275,"R",8,"R",888252,"R",5,"R",259051,"R",4,"R",143376,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",94830,"Z",0,"Z",0,"R",18,"R",599286,"Z",0,"Z",0,"Z",0,"Z",0
101471,"R",78,"R",4903426,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",2394214,"R",9,"R",921957,"R",7,"R",466309,"R",2,"R",129419,"R",1,"R",82639,"Z",0,"Z",0,"R",2,"R",100712,"Z",0,"Z",0,"R",17,"R",737305,"Z",0,"Z",0,"R",1,"R",70871
101480,"R",570,"R",24310495,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",943027,"R",97,"R",7463092,"R",12,"R",575312,"R",45,"R",2314046,"R",96,"R",4621235,"R",3,"R",94500,"R",122,"R",3011855,"Z",0,"Z",0,"R",125,"R",3828225,"R",36,"R",1259731,"R",7,"R",199472
101499,"R",38,"R",2281297,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",216997,"R",12,"R",1134535,"R",3,"R",201898,"R",2,"R",71742,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",204506,"Z",0,"Z",0,"R",12,"R",451619,"Z",0,"Z",0,"Z",0,"Z",0
101505,"R",187,"R",9438501,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",1774282,"R",9,"R",955615,"R",16,"R",1063097,"R",5,"R",306817,"R",13,"R",707075,"Z",0,"Z",0,"R",30,"R",1125927,"R",1,"R",76247,"R",73,"R",3193216,"R",5,"R",236225,"Z",0,"Z",0
101514,"R",200,"R",10300165,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",523185,"R",29,"R",2792947,"R",3,"R",155525,"R",21,"R",1141544,"R",26,"R",1015067,"Z",0,"Z",0,"R",17,"R",655213,"Z",0,"Z",0,"R",82,"R",3489529,"R",11,"R",527155,"Z",0,"Z",0
101541,"R",61,"R",2281448,"Z",0,"Z",0,"R",2,"R",70579,"R",16,"R",624169,"R",6,"R",578672,"R",2,"R",80500,"R",3,"R",98159,"R",2,"R",59930,"R",3,"R",119063,"R",14,"R",305792,"R",1,"R",20800,"R",9,"R",237550,"R",3,"R",86234,"Z",0,"Z",0
101569,"R",142,"R",7225544,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",510417,"R",29,"R",2481258,"R",7,"R",360779,"R",5,"R",356244,"R",10,"R",454216,"Z",0,"Z",0,"R",13,"R",508948,"R",5,"R",249812,"R",58,"R",2088690,"R",4,"R",171965,"R",1,"R",43215
101587,"R",307,"R",13512037,"R",1,"R",40000,"R",3,"R",163591,"R",13,"R",393503,"R",39,"R",3560418,"R",32,"R",1474719,"R",13,"R",603387,"R",59,"R",2647278,"Z",0,"Z",0,"R",55,"R",1435137,"Z",0,"Z",0,"R",61,"R",1921240,"R",27,"R",1093010,"R",4,"R",179754
101602,"R",66,"R",3275951,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",62072,"R",11,"R",998346,"R",11,"R",644651,"R",4,"R",207644,"R",10,"R",471230,"Z",0,"Z",0,"R",5,"R",167873,"Z",0,"Z",0,"R",23,"R",694310,"R",1,"R",29825,"Z",0,"Z",0
101648,"R",79,"R",3676627,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",577771,"R",10,"R",843289,"R",6,"R",297468,"R",1,"R",52723,"R",7,"R",340413,"R",1,"R",52668,"R",18,"R",641332,"R",2,"R",89533,"R",14,"R",521205,"R",4,"R",164552,"R",3,"R",95673
101675,"R",164,"R",5923322,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",172350,"R",19,"R",1543448,"R",9,"R",436528,"R",3,"R",121596,"R",18,"R",736919,"R",3,"R",118000,"R",55,"R",1032477,"Z",0,"Z",0,"R",52,"R",1762004,"Z",0,"Z",0,"Z",0,"Z",0
101693,"R",126,"R",4910720,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",161531,"R",25,"R",1676647,"R",13,"R",491111,"R",6,"R",231400,"R",34,"R",1216298,"R",2,"R",74000,"R",8,"R",183085,"Z",0,"Z",0,"R",33,"R",876648,"Z",0,"Z",0,"Z",0,"Z",0
101709,"R",313,"R",14886750,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1028022,"R",48,"R",4535172,"R",17,"R",805123,"Z",0,"Z",0,"R",66,"R",3099622,"R",8,"R",306252,"R",56,"R",1745344,"Z",0,"Z",0,"R",70,"R",2243616,"R",25,"R",1123599,"Z",0,"Z",0
101736,"R",120,"R",5787121,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",632352,"R",29,"R",2147577,"R",6,"R",305844,"R",6,"R",270402,"R",8,"R",363835,"Z",0,"Z",0,"R",19,"R",655020,"Z",0,"Z",0,"R",36,"R",1412091,"Z",0,"Z",0,"Z",0,"Z",0
101879,"R",430,"R",18185233,"Z",0,"Z",0,"Z",0,"Z",0,"R",64,"R",2045612,"R",49,"R",4990916,"R",30,"R",1260327,"R",28,"R",1440785,"R",41,"R",1950414,"R",9,"R",415424,"R",86,"R",2236766,"Z",0,"Z",0,"R",93,"R",2751915,"R",24,"R",895568,"R",6,"R",197506
101897,"R",67,"R",3622584,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",362144,"R",8,"R",779972,"R",2,"R",207043,"R",4,"R",209857,"R",4,"R",228892,"Z",0,"Z",0,"R",8,"R",281458,"R",2,"R",143326,"R",29,"R",1218975,"R",4,"R",190917,"Z",0,"Z",0
101912,"R",200,"R",6019685,"R",3,"R",64248,"Z",0,"Z",0,"R",7,"R",248538,"R",41,"R",1653883,"R",21,"R",758719,"R",20,"R",835657,"R",10,"R",391434,"R",4,"R",142894,"R",29,"R",417865,"Z",0,"Z",0,"R",47,"R",1183245,"R",16,"R",272569,"R",2,"R",50633
101949,"R",87,"R",4320416,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",1755549,"R",12,"R",1108631,"R",1,"R",84579,"R",1,"R",52000,"R",3,"R",145240,"Z",0,"Z",0,"R",6,"R",207203,"Z",0,"Z",0,"R",25,"R",967214,"Z",0,"Z",0,"Z",0,"Z",0
101958,"R",3,"R",183573,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",54282,"R",1,"R",62403,"R",1,"R",66888,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101994,"R",33,"R",2045998,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",558774,"R",5,"R",594900,"R",3,"R",190143,"R",2,"R",123808,"R",2,"R",77482,"Z",0,"Z",0,"R",4,"R",183570,"Z",0,"Z",0,"R",6,"R",317321,"Z",0,"Z",0,"Z",0,"Z",0
102030,"R",128,"R",5944858,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",856550,"R",14,"R",1284706,"Z",0,"Z",0,"R",3,"R",241010,"R",7,"R",429258,"Z",0,"Z",0,"R",26,"R",922787,"Z",0,"Z",0,"R",56,"R",2210547,"Z",0,"Z",0,"Z",0,"Z",0
102049,"R",617,"R",34540206,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",1831880,"R",107,"R",10760925,"R",45,"R",2549513,"R",46,"R",2628444,"R",120,"R",6398758,"R",14,"R",518737,"R",25,"R",799469,"R",6,"R",171327,"R",198,"R",8167618,"R",18,"R",657999,"R",2,"R",55536
102058,"R",20,"R",588000,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",196000,"Z",0,"Z",0,"R",3,"R",90000,"Z",0,"Z",0,"R",8,"R",240000,"Z",0,"Z",0,"R",1,"R",30000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",32000,"Z",0,"Z",0
102067,"R",188,"R",9984952,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",358648,"R",63,"R",4496710,"R",1,"R",44105,"R",13,"R",835151,"R",4,"R",200253,"Z",0,"Z",0,"R",3,"R",99293,"Z",0,"Z",0,"R",77,"R",3287730,"R",19,"R",663062,"Z",0,"Z",0
102076,"R",63,"R",3164506,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",114734,"R",19,"R",1506149,"R",2,"R",89987,"R",3,"R",133069,"R",3,"R",107214,"Z",0,"Z",0,"R",10,"R",340484,"Z",0,"Z",0,"R",23,"R",826973,"R",1,"R",45896,"Z",0,"Z",0
102094,"R",1142,"R",53423840,"Z",0,"Z",0,"Z",0,"Z",0,"R",173,"R",7017947,"R",144,"R",15281404,"R",108,"R",5557511,"R",65,"R",3158023,"R",82,"R",5754414,"R",12,"R",519850,"R",197,"R",4832081,"R",8,"R",235727,"R",240,"R",7225534,"R",100,"R",3406442,"R",13,"R",434907
102234,"R",196,"R",8137008,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",443269,"R",37,"R",2967185,"R",7,"R",316653,"R",9,"R",382315,"R",40,"R",1520335,"R",1,"R",63648,"R",45,"R",1114659,"R",1,"R",23104,"R",36,"R",964802,"R",10,"R",341038,"Z",0,"Z",0
102261,"R",20,"R",779710,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",282438,"R",5,"R",309440,"R",1,"R",42120,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",83592,"R",2,"R",62120,"Z",0,"Z",0
102270,"R",90,"R",3133431,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",264000,"R",11,"R",657676,"R",9,"R",383890,"R",2,"R",101945,"R",22,"R",799291,"R",1,"R",36750,"R",28,"R",593344,"Z",0,"Z",0,"R",10,"R",296535,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",93,"R",3498868,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",41000,"R",32,"R",1834749,"R",2,"R",95000,"R",3,"R",132000,"R",11,"R",404543,"Z",0,"Z",0,"R",17,"R",349280,"R",1,"R",20000,"R",13,"R",364916,"R",10,"R",207620,"R",2,"R",49760
102313,"R",61,"R",2935280,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",281472,"R",14,"R",956567,"R",7,"R",442278,"R",3,"R",166602,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",239651,"Z",0,"Z",0,"R",22,"R",848710,"Z",0,"Z",0,"Z",0,"Z",0
102368,"R",1008,"R",49430963,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",3109047,"R",243,"R",18744165,"R",63,"R",2587972,"R",60,"R",2791619,"R",188,"R",9914480,"R",6,"R",255264,"R",41,"R",1602914,"R",39,"R",1487879,"R",302,"R",8762196,"R",3,"R",99195,"R",3,"R",76232
102377,"R",379,"R",13604073,"R",20,"R",1101631,"R",5,"R",392514,"R",105,"R",2616990,"R",19,"R",920831,"R",40,"R",1406703,"R",11,"R",977471,"R",62,"R",3282271,"R",2,"R",121433,"R",31,"R",722356,"R",1,"R",36750,"R",74,"R",1492051,"R",9,"R",533072,"Z",0,"Z",0
102395,"R",33,"R",1954671,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",62124,"R",6,"R",908453,"R",6,"R",198547,"R",3,"R",122047,"R",4,"R",189959,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",78705,"R",9,"R",317378,"R",1,"R",48528,"R",1,"R",28930
102429,"R",155,"R",6285409,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",438284,"R",31,"R",2037645,"R",16,"R",570537,"R",7,"R",323806,"R",14,"R",435209,"Z",0,"Z",0,"R",28,"R",860338,"Z",0,"Z",0,"R",47,"R",1619590,"Z",0,"Z",0,"Z",0,"Z",0
102553,"R",924,"R",57235934,"R",69,"R",3911773,"R",66,"R",3924937,"R",59,"R",4289902,"R",127,"R",13050669,"R",21,"R",1398759,"R",65,"R",4270125,"R",80,"R",4585145,"R",4,"R",264054,"R",34,"R",1840400,"R",12,"R",547892,"R",315,"R",15482868,"R",67,"R",3378334,"R",5,"R",291076
102580,"R",4,"R",183209,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",33000,"R",1,"R",60000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",24470,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",65739,"Z",0,"Z",0
102614,"R",1511,"R",98178734,"R",568,"R",35408539,"R",122,"R",7460020,"R",55,"R",3484391,"R",173,"R",17125601,"R",62,"R",4216084,"R",62,"R",4536740,"R",75,"R",4334752,"R",7,"R",550525,"R",33,"R",1929721,"R",1,"R",49306,"R",236,"R",12520698,"R",96,"R",5434646,"R",21,"R",1127711
102632,"R",179,"R",10845921,"R",4,"R",269523,"R",1,"R",75099,"R",6,"R",472850,"R",37,"R",3162291,"R",13,"R",773201,"R",17,"R",1002941,"R",10,"R",624295,"R",1,"R",86154,"R",25,"R",857337,"R",1,"R",36982,"R",51,"R",2768070,"R",13,"R",717178,"Z",0,"Z",0
102669,"R",64,"R",3425461,"Z",0,"Z",0,"R",1,"R",38000,"R",20,"R",706022,"R",9,"R",953133,"R",5,"R",286748,"R",9,"R",517248,"R",5,"R",249036,"Z",0,"Z",0,"R",3,"R",168478,"R",2,"R",64480,"R",10,"R",442316,"Z",0,"Z",0,"Z",0,"Z",0
102845,"R",147,"R",7256649,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",363626,"R",27,"R",2105730,"R",25,"R",1046864,"R",5,"R",208977,"R",14,"R",599289,"Z",0,"Z",0,"R",3,"R",115315,"R",29,"R",1531239,"R",35,"R",1285609,"Z",0,"Z",0,"Z",0,"Z",0
103501,"R",25,"R",1249399,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",438138,"R",2,"R",103653,"R",3,"R",139274,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",568334,"Z",0,"Z",0,"Z",0,"Z",0
103529,"R",203,"R",17226464,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",759385,"R",56,"R",7002330,"R",39,"R",2706705,"R",50,"R",4028541,"R",3,"R",179774,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",74901,"R",44,"R",2474828,"Z",0,"Z",0,"Z",0,"Z",0
103723,"R",3,"R",223450,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",113450,"R",1,"R",110000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
103778,"R",103,"R",7179261,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",171520,"R",55,"R",4872964,"R",19,"R",923866,"R",7,"R",393524,"R",3,"R",133655,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",60000,"R",14,"R",623732,"Z",0,"Z",0,"Z",0,"Z",0
103787,"R",13,"R",326250,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",12700,"R",4,"R",183550,"Z",0,"Z",0,"R",1,"R",31000,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",19000,"Z",0,"Z",0,"R",3,"R",50500,"R",1,"R",29500,"Z",0,"Z",0
103893,"R",24,"R",1235788,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",635239,"R",6,"R",450530,"R",1,"R",61443,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",29994,"Z",0,"Z",0,"R",2,"R",58582,"Z",0,"Z",0,"Z",0,"Z",0
103909,"R",33,"R",1953228,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",800653,"R",13,"R",961824,"R",1,"R",51245,"R",1,"R",26588,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",34745,"Z",0,"Z",0,"R",2,"R",78173,"Z",0,"Z",0,"Z",0,"Z",0
103927,"R",23,"R",1133816,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",422187,"R",10,"R",592763,"R",1,"R",51726,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",67140,"Z",0,"Z",0,"Z",0,"Z",0
103945,"R",14,"R",645120,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",230400,"R",1,"R",46080,"R",3,"R",138240,"R",1,"R",46080,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",184320,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104090,"R",35,"R",1962303,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",1129196,"Z",0,"Z",0,"R",6,"R",256226,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",395988,"R",5,"R",180893,"Z",0,"Z",0,"Z",0,"Z",0
104151,"R",5431,"R",334535307,"R",122,"R",12481185,"R",2,"R",209000,"R",250,"R",14342495,"R",1050,"R",110391180,"R",876,"R",43838365,"R",1119,"R",64448237,"R",678,"R",33605855,"R",50,"R",3510514,"R",211,"R",8367406,"R",19,"R",806705,"R",824,"R",33065129,"R",175,"R",7418793,"R",55,"R",2050443
104160,"R",308,"R",13922992,"R",3,"R",121957,"R",9,"R",483582,"R",21,"R",1076655,"R",51,"R",3724008,"R",14,"R",599236,"R",29,"R",1373834,"R",39,"R",1770985,"R",2,"R",88870,"R",48,"R",1567856,"Z",0,"Z",0,"R",77,"R",2546794,"R",13,"R",484697,"R",2,"R",84518
104179,"R",6114,"R",344066793,"R",347,"R",19748519,"Z",0,"Z",0,"R",804,"R",43522517,"R",175,"R",29805927,"R",1068,"R",62823480,"R",1167,"R",76110893,"R",379,"R",30188334,"R",92,"R",5607743,"R",658,"R",20339998,"R",33,"R",971871,"R",959,"R",38784830,"R",314,"R",12232953,"R",118,"R",3929728
104188,"R",12,"R",591640,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",125000,"R",5,"R",315360,"R",1,"R",22880,"R",1,"R",40000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",59280,"R",1,"R",29120,"Z",0,"Z",0
104346,"R",258,"R",12740942,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",2820369,"R",40,"R",3145179,"R",13,"R",731444,"R",31,"R",1611547,"R",14,"R",650874,"R",4,"R",200216,"R",46,"R",1647024,"Z",0,"Z",0,"R",50,"R",1934289,"Z",0,"Z",0,"Z",0,"Z",0
