UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2A19,F2A19,XF2A20,F2A20,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
217891,"R",914929,"R",5632386,"R",316517,"R",0,"R",5315869,"R",0,"R",0,"R",0,"R",5315869,"R",363148,"R",4675706,"R",793395,"R",1115806,"R",1161072,"R",8109127,"R",3514814,"R",4594313,"R",0,"R",3255106,"R",3189899,"R",0,"R",65207,"R",5250662,"R",0,"R",5315869,"R",768313,"R",0,"R",0,"R",0,"R",0,"R",96750,"R",865063,"R",49000,"R",47750,"R",768299,"R",768299,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",319046,"R",319046,"R",0,"R",0,"R",319046,"R",319046,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",584887,"R",584887,"R",0,"R",0,"R",25422,"R",25422,"R",0,"R",0,"R",0,"R",0,"R",123562,"R",123562,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1433890,"R",1433890,"R",0,"R",0,"R",3255106,"R",3255106,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3255106,"R",3255106,"R",0,"R",0,"R",546936,"R",467467,"R",79469,"R",0,"R",0,"R",0,"R",0,"R",33415,"R",28560,"R",4855,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",114930,"R",98231,"R",16699,"R",0,"R",0,"R",0,"R",0,"R",381424,"R",326003,"R",55421,"R",0,"R",0,"R",0,"R",0,"R",1026984,"R",839303,"R",142681,"R",0,"Z",0,"Z",0,"R",45000,"R",83253,"R",14153,"R",0,"R",0,"R",0,"R",0,"R",69100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1002957,"R",57401,"R",12164,"R",0,"R",0,"R",0,"R",933392,"R",3189899,"R",1831118,"R",311289,"R",0,"Z",0,"Z",0,"R",1047492, 1,"R",638056,"R",914929
217907,"R",28816254,"R",83520048,"R",22090395,"R",16245323,"R",29300620,"R",32129033,"R",12760071,"R",19368962,"R",61429653,"R",1321604,"R",56284907,"R",6737476,"R",161672,"Z",0,"R",64505659,"R",21285437,"R",43220222,"R",0,"R",25722000,"R",23138602,"R",0,"R",2583398,"R",58846255,"R",0,"R",61429653,"R",3040378,"R",127576,"Z",0,"Z",0,"R",537837,"R",7783533,"R",11489324,"R",539103,"R",0,"R",12797241,"R",12797241,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",45921,"R",0,"R",45921,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3277730,"R",1898301,"R",1145208,"R",234221,"R",3063953,"R",1898301,"R",931431,"R",234221,"R",213777,"R",0,"R",213777,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4503000,"R",529218,"R",3907664,"R",66118,"Z",0,"Z",0,"R",5021490,"R",5021490,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",76618,"R",76618,"R",0,"R",0,"R",25722000,"R",20322868,"R",5098793,"R",300339,"R",0,"R",2613290,"R",-2613290,"Z",0,"R",25722000,"R",22936158,"R",2485503,"R",300339,"R",6698138,"R",4512530,"R",1034195,"R",781317,"R",274894,"R",0,"R",95202,"R",231002,"R",114023,"R",7952,"R",0,"R",0,"R",0,"R",109027,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2672700,"R",715471,"R",188434,"R",241581,"R",421439,"R",7600,"R",1098175,"R",5001579,"R",2353455,"R",547626,"R",274135,"R",100407,"R",0,"R",1725956,"R",4904036,"R",2152613,"R",472327,"R",201780,"R",179419,"R",23665,"R",1874232,"R",3631147,"R",78969,"R",23217,"R",1111577,"R",392106,"R",104098,"R",1921180,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-2610390,"R",93736,"R",0,"R",2516654,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23138602,"R",9927061,"R",2273751,"R",0,"R",1462001,"R",135363,"R",9340426, 1,"R",24752013,"R",28402745
217925,"R",21305229,"R",76786191,"R",18762100,"R",11887946,"R",27415588,"R",30608503,"R",4508717,"R",26099786,"R",58024091,"R",8783686,"R",44176352,"R",6266025,"R",0,"Z",0,"R",59226063,"R",19118298,"R",40107765,"Z",0,"R",34477465,"R",33107716,"R",-246763,"R",1122986,"R",56901105,"R",0,"R",58024091,"R",1060683,"R",146462,"R",555796,"R",0,"R",2615756,"R",1519898,"R",5898595,"R",4135654,"Z",0,"R",9681598,"R",9681598,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",146462,"R",146462,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4540101,"R",2134378,"R",2395130,"R",10593,"R",4540101,"R",2134378,"R",2395130,"R",10593,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2724867,"R",1052813,"R",1672054,"Z",0,"R",9435,"R",9435,"R",2532275,"R",2532275,"Z",0,"Z",0,"R",14690833,"R",14266816,"R",424017,"Z",0,"R",151894,"R",151894,"R",0,"R",0,"R",34477465,"R",29975671,"R",4491201,"R",10593,"R",0,"R",5511625,"R",-5511625,"Z",0,"R",34477465,"R",35487296,"R",-1020424,"R",10593,"R",6172030,"R",3851466,"R",813424,"R",327026,"R",455325,"Z",0,"R",724789,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1851175,"R",1001855,"R",295635,"R",98085,"R",136566,"Z",0,"R",319034,"R",3394314,"R",1716449,"R",404434,"R",179848,"R",250407,"Z",0,"R",843176,"R",6294642,"R",2811337,"R",908167,"R",333523,"R",464371,"R",271011,"R",1506233,"R",1776354,"R",244909,"R",67440,"R",94121,"R",131046,"Z",0,"R",1238838,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13619201,"R",5078259,"R",1785170,"R",814142,"R",843329,"R",546456,"R",4551845,"R",0,"R",939515,"R",206707,"R",-1846745,"Z",0,"Z",0,"R",700523,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33107716,"R",15643790,"R",4480977,"R",0,"R",2281044,"R",817467,"R",9884438, 1,"R",4498124,"R",4508717
217934,"R",22848461,"R",59613384,"R",17611874,"R",11616843,"R",14199299,"R",27802211,"R",19131113,"R",8671098,"R",42001510,"R",1501212,"R",41062587,"R",20385219,"R",626252,"Z",0,"R",63575270,"R",31853269,"R",31722001,"R",0,"R",25067915,"R",25713587,"R",0,"R",-645672,"R",42647182,"R",0,"R",42001510,"R",2407632,"R",89120,"R",3068126,"Z",0,"R",1117796,"R",7565545,"R",14248219,"R",8943797,"R",0,"R",13595921,"R",13595921,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",551683,"R",543704,"R",7979,"R",0,"R",615373,"R",614852,"R",521,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3251218,"R",2329345,"R",524466,"R",397407,"R",3189968,"R",2329345,"R",463216,"R",397407,"R",61250,"R",0,"R",61250,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3648676,"R",441182,"R",3201895,"R",5599,"R",0,"R",0,"R",2911619,"R",2911619,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",493425,"R",493425,"R",0,"R",0,"R",25067915,"R",20930048,"R",3734861,"R",403006,"R",0,"R",-1572929,"R",1572929,"R",0,"R",25067915,"R",19357119,"R",5307790,"R",403006,"R",9774235,"R",5378951,"R",1398343,"R",1472211,"R",668084,"R",88456,"R",768190,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2270101,"R",894392,"R",378479,"R",519604,"R",235795,"R",15660,"R",226171,"R",4919324,"R",1892714,"R",566251,"R",519604,"R",235794,"R",72392,"R",1632569,"R",5114785,"R",1941347,"R",484541,"R",173202,"R",78598,"R",35656,"R",2401441,"R",3635142,"R",19859,"R",19,"R",1645412,"R",746683,"R",112712,"R",1110457,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-4330033,"R",0,"R",0,"R",4330033,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25713587,"R",10127263,"R",2827633,"R",0,"R",1964954,"R",324876,"R",10468861, 1,"R",22885111,"R",22812077
217961,"R",83355929,"R",156259675,"R",36922094,"R",28002089,"R",20030666,"R",99306915,"R",80222726,"R",19084189,"R",119337581,"R",1877496,"R",66679194,"R",17218530,"R",8075575,"R",0,"R",93850795,"R",42116664,"R",51734131,"R",0,"R",28895979,"R",27969490,"R",8319040,"R",9245529,"R",110092052,"R",0,"R",119337581,"R",1414155,"R",158188,"R",2832409,"R",0,"R",2850252,"R",7384185,"R",14639189,"R",10234437,"R",0,"R",12449065,"R",12449065,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4653414,"R",1816875,"R",1432282,"R",1404257,"R",4653414,"R",1816875,"R",1432282,"R",1404257,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6586327,"R",4250895,"R",1785693,"R",549739,"R",0,"R",0,"R",5207173,"R",5207173,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28895979,"R",23724008,"R",3217975,"R",1953996,"R",0,"R",374826,"R",-374826,"R",0,"R",28895979,"R",24098834,"R",2843149,"R",1953996,"R",9604341,"R",6340683,"R",780634,"R",782348,"R",635182,"R",219215,"R",846279,"R",55223,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55223,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2395882,"R",1241941,"R",144318,"R",300470,"R",243949,"R",84192,"R",381012,"R",4498903,"R",2055908,"R",220940,"R",355831,"R",288896,"R",99704,"R",1477624,"R",7143962,"R",2375177,"R",1650722,"R",389935,"R",316585,"R",109260,"R",2302283,"R",4271178,"R",92535,"R",13580,"R",1052021,"R",854129,"R",294778,"R",1964135,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-2880605,"R",0,"R",0,"R",2880605,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",27969490,"R",12106244,"R",2810194,"R",0,"R",2338741,"R",807149,"R",9907162, 1,"R",78236360,"R",80222726
217998,"R",45195863,"R",74501164,"R",21629507,"R",11761565,"R",-7026836,"R",59898493,"R",53298930,"R",6599563,"R",52871657,"R",755548,"R",42120481,"R",9711502,"R",39897,"R",65750,"R",52693178,"R",27246011,"R",25447167,"Z",0,"R",18781676,"R",19165765,"R",0,"R",-384089,"R",53255746,"R",0,"R",52871657,"R",938141,"R",125693,"R",3024060,"R",0,"R",2312148,"R",10246992,"R",16647034,"R",12559140,"R",0,"R",6066169,"R",6066169,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",121933,"R",121933,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1763284,"R",1415731,"R",163580,"R",183973,"R",1763284,"R",1415731,"R",163580,"R",183973,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5049794,"R",2884479,"R",1857313,"R",308002,"Z",0,"Z",0,"R",5636859,"R",5636859,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",143637,"R",143637,"R",0,"R",0,"R",18781676,"R",16268808,"R",2020893,"R",491975,"R",0,"R",1593603,"R",-1593603,"Z",0,"R",18781676,"R",17862411,"R",427290,"R",491975,"R",5247936,"R",3463523,"R",419074,"R",816781,"R",396930,"R",121969,"R",29659,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",949012,"R",476474,"R",57652,"R",147703,"R",53248,"R",0,"R",213935,"R",1282059,"R",630278,"R",76262,"R",199538,"R",63590,"R",52791,"R",259600,"R",5683888,"R",1477207,"R",180901,"R",884632,"R",300083,"R",69256,"R",2771809,"R",6002870,"R",637136,"R",77091,"R",934278,"R",606541,"R",331875,"R",3415949,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-2982932,"Z",0,"Z",0,"R",2982932,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19165765,"R",6684618,"R",810980,"R",0,"R",1420392,"R",575891,"R",9673884, 1,"R",38994185,"R",39841555
218070,"R",703343157,"R",1025519645,"R",130702175,"R",103096664,"R",331743621,"R",563073849,"R",161130386,"R",401943463,"R",894817470,"R",27301686,"R",294648545,"R",90009464,"R",642259,"R",0,"R",412601954,"R",150806935,"R",261795019,"R",0,"R",211570771,"R",140822240,"R",985146,"R",71733677,"R",823083793,"R",0,"R",894817470,"R",1527540,"R",1741128,"R",6896603,"R",0,"R",12850038,"R",39451421,"R",62466730,"R",52669001,"R",0,"R",68313382,"R",68313382,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1863889,"R",1863889,"R",0,"R",0,"R",201683,"R",201683,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14511684,"R",5660723,"R",5902279,"R",2948682,"R",13877044,"R",5660723,"R",5267639,"R",2948682,"R",634640,"R",0,"R",634640,"R",0,"R",0,"R",0,"R",0,"R",0,"R",86996256,"R",22498125,"R",63693769,"R",804362,"R",4024324,"R",4024324,"R",32977539,"R",32977539,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2682014,"R",2681714,"R",300,"R",0,"R",211570771,"R",138221379,"R",69596348,"R",3753044,"R",0,"R",27406062,"R",-27406062,"R",0,"R",211570771,"R",165627441,"R",42190286,"R",3753044,"R",55740254,"R",24971867,"R",8566014,"R",6930304,"R",3384776,"R",1942268,"R",9945025,"R",1633049,"R",547746,"R",47319,"R",0,"R",217245,"R",0,"R",820739,"R",47046,"R",5632,"R",267,"R",25637,"R",0,"R",0,"R",15510,"R",17353731,"R",6919695,"R",2534773,"R",2051909,"R",2068798,"R",103,"R",3778453,"R",25280642,"R",9660319,"R",3436718,"R",2164542,"R",1843349,"R",10320,"R",8165394,"R",18541435,"R",7033882,"R",2613496,"R",1334278,"R",1374448,"R",487351,"R",5697980,"R",22226083,"R",2153586,"R",707041,"R",2531412,"R",3078456,"R",420681,"R",13334907,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",5174469,"R",1999865,"R",-15038082,"R",533965,"R",153619,"R",7176164,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",140822240,"R",56467196,"R",19905493,"R",0,"R",12501037,"R",3014342,"R",48934172, 1,"R",592996843,"R",650034650
218238,"R",79477,"R",49821127,"R",10534464,"R",6457425,"R",16709629,"R",22577034,"R",10250572,"R",12326462,"R",39286663,"R",1839577,"R",29034266,"R",4238213,"R",4341140,"R",2956224,"R",42409420,"R",18039727,"R",24369693,"R",0,"R",43578093,"R",38883859,"R",0,"R",4694234,"R",34592429,"R",0,"R",39286663,"R",6119185,"R",487590,"R",1544267,"R",0,"R",198013,"R",7985687,"R",16334742,"R",8183700,"R",0,"R",32113756,"R",32113756,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2050,"R",0,"R",2050,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3216278,"R",242846,"R",2915692,"R",57740,"R",3216278,"R",242846,"R",2915692,"R",57740,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2530959,"R",133618,"R",2389041,"R",8300,"R",0,"R",0,"R",5091876,"R",5091876,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",623174,"R",367128,"R",256046,"R",0,"R",43578093,"R",37949224,"R",5562829,"R",66040,"R",0,"R",1366780,"R",-1366780,"R",0,"R",43578093,"R",39316004,"R",4196049,"R",66040,"R",14625527,"R",8241174,"R",1685782,"R",1578203,"R",821276,"R",0,"R",2299092,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1640136,"R",566614,"R",115904,"R",115763,"R",51330,"R",0,"R",790525,"R",7839945,"R",4217143,"R",862642,"R",121009,"R",51330,"R",0,"R",2587821,"R",10447963,"R",2465658,"R",504365,"R",1110935,"R",342198,"R",136577,"R",5888230,"R",4292762,"R",118951,"R",24332,"R",865199,"R",359308,"R",0,"R",2924972,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1355198,"R",341475,"R",-3791109,"R",85550,"R",0,"R",2008886,"R",37526,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37526,"R",38883859,"R",16964738,"R",3534500,"R",0,"R",1710992,"R",136577,"R",16537052, 1,"R",14070840,"R",16075592
218265,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",585507,"R",0,"R",585507,"R",585507,"R",0,"R",1197151,"R",1197151,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1812043,"R",1025193,"R",306083,"R",480767,"R",1812043,"R",1025193,"R",306083,"R",480767,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",327260,"R",327260,"R",0,"R",0,"R",0,"R",0,"R",2220486,"R",2220486,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5556940,"R",4770090,"R",306083,"R",480767,"R",0,"R",0,"R",0,"R",0,"R",5556940,"R",4770090,"R",306083,"R",480767,"R",1921800,"R",875241,"R",163689,"R",236290,"R",492424,"R",83274,"R",70882,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20208,"R",2513,"R",253,"R",0,"R",0,"R",867,"R",16575,"R",382972,"R",130097,"R",41714,"R",46590,"R",97093,"R",16579,"R",50899,"R",29399,"R",9780,"R",1041,"R",3577,"R",7454,"R",1262,"R",6285,"R",1356074,"R",249073,"R",75527,"R",166905,"R",347828,"R",58763,"R",457978,"R",637252,"R",114,"R",20,"R",77507,"R",161523,"R",27658,"R",370430,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-530869,"R",0,"R",0,"R",530869,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4347705,"R",1266818,"R",282244,"R",0,"R",1106322,"R",188403,"R",1503918, 1,"R",22684497,"R",24442487
218399,"R",13324198,"R",45642830,"R",2897800,"R",2200000,"R",28467705,"R",14277325,"R",6177585,"R",8099740,"R",42745030,"R",1978439,"R",37049049,"R",17100575,"R",107757,"R",0,"R",56235820,"R",25978065,"R",30257755,"Z",0,"R",19612165,"R",20107013,"R",0,"R",-494848,"R",43239878,"R",0,"R",42745030,"R",3759136,"R",721901,"R",0,"R",0,"R",0,"R",0,"R",4481037,"R",107378,"R",0,"R",9365431,"R",9365431,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3525767,"R",0,"R",3525767,"R",0,"R",626257,"Z",0,"R",626257,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1460445,"R",1364849,"R",1700,"R",93896,"R",1460445,"R",1364849,"R",1700,"R",93896,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",916938,"R",28,"R",594623,"R",322287,"R",0,"R",0,"R",3350446,"R",3350446,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",366881,"R",93707,"R",273174,"R",0,"R",19612165,"R",14174461,"R",5021521,"R",416183,"R",0,"R",0,"Z",0,"Z",0,"R",19612165,"R",14174461,"R",5021521,"R",416183,"R",7856270,"R",3902741,"R",1223120,"R",1055011,"R",754504,"R",0,"R",920894,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2458821,"R",988970,"R",307456,"R",330193,"R",236141,"R",0,"R",596061,"R",2147441,"R",808842,"R",256449,"R",288378,"R",206237,"Z",0,"R",587535,"R",3749596,"R",1011080,"R",322001,"R",503530,"R",360105,"R",40230,"R",1512650,"R",3315285,"R",535675,"R",167020,"R",445206,"R",318395,"Z",0,"R",1848989,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",-2622318,"Z",0,"Z",0,"R",2622318,"R",579600,"R",0,"R",0,"R",0,"R",0,"R",0,"R",579600,"R",20107013,"R",7247308,"R",2276046,"R",0,"R",1875382,"R",40230,"R",8668047, 1,"R",13563002,"R",13972187
