UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2A19,F2A19,XF2A20,F2A20,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
212568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",426647,"R",8570,"R",277841,"R",7032,"R",0,"R",2857,"R",722947,"R",722947,"R",0,"R",2176761,"R",2176761,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",435217,"R",435217,"R",0,"R",0,"R",277841,"R",277841,"R",0,"R",0,"R",7032,"R",7032,"R",0,"R",0,"R",2857,"R",2857,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2857,"R",2857,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",2899708,"R",2899708,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2899708,"R",2899708,"R",0,"R",0,"R",1662527,"R",1662527,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2688009,"R",695668,"R",0,"R",0,"Z",0,"R",0,"R",1992341,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47769,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",47769,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4398305,"R",2358195,"R",0,"R",0,"R",0,"R",0,"R",2040110,-2,"A",,"A",
212577,"R",404408108,"R",676477659,"R",140129275,"R",81913365,"R",280615555,"R",255732829,"R",112773167,"R",142959662,"R",536348384,"R",16770090,"R",241761715,"R",52883185,"R",7050540,"R",1585727,"R",320051257,"R",92461694,"R",227589563,"R",0,"R",164105704,"R",122920385,"R",871910,"R",42057229,"R",494291155,"R",0,"R",536348384,"R",1595565,"R",199508,"R",600085,"R",0,"R",4675209,"R",34263663,"R",41334030,"R",38938872,"R",0,"R",73131026,"R",73131026,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1498002,"R",1136002,"R",362000,"R",0,"R",111014,"R",111014,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16604337,"R",2612970,"R",8493525,"R",5497842,"R",16604337,"R",2612970,"R",8493525,"R",5497842,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48592014,"R",19962902,"R",25064311,"R",3564801,"R",0,"R",0,"R",22443475,"R",22443475,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1725836,"R",1725836,"R",0,"R",0,"R",164105704,"R",121123225,"R",33919836,"R",9062643,"R",0,"R",16986294,"R",-16986294,"R",0,"R",164105704,"R",138109519,"R",16933542,"R",9062643,"R",49075032,"R",24389224,"R",9003790,"R",4578372,"R",3458418,"R",957334,"R",6687894,"R",4071263,"R",1737403,"R",301568,"R",394810,"R",298232,"R",3317,"R",1335933,"R",1133807,"R",665776,"R",123607,"R",108677,"R",82093,"R",924,"R",152730,"R",7760031,"R",2453634,"R",846658,"R",713313,"R",515680,"R",429672,"R",2801074,"R",19479049,"R",7770431,"R",2534848,"R",1903155,"R",1367572,"R",487265,"R",5415778,"R",27564896,"R",11583952,"R",3323511,"R",2626668,"R",1959491,"R",467182,"R",7604092,"R",13836306,"R",359182,"R",45146,"R",1153538,"R",871362,"R",1446235,"R",9960843,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3214217,"R",1198842,"R",-11478533,"R",0,"R",0,"R",7065474,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",122920385,"R",52173819,"R",17377970,"R",0,"R",8552848,"R",3791929,"R",41023819, 1,"R",306219000,"R",339204000
212601,"R",69959000,"R",218940000,"R",76502000,"R",59303000,"R",109233000,"R",33205000,"R",24780000,"R",8425000,"R",142438000,"R",12849000,"R",119836000,"R",50333000,"R",14651000,"R",0,"R",197669000,"R",96996000,"R",100673000,"R",0,"R",93908000,"R",76677000,"R",-73000,"R",17158000,"R",125280000,"R",0,"R",142438000,"R",3506000,"R",442000,"R",3642000,"R",0,"R",903000,"R",32623000,"R",41116000,"R",33526000,"R",0,"R",62678000,"R",62678000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1867000,"R",1867000,"R",0,"R",0,"R",958000,"R",958000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5742000,"R",3120000,"R",701000,"R",1921000,"R",4588000,"R",1966000,"R",701000,"R",1921000,"R",1154000,"R",1154000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9219000,"R",4509000,"R",4666000,"R",44000,"R",0,"R",0,"R",11702000,"R",11702000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1742000,"R",1742000,"R",0,"R",0,"R",93908000,"R",86576000,"R",5367000,"R",1965000,"R",0,"R",1010000,"R",-1010000,"R",0,"R",93908000,"R",87586000,"R",4357000,"R",1965000,"R",29967000,"R",19143000,"R",5946000,"R",1906000,"R",345000,"R",796000,"R",1831000,"R",1154000,"R",598000,"R",386000,"R",0,"R",0,"R",0,"R",170000,"R",1590000,"R",848000,"R",223000,"R",0,"R",2000,"R",0,"R",517000,"R",5100000,"R",2780000,"R",913000,"R",380000,"R",29000,"R",45000,"R",953000,"R",14007000,"R",5875000,"R",2436000,"R",1531000,"R",135000,"R",83000,"R",3947000,"R",15254000,"R",5903000,"R",3094000,"R",598000,"R",1555000,"R",4000,"R",4100000,"R",9605000,"R",51000,"R",482000,"R",2818000,"R",1546000,"R",679000,"R",4029000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2228000,"R",1278000,"R",-7233000,"R",1324000,"R",0,"R",2403000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",76677000,"R",37426000,"R",14758000,"R",0,"R",4936000,"R",1607000,"R",17950000, 1,"R",47281000,"R",56142000
212656,"R",37752025,"R",84282368,"R",19164980,"R",12036644,"R",20503893,"R",44613495,"R",17884077,"R",26729418,"R",65117388,"R",8085857,"R",46612169,"R",22520129,"R",179660,"R",0,"R",77397815,"R",43911396,"R",33486419,"R",0,"R",41641227,"R",38338267,"R",0,"R",3302960,"R",61814428,"R",0,"R",65117388,"R",2482427,"R",330884,"R",2551124,"R",0,"R",681458,"R",15661838,"R",21707731,"R",14728621,"R",0,"R",25186936,"R",25186936,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",358605,"R",358605,"R",0,"R",0,"R",393212,"R",393212,"R",0,"R",0,"R",47179,"R",47179,"R",0,"R",0,"R",2066982,"R",1546890,"R",90403,"R",429689,"R",2040882,"R",1526790,"R",84403,"R",429689,"R",26100,"R",20100,"R",6000,"R",0,"R",101814,"R",101814,"R",0,"R",0,"R",4053131,"R",407593,"R",3557026,"R",88512,"R",0,"R",0,"R",8463655,"R",8463655,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",969713,"R",969162,"R",551,"R",0,"R",41641227,"R",37475046,"R",3647980,"R",518201,"R",0,"R",1853044,"R",-1819297,"R",-33747,"R",41641227,"R",39328090,"R",1828683,"R",484454,"R",15294334,"R",7844012,"R",3033827,"R",1027220,"R",740083,"R",222130,"R",2427062,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14004,"R",14004,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3574623,"R",1530402,"R",568417,"R",232224,"R",167311,"R",0,"R",1076269,"R",8043739,"R",3398375,"R",1243218,"R",796908,"R",574150,"R",0,"R",2031088,"R",5289740,"R",1907110,"R",843901,"R",85697,"R",61742,"R",0,"R",2391290,"R",6121827,"R",760737,"R",120623,"R",1683722,"R",1213075,"R",283719,"R",2059951,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1283265,"R",517722,"R",-3825771,"R",0,"R",0,"R",2024784,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38338267,"R",16737905,"R",6327708,"R",0,"R",2756361,"R",505849,"R",12010444, 1,"R",35192570,"R",38063014
212674,"R",241504719,"R",505594077,"R",126306313,"R",81463168,"R",181708366,"R",197579398,"R",144258149,"R",53321249,"R",379287764,"R",24068490,"R",238155725,"R",49731782,"R",10050940,"R",0,"R",322006937,"R",153710009,"R",168296928,"R",0,"R",157505686,"R",124182466,"R",0,"R",33323220,"R",345964544,"R",0,"R",379287764,"R",1343093,"R",234803,"R",776176,"R",0,"R",2809802,"R",40940897,"R",46104771,"R",43750699,"R",0,"R",78184020,"R",78184020,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",695372,"R",695372,"R",0,"R",0,"R",235688,"R",235688,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18216417,"R",3839648,"R",5227645,"R",9149124,"R",18216417,"R",3839648,"R",5227645,"R",9149124,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25393323,"R",10246012,"R",12453807,"R",2693504,"R",0,"R",0,"R",31880396,"R",31880396,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2900470,"R",2883450,"R",7914,"R",9106,"R",157505686,"R",127964586,"R",17689366,"R",11851734,"R",0,"R",8550271,"R",-8550271,"R",0,"R",157505686,"R",136514857,"R",9139095,"R",11851734,"R",44276698,"R",22287421,"R",8199605,"R",2597051,"R",2453468,"R",974138,"R",7765015,"R",854019,"R",280305,"R",12969,"R",0,"R",16409,"R",0,"R",544336,"R",2624500,"R",712371,"R",241642,"R",346951,"R",658027,"R",0,"R",665509,"R",16708077,"R",4780756,"R",1733441,"R",606141,"R",575722,"R",0,"R",9012017,"R",21048773,"R",8044074,"R",2728798,"R",2044789,"R",2064233,"R",1490592,"R",4676287,"R",20121963,"R",8876143,"R",3581212,"R",537918,"R",820559,"R",0,"R",6306131,"R",18548436,"R",3467923,"R",1252752,"R",4142995,"R",2225399,"R",1146227,"R",6313140,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2928457,"R",1113406,"R",-10275845,"R",1107913,"R",0,"R",5126069,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",124182466,"R",51377450,"R",18863825,"R",0,"R",9921730,"R",3610957,"R",40408504, 1,"R",261569952,"R",289299515
212771,"R",4202984,"R",6796581,"R",1351673,"R",0,"R",790418,"R",4654490,"R",3209310,"R",1445180,"R",5444908,"R",192500,"R",4232552,"R",1691579,"R",0,"R",0,"R",6116631,"R",4063102,"R",2053529,"R",0,"R",4380798,"R",4180418,"R",0,"R",200380,"R",5244779,"R",-251,"R",5444908,"R",3489,"Z",0,"Z",0,"Z",0,"R",141094,"Z",0,"R",144583,"Z",0,"R",0,"R",2471892,"R",2471892,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1107600,"R",920335,"R",179987,"R",7278,"R",652005,"R",464740,"R",179987,"R",7278,"R",455595,"R",455595,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18828,"R",18828,"Z",0,"Z",0,"R",782478,"R",718201,"R",53250,"R",11027,"R",4380798,"R",4129256,"R",233237,"R",18305,"R",0,"R",-208601,"R",208601,"Z",0,"R",4380798,"R",3920655,"R",441838,"R",18305,"R",1292232,"R",930407,"R",361825,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",803000,"R",803000,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",168611,"R",168611,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1351305,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1351305,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",141094,"R",141094,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-293171,"R",131005,"Z",0,"R",162166,"R",424176,"R",0,"R",0,"R",293171,"R",0,"Z",0,"R",131005,"R",4180418,"R",1902018,"R",361825,"R",0,"R",131005,"Z",0,"R",1785570, 1,"R",3191005,"R",3209310
212805,"R",115291181,"R",306508390,"R",35734353,"R",23671905,"R",156273662,"R",114500375,"R",64928775,"R",49571600,"R",270774037,"R",2007408,"R",218371025,"R",48110055,"R",2626750,"R",0,"R",271115238,"R",107783309,"R",163331929,"R",0,"R",82040335,"R",69629051,"R",547387,"R",12958671,"R",257815366,"R",0,"R",270774037,"R",0,"R",0,"R",0,"R",0,"R",5613620,"R",0,"R",5613620,"R",0,"R",0,"R",37010278,"R",37010278,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7054081,"R",2855020,"R",1969308,"R",2229753,"R",7054081,"R",2855020,"R",1969308,"R",2229753,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17167929,"R",2422138,"R",14745791,"R",0,"R",539496,"R",539496,"R",20268551,"R",20268551,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82040335,"R",63095483,"R",16715099,"R",2229753,"R",0,"R",8709243,"R",-8722310,"R",13067,"R",82040335,"R",71804726,"R",7992789,"R",2242820,"R",28249729,"R",13537599,"R",3919543,"R",2191339,"R",4229498,"R",0,"R",4371750,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5611717,"R",1777085,"R",493119,"R",435302,"R",840176,"R",0,"R",2066035,"R",586270,"R",327033,"R",96788,"R",45477,"R",87775,"R",0,"R",29197,"R",16377456,"R",6013778,"R",1699451,"R",1270403,"R",2452003,"R",424986,"R",4516835,"R",10656086,"R",1717212,"R",376655,"R",826595,"R",1595410,"R",0,"R",6140214,"R",5613618,"R",5613618,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2570549,"R",705718,"R",-4769116,"R",0,"R",0,"R",1492849,"R",2534175,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2534175,"R",69629051,"R",25943256,"R",7291274,"R",0,"R",9204862,"R",424986,"R",26764673, 1,"R",100367983,"R",111608326
212832,"R",20981000,"R",111640000,"R",53459000,"R",44568000,"R",36303000,"R",21878000,"R",12510000,"R",9368000,"R",58181000,"R",3982000,"R",82464000,"R",12317000,"R",0,"R",0,"R",98763000,"R",42209000,"R",56554000,"R",0,"R",51326000,"R",41691000,"R",0,"R",9635000,"R",48546000,"R",0,"R",58181000,"R",3211861,"R",256621,"R",2420508,"R",0,"R",1501285,"R",14981715,"R",22371990,"R",16483000,"R",0,"R",32199000,"R",32199000,"R",0,"R",0,"R",509000,"R",96000,"R",413000,"R",0,"R",4449000,"R",4446000,"R",3000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5242000,"R",425000,"R",4702000,"R",115000,"R",5242000,"R",425000,"R",4702000,"R",115000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3352000,"R",1599000,"R",14000,"R",1739000,"R",0,"R",0,"R",5374000,"R",5374000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",201000,"R",201000,"R",0,"R",0,"R",51326000,"R",44340000,"R",5132000,"R",1854000,"R",0,"R",7887000,"R",-7887000,"R",0,"R",51326000,"R",52227000,"R",-2755000,"R",1854000,"R",18182000,"R",9356000,"R",1549000,"R",1677000,"R",811000,"R",272000,"R",4517000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",606000,"R",0,"R",0,"R",11000,"R",5000,"R",0,"R",590000,"R",1485000,"R",405000,"R",90000,"R",323000,"R",152000,"R",0,"R",515000,"R",6181000,"R",2591000,"R",654000,"R",836000,"R",393000,"R",0,"R",1707000,"R",11098000,"R",4438000,"R",847000,"R",564000,"R",265000,"R",1000,"R",4983000,"R",4139000,"R",624000,"R",149000,"R",0,"R",915000,"R",976000,"R",1475000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1428000,"R",83000,"R",-3411000,"R",0,"R",0,"R",1900000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41691000,"R",18842000,"R",3372000,"R",0,"R",2541000,"R",1249000,"R",15687000, 1,"R",17850000,"R",20981000
212869,"R",7025883,"R",21811485,"R",3228989,"R",308909,"R",17219408,"R",1363088,"R",626561,"R",736527,"R",18582496,"R",937841,"R",15353993,"R",6145958,"R",0,"R",0,"R",22437792,"R",17130705,"R",5307087,"R",0,"R",24952583,"R",22511355,"R",0,"R",2441228,"R",16141268,"R",0,"R",18582496,"R",4282095,"R",156981,"R",2271745,"R",0,"R",69050,"R",6520926,"R",13300797,"R",6564859,"R",0,"R",19758726,"R",19758726,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",985014,"R",985014,"R",0,"R",0,"R",423880,"R",423880,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",275508,"R",275508,"R",0,"R",0,"R",275508,"R",275508,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1056623,"R",1056623,"Z",0,"Z",0,"Z",0,"Z",0,"R",1889469,"R",1889469,"A",,"A",,"A",,"A",,"A",,"A",,"R",563363,"R",563363,"R",0,"R",0,"R",24952583,"R",24952583,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",24952583,"R",24952583,"R",0,"R",0,"R",9256697,"R",6146481,"R",1121580,"R",776015,"Z",0,"Z",0,"R",1212621,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",781170,"R",399176,"R",72861,"R",35256,"Z",0,"Z",0,"R",273877,"R",4846689,"R",2096455,"R",448322,"R",946532,"Z",0,"Z",0,"R",1355380,"R",6164606,"R",2128112,"R",382049,"R",265017,"R",709437,"Z",0,"R",2679991,"R",1026512,"R",83999,"R",15332,"Z",0,"Z",0,"Z",0,"R",927181,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",556279,"R",101536,"R",-2055845,"Z",0,"Z",0,"R",1398030,"R",435681,"R",250456,"R",50091,"R",33025,"R",0,"R",0,"R",102109,"R",22511355,"R",11660958,"R",2191771,"R",0,"R",709437,"R",0,"R",7949189, 1,"R",618238,"R",877053
212911,"R",500442330,"R",680552502,"R",149098830,"R",123130764,"R",133259508,"R",398194164,"R",213266121,"R",184928043,"R",531453672,"R",14754074,"R",204389772,"R",39448294,"R",4004810,"R",0,"R",262596950,"R",126729831,"R",135867119,"R",0,"R",149560094,"R",94795540,"R",0,"R",54764554,"R",476686116,"R",3002,"R",531453672,"R",867249,"R",205529,"R",153691,"R",0,"R",3644143,"R",18684679,"R",23555291,"R",22583182,"R",0,"R",33926346,"R",33926346,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1645727,"R",1645727,"R",0,"R",0,"R",32687,"R",32687,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25593022,"R",6974102,"R",9829596,"R",8789324,"R",25593022,"R",6974102,"R",9829596,"R",8789324,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",66726981,"R",20653396,"R",35922028,"R",10151557,"R",0,"R",0,"R",19579114,"R",19579114,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2056217,"R",2037242,"R",18975,"R",0,"R",149560094,"R",84848614,"R",45770599,"R",18940881,"R",0,"R",0,"R",0,"R",0,"R",149560094,"R",84848614,"R",45770599,"R",18940881,"R",35634209,"R",15626486,"R",5363996,"R",4151745,"R",2080619,"R",2241865,"R",6169498,"R",3478301,"R",1051314,"R",227529,"R",461305,"R",231180,"R",218831,"R",1288142,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10564402,"R",2891722,"R",979393,"R",1634635,"R",884782,"R",664641,"R",3509229,"R",12864123,"R",5078295,"R",1714678,"R",1937764,"R",946155,"R",809324,"R",2377907,"R",14890235,"R",8087916,"R",3416433,"R",1257847,"R",496091,"R",936793,"R",695155,"R",17364270,"R",3761645,"R",1307020,"R",0,"R",2671036,"R",1092443,"R",8532126,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3082147,"R",1430336,"R",-9443296,"R",0,"R",0,"R",4930813,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",94795540,"R",39579525,"R",14439385,"R",0,"R",7309863,"R",5963897,"R",27502870, 1,"R",434233554,"R",490699895
